From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
A0A0D2HPQ1	A0A0D2HPQ1	unreviewed	A0A0D2HPQ1_9EURO	Major facilitator superfamily (MFS) profile domain-containing protein	Z517_01831	Fonsecaea pedrosoi CBS 271.37	562	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
A0A0D2H651	A0A0D2H651	unreviewed	A0A0D2H651_9EURO	Cell division control protein 42 homolog (EC 3.6.5.2)	Z517_06714	Fonsecaea pedrosoi CBS 271.37	235	cytoplasm [GO:0005737]; membrane-bounded organelle [GO:0043227]; plasma membrane [GO:0005886]; G protein activity [GO:0003925]; GTP binding [GO:0005525]; cell division [GO:0051301]; establishment or maintenance of cell polarity [GO:0007163]; regulation of cellular component organization [GO:0051128]; small GTPase mediated signal transduction [GO:0007264]
A0A0D2GBJ0	A0A0D2GBJ0	unreviewed	A0A0D2GBJ0_9EURO	Zn(2)-C6 fungal-type domain-containing protein	Z517_07816	Fonsecaea pedrosoi CBS 271.37	464	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
A0A0D2H5W9	A0A0D2H5W9	unreviewed	A0A0D2H5W9_9EURO	DNA helicase (EC 3.6.4.12)	Z517_06604	Fonsecaea pedrosoi CBS 271.37	849	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; nucleotide-excision repair [GO:0006289]; transcription initiation at RNA polymerase II promoter [GO:0006367]
A0A0D2GCU2	A0A0D2GCU2	unreviewed	A0A0D2GCU2_9EURO	Replication protein A subunit	Z517_08345	Fonsecaea pedrosoi CBS 271.37	606	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]
A0A0D2G9W8	A0A0D2G9W8	unreviewed	A0A0D2G9W8_9EURO	HIG1 domain-containing protein	Z517_10352	Fonsecaea pedrosoi CBS 271.37	140	
A0A0D2GYX7	A0A0D2GYX7	unreviewed	A0A0D2GYX7_9EURO	Enoyl-CoA hydratase	Z517_10055	Fonsecaea pedrosoi CBS 271.37	272	
A0A0D2GNL9	A0A0D2GNL9	unreviewed	A0A0D2GNL9_9EURO	Vacuolar protein sorting-associated protein 62	Z517_06785	Fonsecaea pedrosoi CBS 271.37	641	
A0A0D2GY55	A0A0D2GY55	unreviewed	A0A0D2GY55_9EURO	CDF family cation efflux system protein	Z517_02780	Fonsecaea pedrosoi CBS 271.37	566	membrane [GO:0016020]; monoatomic cation transmembrane transporter activity [GO:0008324]; inorganic ion homeostasis [GO:0098771]; intracellular monoatomic cation homeostasis [GO:0030003]
A0A0D2F348	A0A0D2F348	unreviewed	A0A0D2F348_9EURO	Kynureninase (EC 3.7.1.3) (Biosynthesis of nicotinic acid protein 5) (L-kynurenine hydrolase)	BNA5 Z517_04055	Fonsecaea pedrosoi CBS 271.37	489	cytoplasm [GO:0005737]; 3-hydroxykynureninase activity [GO:0061981]; kynureninase activity [GO:0030429]; pyridoxal phosphate binding [GO:0030170]; 'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; L-kynurenine catabolic process [GO:0097053]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]
A0A0D2H4I7	A0A0D2H4I7	unreviewed	A0A0D2H4I7_9EURO	SnoaL-like domain-containing protein	Z517_06111	Fonsecaea pedrosoi CBS 271.37	159	
A0A0D2GGX0	A0A0D2GGX0	unreviewed	A0A0D2GGX0_9EURO	Unplaced genomic scaffold supercont1.5, whole genome shotgun sequence	Z517_07693	Fonsecaea pedrosoi CBS 271.37	486	cytoplasm [GO:0005737]
A0A0D2GRI8	A0A0D2GRI8	unreviewed	A0A0D2GRI8_9EURO	NADH-cytochrome b5 reductase (EC 1.6.2.2)	Z517_11785	Fonsecaea pedrosoi CBS 271.37	357	mitochondrial outer membrane [GO:0005741]; cytochrome-b5 reductase activity, acting on NAD(P)H [GO:0004128]
A0A0D2H2J5	A0A0D2H2J5	unreviewed	A0A0D2H2J5_9EURO	Unplaced genomic scaffold supercont1.5, whole genome shotgun sequence	Z517_08708	Fonsecaea pedrosoi CBS 271.37	373	mitochondrion [GO:0005739]
A0A0D2E804	A0A0D2E804	unreviewed	A0A0D2E804_9EURO	Unplaced genomic scaffold supercont1.1, whole genome shotgun sequence	Z517_01676	Fonsecaea pedrosoi CBS 271.37	230	phosphatidylglycerophosphatase activity [GO:0008962]
A0A0D2F4T3	A0A0D2F4T3	unreviewed	A0A0D2F4T3_9EURO	FAD-binding domain-containing protein	Z517_04718	Fonsecaea pedrosoi CBS 271.37	429	FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]; biosynthetic process [GO:0009058]
A0A0D2HKL0	A0A0D2HKL0	unreviewed	A0A0D2HKL0_9EURO	Unplaced genomic scaffold supercont1.1, whole genome shotgun sequence	Z517_00387	Fonsecaea pedrosoi CBS 271.37	982	
A0A0D2ELG9	A0A0D2ELG9	unreviewed	A0A0D2ELG9_9EURO	Unplaced genomic scaffold supercont1.8, whole genome shotgun sequence	Z517_12036	Fonsecaea pedrosoi CBS 271.37	228	
A0A0D2GLA9	A0A0D2GLA9	unreviewed	A0A0D2GLA9_9EURO	PPM-type phosphatase domain-containing protein	Z517_05912	Fonsecaea pedrosoi CBS 271.37	601	metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]
A0A0D2DPQ9	A0A0D2DPQ9	unreviewed	A0A0D2DPQ9_9EURO	Regulator of volume decrease after cellular swelling-domain-containing protein	Z517_06350	Fonsecaea pedrosoi CBS 271.37	334	cytoplasm [GO:0005737]; nucleus [GO:0005634]
A0A0D2DSG0	A0A0D2DSG0	unreviewed	A0A0D2DSG0_9EURO	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase listerin)	Z517_07418	Fonsecaea pedrosoi CBS 271.37	1602	cytosol [GO:0005829]; RQC complex [GO:1990112]; ribosomal large subunit binding [GO:0043023]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; protein ubiquitination [GO:0016567]; rescue of stalled ribosome [GO:0072344]; ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116]
A0A0D2G8J8	A0A0D2G8J8	unreviewed	A0A0D2G8J8_9EURO	Eukaryotic translation initiation factor 2A	Z517_11876	Fonsecaea pedrosoi CBS 271.37	758	translation initiation factor activity [GO:0003743]
A0A0D2F381	A0A0D2F381	unreviewed	A0A0D2F381_9EURO	Methyltransferase domain-containing protein	Z517_04115	Fonsecaea pedrosoi CBS 271.37	810	membrane [GO:0016020]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]
A0A0D2FHX8	A0A0D2FHX8	unreviewed	A0A0D2FHX8_9EURO	Uncharacterized protein	Z517_01692	Fonsecaea pedrosoi CBS 271.37	757	
A0A0D2HJE3	A0A0D2HJE3	unreviewed	A0A0D2HJE3_9EURO	Glycogen debranching enzyme	Z517_03799	Fonsecaea pedrosoi CBS 271.37	1917	cytoplasm [GO:0005737]; 3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]; 4-alpha-glucanotransferase activity [GO:0004134]; alpha-galactosidase activity [GO:0004557]; amylo-alpha-1,6-glucosidase activity [GO:0004135]; aromatic amino acid family biosynthetic process [GO:0009073]; glycogen catabolic process [GO:0005980]
A0A0D2H751	A0A0D2H751	unreviewed	A0A0D2H751_9EURO	Unplaced genomic scaffold supercont1.4, whole genome shotgun sequence	Z517_07055	Fonsecaea pedrosoi CBS 271.37	130	
A0A0D2F8E2	A0A0D2F8E2	unreviewed	A0A0D2F8E2_9EURO	Unplaced genomic scaffold supercont1.2, whole genome shotgun sequence	Z517_02100	Fonsecaea pedrosoi CBS 271.37	604	cytosol [GO:0005829]; IMP cyclohydrolase activity [GO:0003937]; phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]; 'de novo' IMP biosynthetic process [GO:0006189]
A0A0D2HMV3	A0A0D2HMV3	unreviewed	A0A0D2HMV3_9EURO	Phenylacetate 2-hydroxylase	Z517_01171	Fonsecaea pedrosoi CBS 271.37	524	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
A0A0D2GQJ4	A0A0D2GQJ4	unreviewed	A0A0D2GQJ4_9EURO	Zn(2)-C6 fungal-type domain-containing protein	Z517_11464	Fonsecaea pedrosoi CBS 271.37	470	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
A0A0D2EIG8	A0A0D2EIG8	unreviewed	A0A0D2EIG8_9EURO	Major facilitator superfamily (MFS) profile domain-containing protein	Z517_12567	Fonsecaea pedrosoi CBS 271.37	551	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
A0A0D2H358	A0A0D2H358	unreviewed	A0A0D2H358_9EURO	aspartate kinase (EC 2.7.2.4) (Arginine-requiring protein 2)	Z517_00695	Fonsecaea pedrosoi CBS 271.37	565	aspartate kinase activity [GO:0004072]; alpha-amino acid metabolic process [GO:1901605]; amino acid biosynthetic process [GO:0008652]
A0A0D2GLB7	A0A0D2GLB7	unreviewed	A0A0D2GLB7_9EURO	Guanine nucleotide-binding protein alpha-2 subunit	Z517_04759	Fonsecaea pedrosoi CBS 271.37	358	heterotrimeric G-protein complex [GO:0005834]; G protein-coupled receptor binding [GO:0001664]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; G protein-coupled receptor signaling pathway [GO:0007186]
A0A0D2H204	A0A0D2H204	unreviewed	A0A0D2H204_9EURO	O-methyltransferase domain-containing protein	Z517_00293	Fonsecaea pedrosoi CBS 271.37	382	membrane [GO:0016020]; O-methyltransferase activity [GO:0008171]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]; secondary metabolite biosynthetic process [GO:0044550]
A0A0D2HKV0	A0A0D2HKV0	unreviewed	A0A0D2HKV0_9EURO	FAS1 domain-containing protein	Z517_00498	Fonsecaea pedrosoi CBS 271.37	461	membrane [GO:0016020]
A0A0D2HJL9	A0A0D2HJL9	unreviewed	A0A0D2HJL9_9EURO	Signal recognition particle subunit SRP72	Z517_00067	Fonsecaea pedrosoi CBS 271.37	652	endoplasmic reticulum [GO:0005783]; signal recognition particle, endoplasmic reticulum targeting [GO:0005786]; 7S RNA binding [GO:0008312]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
A0A0D2GWT3	A0A0D2GWT3	unreviewed	A0A0D2GWT3_9EURO	Uncharacterized protein	Z517_09268	Fonsecaea pedrosoi CBS 271.37	102	
A0A0D2DVJ9	A0A0D2DVJ9	unreviewed	A0A0D2DVJ9_9EURO	RRM domain-containing protein	Z517_04877	Fonsecaea pedrosoi CBS 271.37	535	RNA binding [GO:0003723]
A0A0D2GVZ5	A0A0D2GVZ5	unreviewed	A0A0D2GVZ5_9EURO	FAD-binding PCMH-type domain-containing protein	Z517_00543	Fonsecaea pedrosoi CBS 271.37	593	FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]
A0A0D2F832	A0A0D2F832	unreviewed	A0A0D2F832_9EURO	Transcription factor domain-containing protein	Z517_01995	Fonsecaea pedrosoi CBS 271.37	502	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
A0A0D2GQP4	A0A0D2GQP4	unreviewed	A0A0D2GQP4_9EURO	Unplaced genomic scaffold supercont1.3, whole genome shotgun sequence	Z517_03913	Fonsecaea pedrosoi CBS 271.37	317	oxidoreductase activity [GO:0016491]; cellular biosynthetic process [GO:0044249]; organic substance biosynthetic process [GO:1901576]
A0A0D2F9B9	A0A0D2F9B9	unreviewed	A0A0D2F9B9_9EURO	UDP-galactose transporter	Z517_02482	Fonsecaea pedrosoi CBS 271.37	433	Golgi membrane [GO:0000139]; pyrimidine nucleotide-sugar transmembrane transporter activity [GO:0015165]
A0A0D2EYC3	A0A0D2EYC3	unreviewed	A0A0D2EYC3_9EURO	Cytochrome P450 oxidoreductase	Z517_05804	Fonsecaea pedrosoi CBS 271.37	496	membrane [GO:0016020]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
A0A0D2EIS5	A0A0D2EIS5	unreviewed	A0A0D2EIS5_9EURO	Enoyl reductase (ER) domain-containing protein	Z517_12232	Fonsecaea pedrosoi CBS 271.37	357	oxidoreductase activity [GO:0016491]
A0A0D2G415	A0A0D2G415	unreviewed	A0A0D2G415_9EURO	Adenylate kinase isoenzyme 6 homolog (AK6) (EC 2.7.4.3) (Dual activity adenylate kinase/ATPase) (AK/ATPase)	Z517_10224	Fonsecaea pedrosoi CBS 271.37	193	cytoplasm [GO:0005737]; nucleus [GO:0005634]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; phosphorylation [GO:0016310]; rRNA processing [GO:0006364]
A0A0D2H2U2	A0A0D2H2U2	unreviewed	A0A0D2H2U2_9EURO	Histone deacetylation protein Rxt3	Z517_08768	Fonsecaea pedrosoi CBS 271.37	935	
A0A0D2HIV2	A0A0D2HIV2	unreviewed	A0A0D2HIV2_9EURO	Unplaced genomic scaffold supercont1.2, whole genome shotgun sequence	Z517_03629	Fonsecaea pedrosoi CBS 271.37	355	
A0A0D2F3K2	A0A0D2F3K2	unreviewed	A0A0D2F3K2_9EURO	D-xylulose reductase (EC 1.1.1.9) (Xylitol dehydrogenase)	Z517_04292	Fonsecaea pedrosoi CBS 271.37	359	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; zinc ion binding [GO:0008270]; D-xylose metabolic process [GO:0042732]; L-arabinose catabolic process to xylulose 5-phosphate [GO:0019569]
A0A0D2HHM6	A0A0D2HHM6	unreviewed	A0A0D2HHM6_9EURO	DNA-directed RNA polymerase subunit	Z517_03175	Fonsecaea pedrosoi CBS 271.37	169	nuclear DNA-directed RNA polymerase complex [GO:0055029]; DNA binding [GO:0003677]; DNA-templated transcription initiation [GO:0006352]
A0A0D2GUX1	A0A0D2GUX1	unreviewed	A0A0D2GUX1_9EURO	Unplaced genomic scaffold supercont1.3, whole genome shotgun sequence	Z517_05442	Fonsecaea pedrosoi CBS 271.37	394	oxidoreductase activity [GO:0016491]
A0A0D2GL13	A0A0D2GL13	unreviewed	A0A0D2GL13_9EURO	FAD/NAD(P)-binding domain-containing protein	Z517_04624	Fonsecaea pedrosoi CBS 271.37	622	
A0A0D2HCB5	A0A0D2HCB5	unreviewed	A0A0D2HCB5_9EURO	Phosphoribosyltransferase domain-containing protein	Z517_05221	Fonsecaea pedrosoi CBS 271.37	203	
A0A0D2GPJ5	A0A0D2GPJ5	unreviewed	A0A0D2GPJ5_9EURO	Ribosome biogenesis regulatory protein	Z517_02146	Fonsecaea pedrosoi CBS 271.37	236	nucleus [GO:0005634]; ribosome biogenesis [GO:0042254]
A0A0D2FHK8	A0A0D2FHK8	unreviewed	A0A0D2FHK8_9EURO	Mitochondrial import receptor subunit tom-20	Z517_01567	Fonsecaea pedrosoi CBS 271.37	170	mitochondrial outer membrane translocase complex [GO:0005742]; protein targeting [GO:0006605]
A0A0D2D9U2	A0A0D2D9U2	unreviewed	A0A0D2D9U2_9EURO	Unplaced genomic scaffold supercont1.9, whole genome shotgun sequence	Z517_12321	Fonsecaea pedrosoi CBS 271.37	309	
A0A0D2DZD4	A0A0D2DZD4	unreviewed	A0A0D2DZD4_9EURO	Eukaryotic translation initiation factor 5A (eIF-5A)	Z517_02400	Fonsecaea pedrosoi CBS 271.37	161	ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation elongation factor activity [GO:0003746]; positive regulation of translational elongation [GO:0045901]; positive regulation of translational termination [GO:0045905]
A0A0D2E3R1	A0A0D2E3R1	unreviewed	A0A0D2E3R1_9EURO	Zn(2)-C6 fungal-type domain-containing protein	Z517_00114	Fonsecaea pedrosoi CBS 271.37	515	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
A0A0D2GWE0	A0A0D2GWE0	unreviewed	A0A0D2GWE0_9EURO	Alpha/beta hydrolase fold-3 domain-containing protein	Z517_02183	Fonsecaea pedrosoi CBS 271.37	352	hydrolase activity [GO:0016787]
A0A0D2GNA9	A0A0D2GNA9	unreviewed	A0A0D2GNA9_9EURO	Unplaced genomic scaffold supercont1.3, whole genome shotgun sequence	Z517_05465	Fonsecaea pedrosoi CBS 271.37	75	
A0A0D2EV47	A0A0D2EV47	unreviewed	A0A0D2EV47_9EURO	Unplaced genomic scaffold supercont1.5, whole genome shotgun sequence	Z517_07935	Fonsecaea pedrosoi CBS 271.37	607	membrane [GO:0016020]; ferric-chelate reductase activity [GO:0000293]; iron ion transport [GO:0006826]
A0A0D2GQ37	A0A0D2GQ37	unreviewed	A0A0D2GQ37_9EURO	PGG domain-containing protein	Z517_07306	Fonsecaea pedrosoi CBS 271.37	260	membrane [GO:0016020]
A0A0D2GEF3	A0A0D2GEF3	unreviewed	A0A0D2GEF3_9EURO	SnoaL-like domain-containing protein	Z517_05765	Fonsecaea pedrosoi CBS 271.37	184	
A0A0D2GDJ3	A0A0D2GDJ3	unreviewed	A0A0D2GDJ3_9EURO	Uncharacterized protein	Z517_08662	Fonsecaea pedrosoi CBS 271.37	126	
A0A0D2EP64	A0A0D2EP64	unreviewed	A0A0D2EP64_9EURO	High osmolarity sensitivity protein 3	Z517_10918	Fonsecaea pedrosoi CBS 271.37	105	intracellular membrane-bounded organelle [GO:0043231]; attachment of spindle microtubules to kinetochore [GO:0008608]
A0A0D2DKU0	A0A0D2DKU0	unreviewed	A0A0D2DKU0_9EURO	Unplaced genomic scaffold supercont1.5, whole genome shotgun sequence	Z517_08126	Fonsecaea pedrosoi CBS 271.37	387	carboxylic ester hydrolase activity [GO:0052689]
A0A0D2F7J8	A0A0D2F7J8	unreviewed	A0A0D2F7J8_9EURO	Ima1 N-terminal domain-containing protein	Z517_05574	Fonsecaea pedrosoi CBS 271.37	804	nuclear inner membrane [GO:0005637]; nuclear inner membrane organization [GO:0071765]
A0A0D2GT68	A0A0D2GT68	unreviewed	A0A0D2GT68_9EURO	Mitochondrial zinc maintenance protein 1, mitochondrial	Z517_10361	Fonsecaea pedrosoi CBS 271.37	77	mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]
A0A0D2FHD4	A0A0D2FHD4	unreviewed	A0A0D2FHD4_9EURO	Spliceosomal protein DIB1	Z517_01461	Fonsecaea pedrosoi CBS 271.37	143	U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]; mRNA splicing, via spliceosome [GO:0000398]
A0A0D2DAQ7	A0A0D2DAQ7	unreviewed	A0A0D2DAQ7_9EURO	Uncharacterized protein	Z517_11461	Fonsecaea pedrosoi CBS 271.37	67	
A0A0D2H021	A0A0D2H021	unreviewed	A0A0D2H021_9EURO	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	MEF1 Z517_03480	Fonsecaea pedrosoi CBS 271.37	803	mitochondrion [GO:0005739]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; mitochondrial translational elongation [GO:0070125]
A0A0D2H8A6	A0A0D2H8A6	unreviewed	A0A0D2H8A6_9EURO	DNA polymerase epsilon catalytic subunit (EC 2.7.7.7)	Z517_03887	Fonsecaea pedrosoi CBS 271.37	2239	epsilon DNA polymerase complex [GO:0008622]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; zinc ion binding [GO:0008270]; DNA repair [GO:0006281]; DNA replication [GO:0006260]
A0A0D2GCW8	A0A0D2GCW8	unreviewed	A0A0D2GCW8_9EURO	Ubiquitin-60S ribosomal protein L40	Z517_08401	Fonsecaea pedrosoi CBS 271.37	125	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A0D2GG54	A0A0D2GG54	unreviewed	A0A0D2GG54_9EURO	Uncharacterized protein	Z517_06408	Fonsecaea pedrosoi CBS 271.37	66	mitochondrial outer membrane [GO:0005741]; protein targeting to mitochondrion [GO:0006626]
A0A0D2E3L2	A0A0D2E3L2	unreviewed	A0A0D2E3L2_9EURO	Plasma membrane proteolipid 3	Z517_00044	Fonsecaea pedrosoi CBS 271.37	224	membrane [GO:0016020]
A0A0D2D9J2	A0A0D2D9J2	unreviewed	A0A0D2D9J2_9EURO	Knr4/Smi1-like domain-containing protein	Z517_12201	Fonsecaea pedrosoi CBS 271.37	317	
A0A0D2GT03	A0A0D2GT03	unreviewed	A0A0D2GT03_9EURO	Heterokaryon incompatibility domain-containing protein	Z517_03380	Fonsecaea pedrosoi CBS 271.37	987	GTP binding [GO:0005525]
A0A0D2HBF2	A0A0D2HBF2	unreviewed	A0A0D2HBF2_9EURO	Unplaced genomic scaffold supercont1.3, whole genome shotgun sequence	Z517_04915	Fonsecaea pedrosoi CBS 271.37	686	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]
A0A0D2GHX1	A0A0D2GHX1	unreviewed	A0A0D2GHX1_9EURO	Uncharacterized protein	Z517_08033	Fonsecaea pedrosoi CBS 271.37	143	
A0A0D2HC84	A0A0D2HC84	unreviewed	A0A0D2HC84_9EURO	Alkaline ceramidase 3	Z517_05191	Fonsecaea pedrosoi CBS 271.37	353	membrane [GO:0016020]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; ceramide metabolic process [GO:0006672]
A0A0D2E6D3	A0A0D2E6D3	unreviewed	A0A0D2E6D3_9EURO	Unplaced genomic scaffold supercont1.1, whole genome shotgun sequence	Z517_01028	Fonsecaea pedrosoi CBS 271.37	75	
A0A0D2HJK6	A0A0D2HJK6	unreviewed	A0A0D2HJK6_9EURO	Nudix hydrolase domain-containing protein	Z517_00047	Fonsecaea pedrosoi CBS 271.37	338	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; metal ion binding [GO:0046872]
A0A0D2DNY0	A0A0D2DNY0	unreviewed	A0A0D2DNY0_9EURO	Uncharacterized protein	Z517_06063	Fonsecaea pedrosoi CBS 271.37	462	
A0A0D2G7U4	A0A0D2G7U4	unreviewed	A0A0D2G7U4_9EURO	Unplaced genomic scaffold supercont1.6, whole genome shotgun sequence	Z517_09182	Fonsecaea pedrosoi CBS 271.37	219	
A0A0D2GG87	A0A0D2GG87	unreviewed	A0A0D2GG87_9EURO	Alpha-1,3-glucosyltransferase (EC 2.4.1.-)	Z517_10026	Fonsecaea pedrosoi CBS 271.37	618	endoplasmic reticulum membrane [GO:0005789]; dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042283]; dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042281]
A0A0D2DTY0	A0A0D2DTY0	unreviewed	A0A0D2DTY0_9EURO	Unplaced genomic scaffold supercont1.3, whole genome shotgun sequence	Z517_04276	Fonsecaea pedrosoi CBS 271.37	555	actin cytoskeleton [GO:0015629]; nucleus [GO:0005634]; organelle organization [GO:0006996]
A0A0D2DG72	A0A0D2DG72	unreviewed	A0A0D2DG72_9EURO	Uncharacterized protein	Z517_09115	Fonsecaea pedrosoi CBS 271.37	889	membrane [GO:0016020]; metal ion transmembrane transporter activity [GO:0046873]; magnesium ion transport [GO:0015693]
A0A0D2DQ51	A0A0D2DQ51	unreviewed	A0A0D2DQ51_9EURO	TAFII28-like protein domain-containing protein	Z517_06516	Fonsecaea pedrosoi CBS 271.37	355	transcription factor TFIID complex [GO:0005669]; protein heterodimerization activity [GO:0046982]; RNA polymerase II preinitiation complex assembly [GO:0051123]
A0A0D2E3R9	A0A0D2E3R9	unreviewed	A0A0D2E3R9_9EURO	DUF1740-domain-containing protein	Z517_00124	Fonsecaea pedrosoi CBS 271.37	976	nucleus [GO:0005634]
A0A0D2ERB2	A0A0D2ERB2	unreviewed	A0A0D2ERB2_9EURO	Uncharacterized protein	Z517_09241	Fonsecaea pedrosoi CBS 271.37	247	
