From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
A4ID25	A4ID25	unreviewed	A4ID25_LEIIN	Polyribonucleotide 5'-hydroxyl-kinase Clp1 P-loop domain-containing protein	LINJ_36_3900	Leishmania infantum	452	ATP binding [GO:0005524]; polynucleotide 5'-hydroxyl-kinase activity [GO:0051731]; RNA processing [GO:0006396]
A4HUH2	A4HUH2	unreviewed	A4HUH2_LEIIN	ABC1 atypical kinase-like domain-containing protein	LINJ_10_0650	Leishmania infantum	595	
A4IA75	A4IA75	unreviewed	A4IA75_LEIIN	Uncharacterized protein	LINJ_34_2820	Leishmania infantum	418	cilium [GO:0005929]
A4HZZ2	A4HZZ2	unreviewed	A4HZZ2_LEIIN	Uncharacterized protein	LINJ_22_1030	Leishmania infantum	1269	
A4I6M1	A4I6M1	unreviewed	A4I6M1_LEIIN	Uncharacterized protein	LINJ_31_0970	Leishmania infantum	893	
E9AGR1	E9AGR1	unreviewed	E9AGR1_LEIIN	Uncharacterized protein	LINJ_19_0080	Leishmania infantum	403	membrane [GO:0016020]
A4I209	A4I209	unreviewed	A4I209_LEIIN	Uncharacterized protein	LINJ_26_0750	Leishmania infantum	154	RNA binding [GO:0003723]
A4I2C2	A4I2C2	unreviewed	A4I2C2_LEIIN	Uncharacterized protein	LINJ_26_1940	Leishmania infantum	341	
A4IDQ4	A4IDQ4	unreviewed	A4IDQ4_LEIIN	Uncharacterized protein	LINJ_36_4990	Leishmania infantum	617	
A4HWB7	A4HWB7	unreviewed	A4HWB7_LEIIN	Uncharacterized protein	LINJ_15_0200	Leishmania infantum	163	
A4I194	A4I194	unreviewed	A4I194_LEIIN	ATP-binding cassette protein subfamily B, member 1	putative ABCB1 LINJ_25_0540	Leishmania infantum	656	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
A4IA46	A4IA46	unreviewed	A4IA46_LEIIN	Uncharacterized protein	LINJ_34_2530	Leishmania infantum	255	eukaryotic translation initiation factor 3 complex [GO:0005852]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]
A4HXB8	A4HXB8	unreviewed	A4HXB8_LEIIN	Uncharacterized protein	LINJ_17_0500	Leishmania infantum	1585	Mon1-Ccz1 complex [GO:0035658]; regulation of autophagy [GO:0010506]
A4IBS6	A4IBS6	unreviewed	A4IBS6_LEIIN	DDB1- and CUL4-associated factor 13 (Guanine nucleotide-binding protein subunit beta-like protein) (Small ribosomal subunit protein RACK1) (WD repeat and SOF domain-containing protein 1)	LINJ_35_3920	Leishmania infantum	444	nucleolus [GO:0005730]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; protein ubiquitination [GO:0016567]
A4HTP8	A4HTP8	unreviewed	A4HTP8_LEIIN	Exocyst complex component Sec3 C-terminal domain-containing protein	LINJ_08_1060	Leishmania infantum	1144	exocyst [GO:0000145]; exocytosis [GO:0006887]
A4IA06	A4IA06	unreviewed	A4IA06_LEIIN	ATP-dependent RNA helicase-like protein	LINJ_34_2030	Leishmania infantum	808	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; helicase activity [GO:0004386]
A4HYJ4	A4HYJ4	unreviewed	A4HYJ4_LEIIN	Small ribosomal subunit protein RACK1 (Guanine nucleotide-binding protein subunit beta-like protein)	LINJ_20_0020	Leishmania infantum	412	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
A4HZE0	A4HZE0	unreviewed	A4HZE0_LEIIN	2-oxoisovalerate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain)	LINJ_21_1670	Leishmania infantum	479	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity [GO:0003863]
A4HWE1	A4HWE1	unreviewed	A4HWE1_LEIIN	asparaginase (EC 3.5.1.1)	LINJ_15_0440	Leishmania infantum	398	asparaginase activity [GO:0004067]; aspartate family amino acid metabolic process [GO:0009066]
A4HVN3	A4HVN3	unreviewed	A4HVN3_LEIIN	Uncharacterized protein	LINJ_13_0950	Leishmania infantum	239	
A4HZW0	A4HZW0	unreviewed	A4HZW0_LEIIN	Stealth protein CR3 conserved region 3 domain-containing protein	LINJ_22_0690	Leishmania infantum	947	transferase activity [GO:0016740]
A4HTJ6	A4HTJ6	unreviewed	A4HTJ6_LEIIN	Uncharacterized protein	LINJ_08_0490	Leishmania infantum	282	
A4I3N5	A4I3N5	unreviewed	A4I3N5_LEIIN	Uncharacterized protein	LINJ_28_1690	Leishmania infantum	561	
A4I0X5	A4I0X5	unreviewed	A4I0X5_LEIIN	Uncharacterized protein	LINJ_24_1400	Leishmania infantum	904	
A4HYD8	A4HYD8	unreviewed	A4HYD8_LEIIN	Putative actin-related protein 2	LINJ_19_1190	Leishmania infantum	392	membrane-bounded organelle [GO:0043227]
E9AG87	E9AG87	unreviewed	E9AG87_LEIIN	RING-type domain-containing protein	LINJ_08_1001	Leishmania infantum	363	ubiquitin protein ligase activity [GO:0061630]
A4IAH3	A4IAH3	unreviewed	A4IAH3_LEIIN	Uncharacterized protein	LINJ_34_3850	Leishmania infantum	329	
A4I5F3	A4I5F3	unreviewed	A4I5F3_LEIIN	NadR/Ttd14 AAA domain-containing protein	LINJ_30_1280	Leishmania infantum	930	
A4HYM1	A4HYM1	unreviewed	A4HYM1_LEIIN	ZZ-type domain-containing protein	LINJ_20_0320	Leishmania infantum	799	zinc ion binding [GO:0008270]
A4HXS9	A4HXS9	unreviewed	A4HXS9_LEIIN	Uncharacterized protein	LINJ_18_0540	Leishmania infantum	513	
A4HUB8	A4HUB8	unreviewed	A4HUB8_LEIIN	Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog	LINJ_10_0090	Leishmania infantum	395	CIA complex [GO:0097361]; iron-sulfur cluster assembly [GO:0016226]
A4HYD6	A4HYD6	unreviewed	A4HYD6_LEIIN	Uncharacterized protein	LINJ_19_1170	Leishmania infantum	1768	
A4I3I2	A4I3I2	unreviewed	A4I3I2_LEIIN	Uncharacterized protein	LINJ_28_1160	Leishmania infantum	1519	
A4ICQ2	A4ICQ2	unreviewed	A4ICQ2_LEIIN	ADP-ribosylation factor-like protein	LINJ_36_0880	Leishmania infantum	301	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A4HSE8	A4HSE8	unreviewed	A4HSE8_LEIIN	Putative ARP2/3 complex 16kDa subunit	LINJ_05_0290	Leishmania infantum	173	Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; regulation of actin filament polymerization [GO:0030833]
A4HY39	A4HY39	unreviewed	A4HY39_LEIIN	RNA binding protein	LINJ_19_0300	Leishmania infantum	392	metal ion binding [GO:0046872]
A4I0S0	A4I0S0	unreviewed	A4I0S0_LEIIN	2'-phosphotransferase (EC 2.7.1.160)	LINJ_24_0830	Leishmania infantum	570	3'-5'-RNA exonuclease activity [GO:0000175]; nucleic acid binding [GO:0003676]; tRNA 2'-phosphotransferase activity [GO:0000215]
A4IBJ5	A4IBJ5	unreviewed	A4IBJ5_LEIIN	Uncharacterized protein	LINJ_35_3120	Leishmania infantum	822	
A4I605	A4I605	unreviewed	A4I605_LEIIN	Uncharacterized protein	LINJ_30_3260	Leishmania infantum	379	
A4HRX6	A4HRX6	unreviewed	A4HRX6_LEIIN	Putative peter pan protein	LINJ_03_0880	Leishmania infantum	380	rRNA binding [GO:0019843]; rRNA processing [GO:0006364]
A4HXN3	A4HXN3	unreviewed	A4HXN3_LEIIN	Uncharacterized protein	LINJ_18_0070	Leishmania infantum	724	
A4HZW6	A4HZW6	unreviewed	A4HZW6_LEIIN	Uncharacterized protein	LINJ_22_0750	Leishmania infantum	884	calcium ion binding [GO:0005509]; mitochondrial calcium ion transmembrane transport [GO:0006851]
A4I1L7	A4I1L7	unreviewed	A4I1L7_LEIIN	Uncharacterized protein	LINJ_25_1770	Leishmania infantum	1160	cilium [GO:0005929]; U2 snRNA binding [GO:0030620]; mRNA splicing, via spliceosome [GO:0000398]
A4HWB1	A4HWB1	unreviewed	A4HWB1_LEIIN	Uncharacterized protein	LINJ_15_0140	Leishmania infantum	215	metal ion binding [GO:0046872]
A4HY18	A4HY18	unreviewed	A4HY18_LEIIN	NADH:ubiquinone oxidoreductase 78 Kd subunit-like protein (EC 1.6.5.3)	LINJ_18_1460	Leishmania infantum	258	membrane [GO:0016020]; 4 iron, 4 sulfur cluster binding [GO:0051539]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]
A4HRG0	A4HRG0	unreviewed	A4HRG0_LEIIN	Uncharacterized protein	LINJ_01_0390	Leishmania infantum	188	endoplasmic reticulum membrane [GO:0005789]
A4IBX2	A4IBX2	unreviewed	A4IBX2_LEIIN	Uncharacterized protein	LINJ_35_4390	Leishmania infantum	549	
A4HZV7	A4HZV7	unreviewed	A4HZV7_LEIIN	C3H1-type domain-containing protein	LINJ_22_0570	Leishmania infantum	1145	metal ion binding [GO:0046872]
A4I7V4	A4I7V4	unreviewed	A4I7V4_LEIIN	Uncharacterized protein	LINJ_32_1410	Leishmania infantum	492	glycoprotein metabolic process [GO:0009100]
E9AHG5	E9AHG5	unreviewed	E9AHG5_LEIIN	Qa-SNARE protein	LINJ_28_1600	Leishmania infantum	263	membrane [GO:0016020]; vesicle-mediated transport [GO:0016192]
E9AGQ4	E9AGQ4	unreviewed	E9AGQ4_LEIIN	Putative rab7 GTP binding protein	RAB7 LINJ_18_0890	Leishmania infantum	223	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A4I8W3	A4I8W3	unreviewed	A4I8W3_LEIIN	Uncharacterized protein	LINJ_33_1040	Leishmania infantum	142	
A4I5F9	A4I5F9	unreviewed	A4I5F9_LEIIN	Uncharacterized protein	LINJ_30_1340	Leishmania infantum	704	
A4HSE2	A4HSE2	unreviewed	A4HSE2_LEIIN	Uncharacterized protein	LINJ_05_0130	Leishmania infantum	432	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
A4I0P6	A4I0P6	unreviewed	A4I0P6_LEIIN	Hypothetical predicted transmembrane protein	LINJ_24_0590	Leishmania infantum	362	
A4HWI3	A4HWI3	unreviewed	A4HWI3_LEIIN	Uncharacterized protein	LINJ_15_0910	Leishmania infantum	964	
E9AGN8	E9AGN8	unreviewed	E9AGN8_LEIIN	Stealth protein CR3 conserved region 3 domain-containing protein	LINJ_16_1020	Leishmania infantum	429	transferase activity [GO:0016740]
A4HW42	A4HW42	unreviewed	A4HW42_LEIIN	Uncharacterized protein	LINJ_14_1060	Leishmania infantum	431	
A4HX32	A4HX32	unreviewed	A4HX32_LEIIN	Uncharacterized protein	LINJ_16_1430	Leishmania infantum	599	
A4I4L8	A4I4L8	unreviewed	A4I4L8_LEIIN	Putative glutamamyl carboxypeptidase (EC 3.4.-.-)	LINJ_29_1680	Leishmania infantum	353	carboxypeptidase activity [GO:0004180]
A4I7L8	A4I7L8	unreviewed	A4I7L8_LEIIN	Putative phosphatase	LINJ_32_0670	Leishmania infantum	604	early endosome [GO:0005769]; plasma membrane [GO:0005886]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; dephosphorylation [GO:0016311]
A4I335	A4I335	unreviewed	A4I335_LEIIN	ATP-dependent RNA helicase (EC 3.6.4.13)	LinJ_27_2510	Leishmania infantum	140	ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]
A4I7A1	A4I7A1	unreviewed	A4I7A1_LEIIN	Putative serine/threonine-protein kinase (EC 2.7.11.1)	LINJ_31_3070	Leishmania infantum	441	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; phosphorylation [GO:0016310]
E9AG38	E9AG38	unreviewed	E9AG38_LEIIN	Uncharacterized protein	LINJ_03_0470	Leishmania infantum	1024	
A4I707	A4I707	unreviewed	A4I707_LEIIN	Uncharacterized protein	LINJ_31_2310	Leishmania infantum	152	
A4HY51	A4HY51	unreviewed	A4HY51_LEIIN	Uncharacterized protein	LINJ_19_0280	Leishmania infantum	1365	
A4HWA6	A4HWA6	unreviewed	A4HWA6_LEIIN	Putative heat shock protein HslVU, ATPase subunit HslU	LINJ_15_0090	Leishmania infantum	423	HslUV protease complex [GO:0009376]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]
A4HUK6	A4HUK6	unreviewed	A4HUK6_LEIIN	Uncharacterized protein	LINJ_10_1010	Leishmania infantum	1333	
A4HVR8	A4HVR8	unreviewed	A4HVR8_LEIIN	Uncharacterized protein	LINJ_13_1300	Leishmania infantum	657	
A4I9P0	A4I9P0	unreviewed	A4I9P0_LEIIN	Putative 25 Kd elongation factor 1-beta	LINJ_34_0880	Leishmania infantum	77	translation elongation factor activity [GO:0003746]
A4HXV8	A4HXV8	unreviewed	A4HXV8_LEIIN	Uncharacterized protein	LINJ_18_0840	Leishmania infantum	2046	
A0A381N054	A0A381N054	unreviewed	A0A381N054_LEIIN	Glucose transporter, lmgt2	LINJ_36_6550	Leishmania infantum	567	membrane [GO:0016020]; carbohydrate transmembrane transporter activity [GO:0015144]
A4ICF9	A4ICF9	unreviewed	A4ICF9_LEIIN	ATP-dependent RNA helicase (EC 3.6.4.13)	LINJ_36_2660	Leishmania infantum	598	ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]
A4I115	A4I115	unreviewed	A4I115_LEIIN	Transketolase (EC 2.2.1.1)	LINJ_24_2150	Leishmania infantum	671	metal ion binding [GO:0046872]; transketolase activity [GO:0004802]
A4I377	A4I377	unreviewed	A4I377_LEIIN	Uncharacterized protein	LINJ_28_0040	Leishmania infantum	902	
E9AH09	E9AH09	unreviewed	E9AH09_LEIIN	Uncharacterized protein	LINJ_22_1550	Leishmania infantum	433	membrane [GO:0016020]
A4HU65	A4HU65	reviewed	COQ4_LEIIN	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (Coenzyme Q biosynthesis protein 4 homolog)	LinJ09.1490 LinJ_09_1500	Leishmania infantum	187	extrinsic component of mitochondrial inner membrane [GO:0031314]; ubiquinone biosynthetic process [GO:0006744]
A4I9U9	A4I9U9	unreviewed	A4I9U9_LEIIN	Uncharacterized protein	LINJ_34_1470	Leishmania infantum	2611	nuclear pore [GO:0005643]
A4HUS9	A4HUS9	unreviewed	A4HUS9_LEIIN	Myotubularin-related 12-like C-terminal domain-containing protein	LINJ_11_0170	Leishmania infantum	717	
A4I749	A4I749	unreviewed	A4I749_LEIIN	Uncharacterized protein	LINJ_31_2510	Leishmania infantum	234	
A4HYC3	A4HYC3	unreviewed	A4HYC3_LEIIN	Uncharacterized protein	LINJ_19_1030	Leishmania infantum	1256	
A4HS48	A4HS48	unreviewed	A4HS48_LEIIN	Uncharacterized protein	LINJ_04_0520	Leishmania infantum	347	
A4HX52	A4HX52	unreviewed	A4HX52_LEIIN	DNA polymerase (EC 2.7.7.7)	LINJ_16_1640	Leishmania infantum	1340	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; mitotic DNA replication initiation [GO:1902975]
A4I3D7	A4I3D7	unreviewed	A4I3D7_LEIIN	ER lumen protein-retaining receptor	LINJ_28_0670	Leishmania infantum	219	endoplasmic reticulum membrane [GO:0005789]; ER retention sequence binding [GO:0046923]; protein retention in ER lumen [GO:0006621]; protein transport [GO:0015031]
A4I2U9	A4I2U9	unreviewed	A4I2U9_LEIIN	Putative amino acid transporter	LINJ_27_1470	Leishmania infantum	126	membrane [GO:0016020]
A4I826	A4I826	unreviewed	A4I826_LEIIN	Uncharacterized protein	LINJ_32_2170	Leishmania infantum	877	
A4I232	A4I232	unreviewed	A4I232_LEIIN	Uncharacterized protein	LINJ_26_1010	Leishmania infantum	367	
A4I9L2	A4I9L2	unreviewed	A4I9L2_LEIIN	Uncharacterized protein	LINJ_34_0440	Leishmania infantum	418	
A4HY93	A4HY93	unreviewed	A4HY93_LEIIN	Methyltransferase type 12 domain-containing protein	LINJ_19_0730	Leishmania infantum	385	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
A4I2H9	A4I2H9	unreviewed	A4I2H9_LEIIN	Uncharacterized protein	LINJ_26_2610	Leishmania infantum	43	
A4ICE5	A4ICE5	reviewed	MTNA_LEIIN	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	LinJ36.0740 LinJ_36_5160	Leishmania infantum	375	cytoplasm [GO:0005737]; nucleus [GO:0005634]; S-methyl-5-thioribose-1-phosphate isomerase activity [GO:0046523]; L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]
A4I8E9	A4I8E9	unreviewed	A4I8E9_LEIIN	Uncharacterized protein	LINJ_32_3440	Leishmania infantum	1200	
E9AHI2	E9AHI2	unreviewed	E9AHI2_LEIIN	Secreted protein	LINJ_29_0570	Leishmania infantum	181	
A4I2S9	A4I2S9	unreviewed	A4I2S9_LEIIN	Uncharacterized protein	LINJ_27_1180	Leishmania infantum	442	
A4HZB9	A4HZB9	unreviewed	A4HZB9_LEIIN	Uncharacterized protein	LINJ_21_1460	Leishmania infantum	1372	hyaluronic acid binding [GO:0005540]
A4I662	A4I662	unreviewed	A4I662_LEIIN	Translocon-associated protein subunit beta	LINJ_30_3190	Leishmania infantum	212	
A4HWQ9	A4HWQ9	unreviewed	A4HWQ9_LEIIN	Uncharacterized protein	LINJ_16_0110	Leishmania infantum	698	
A4HUY2	A4HUY2	unreviewed	A4HUY2_LEIIN	PUF nine target 1	LINJ_11_0730	Leishmania infantum	653	
A4ICX1	A4ICX1	unreviewed	A4ICX1_LEIIN	Uncharacterized protein	LINJ_36_0170	Leishmania infantum	285	
A4IC07	A4IC07	unreviewed	A4IC07_LEIIN	Uncharacterized protein	LINJ_35_4750	Leishmania infantum	99	
A4IBR1	A4IBR1	unreviewed	A4IBR1_LEIIN	Uncharacterized protein	LINJ_35_3770	Leishmania infantum	440	
