From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
A0A077ZFY2	A0A077ZFY2	unreviewed	A0A077ZFY2_TRITR	Uncharacterized protein	TTRE_0000679501	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	742	
A0A077Z874	A0A077Z874	unreviewed	A0A077Z874_TRITR	Membrane associated guanylate kinase, WW and PDZ	TTRE_0000410101	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	772	kinase activity [GO:0016301]; phosphorylation [GO:0016310]
A0A077ZEL8	A0A077ZEL8	unreviewed	A0A077ZEL8_TRITR	Moesin/ezrin/radixin homolog 1	TTRE_0000715201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	632	adherens junction [GO:0005912]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]; actin binding [GO:0003779]
A0A077ZID6	A0A077ZID6	unreviewed	A0A077ZID6_TRITR	TraX domain containing protein	TTRE_0000770601	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	205	membrane [GO:0016020]
A0A077YY28	A0A077YY28	unreviewed	A0A077YY28_TRITR	Transmembrane protein	TTRE_0000129501	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	312	
A0A077ZQY3	A0A077ZQY3	unreviewed	A0A077ZQY3_TRITR	DUF1758 domain containing protein	TTRE_0000967901	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	201	
A0A077YVD3	A0A077YVD3	unreviewed	A0A077YVD3_TRITR	DCP1 domain containing protein	TTRE_0000031601	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	323	intracellular organelle [GO:0043229]; enzyme activator activity [GO:0008047]; deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]
A0A077Z850	A0A077Z850	unreviewed	A0A077Z850_TRITR	UvdE domain containing protein	TTRE_0000314501	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	256	endonuclease activity [GO:0004519]; nucleotide-excision repair [GO:0006289]; response to UV [GO:0009411]
A0A077Z985	A0A077Z985	unreviewed	A0A077Z985_TRITR	Calcium independent phospholipase A2 gamma	TTRE_0000505801	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	449	hydrolase activity [GO:0016787]; lipid catabolic process [GO:0016042]
A0A077Z5J8	A0A077Z5J8	unreviewed	A0A077Z5J8_TRITR	Succinate dehydrogenase assembly factor 2, mitoch ondrial	TTRE_0000222901	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	102	
A0A077ZAJ7	A0A077ZAJ7	unreviewed	A0A077ZAJ7_TRITR	Protein cereblon (Protein ohgata)	TTRE_0000558201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	312	nucleus [GO:0005634]; metal ion binding [GO:0046872]; protein ubiquitination [GO:0016567]
A0A077Z153	A0A077Z153	unreviewed	A0A077Z153_TRITR	Mitochondrial GTPase 1	TTRE_0000059401	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	326	mitochondrial inner membrane [GO:0005743]; GTP binding [GO:0005525]
A0A077ZFS5	A0A077ZFS5	unreviewed	A0A077ZFS5_TRITR	40S ribosomal protein S12	TTRE_0000752101	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	129	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A077ZH44	A0A077ZH44	unreviewed	A0A077ZH44_TRITR	MEC 3	TTRE_0000796501	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	279	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]
A0A077ZCA5	A0A077ZCA5	unreviewed	A0A077ZCA5_TRITR	Splicing factor U2AF subunit (U2 snRNP auxiliary factor large subunit)	TTRE_0000633701	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	414	nucleus [GO:0005634]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
A0A077YWG7	A0A077YWG7	unreviewed	A0A077YWG7_TRITR	Uncharacterized protein	TTRE_0000004201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	376	
A0A077ZF86	A0A077ZF86	unreviewed	A0A077ZF86_TRITR	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (NADH-ubiquinone oxidoreductase B12 subunit)	TTRE_0000646801	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	106	mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]; electron transport chain [GO:0022900]
A0A077YXR8	A0A077YXR8	unreviewed	A0A077YXR8_TRITR	Bhlh protein dec1	TTRE_0000082301	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	234	
A0A077Z8I2	A0A077Z8I2	unreviewed	A0A077Z8I2_TRITR	ATP synthase, H+ transporting, mitochondrial F1 c omplex, delta subunit	TTRE_0000327101	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	164	proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
A0A077Z677	A0A077Z677	unreviewed	A0A077Z677_TRITR	Uncharacterized protein	TTRE_0000339901	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	691	
A0A077ZHZ7	A0A077ZHZ7	unreviewed	A0A077ZHZ7_TRITR	F box:WD repeat containing protein 7	TTRE_0000833301	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	510	
A0A077YY63	A0A077YY63	unreviewed	A0A077YY63_TRITR	Uncharacterized protein	TTRE_0000098301	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	248	membrane [GO:0016020]
A0A077Z5D3	A0A077Z5D3	unreviewed	A0A077Z5D3_TRITR	Glycerophosphodiester phosphodiesterase 1	TTRE_0000217401	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	333	membrane [GO:0016020]; phosphoric diester hydrolase activity [GO:0008081]; lipid metabolic process [GO:0006629]
A0A077ZL34	A0A077ZL34	unreviewed	A0A077ZL34_TRITR	Pkinase domain containing protein	TTRE_0000881701	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	228	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; phosphorylation [GO:0016310]
A0A077ZBE6	A0A077ZBE6	unreviewed	A0A077ZBE6_TRITR	Chloride channel protein 1	TTRE_0000424401	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	580	membrane [GO:0016020]; voltage-gated chloride channel activity [GO:0005247]
A0A077ZJ29	A0A077ZJ29	unreviewed	A0A077ZJ29_TRITR	Lysosomal acid phosphatase	TTRE_0000807901	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	243	
A0A077ZNF0	A0A077ZNF0	unreviewed	A0A077ZNF0_TRITR	Zf-H2C2 and rve domain containing protein	TTRE_0000967801	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	433	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
A0A077ZFZ3	A0A077ZFZ3	unreviewed	A0A077ZFZ3_TRITR	PemK and Antitoxin-MazE domain containing protein	TTRE_0000759201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	178	DNA binding [GO:0003677]
A0A077ZJC9	A0A077ZJC9	unreviewed	A0A077ZJC9_TRITR	DctA-YdbH domain containing protein	TTRE_0000888401	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	856	
A0A077ZNZ3	A0A077ZNZ3	unreviewed	A0A077ZNZ3_TRITR	Uncharacterized protein	TTRE_0000880901	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	118	
A0A077ZQH3	A0A077ZQH3	unreviewed	A0A077ZQH3_TRITR	Nickase	TTRE_0000943201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	114	
A0A077ZF49	A0A077ZF49	unreviewed	A0A077ZF49_TRITR	Uncharacterized protein	TTRE_0000679601	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	78	
A0A077ZGE5	A0A077ZGE5	unreviewed	A0A077ZGE5_TRITR	Uncharacterized protein	TTRE_0000779101	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	92	
A0A077ZIZ4	A0A077ZIZ4	unreviewed	A0A077ZIZ4_TRITR	Guanylate cyc domain containing protein	TTRE_0000688401	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	677	membrane [GO:0016020]; lyase activity [GO:0016829]; cyclic nucleotide biosynthetic process [GO:0009190]; intracellular signal transduction [GO:0035556]
A0A077Z7P4	A0A077Z7P4	unreviewed	A0A077Z7P4_TRITR	Uncharacterized protein	TTRE_0000479701	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	834	membrane [GO:0016020]
A0A077Z2X2	A0A077Z2X2	unreviewed	A0A077Z2X2_TRITR	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase)	TTRE_0000265101	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	1005	nucleolus [GO:0005730]; ATP binding [GO:0005524]; helicase activity [GO:0004386]; N-acetyltransferase activity [GO:0008080]; ribosomal small subunit biogenesis [GO:0042274]; rRNA modification [GO:0000154]; tRNA acetylation [GO:0051391]
A0A077YYB0	A0A077YYB0	unreviewed	A0A077YYB0_TRITR	Elongin-C	TTRE_0000096601	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	119	translation elongation factor activity [GO:0003746]; ubiquitin-dependent protein catabolic process [GO:0006511]
A0A077ZIY6	A0A077ZIY6	unreviewed	A0A077ZIY6_TRITR	U1 small nuclear ribonucleoprotein 70 kDa	TTRE_0000803201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	247	nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; U1 snRNA binding [GO:0030619]
A0A077YXV2	A0A077YXV2	unreviewed	A0A077YXV2_TRITR	phosphoserine transaminase (EC 2.6.1.52)	TTRE_0000120401	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	281	O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]; L-serine biosynthetic process [GO:0006564]
A0A077ZC69	A0A077ZC69	unreviewed	A0A077ZC69_TRITR	SelA and Se-cys synth N domain containing protein	TTRE_0000628801	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	463	cytoplasm [GO:0005737]; L-seryl-tRNA(Sec) selenium transferase activity [GO:0004125]; selenocysteine incorporation [GO:0001514]
A0A077YYA7	A0A077YYA7	unreviewed	A0A077YYA7_TRITR	Uncharacterized protein	TTRE_0000069901	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	291	
A0A077ZL31	A0A077ZL31	unreviewed	A0A077ZL31_TRITR	Uncharacterized protein	TTRE_0000765201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	361	
A0A077ZDZ7	A0A077ZDZ7	unreviewed	A0A077ZDZ7_TRITR	Putative ATP-dependent RNA helicase DHX30	TTRE_0000517301	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	990	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]
A0A077Z1X4	A0A077Z1X4	unreviewed	A0A077Z1X4_TRITR	Phospholipid-transporting ATPase (EC 7.6.2.1)	TTRE_0000277701	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	1250	membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; magnesium ion binding [GO:0000287]; phospholipid transport [GO:0015914]
A0A077ZL26	A0A077ZL26	unreviewed	A0A077ZL26_TRITR	Uncharacterized protein	TTRE_0000945301	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	75	
A0A077ZEW2	A0A077ZEW2	unreviewed	A0A077ZEW2_TRITR	CXXC zinc finger family protein	TTRE_0000722701	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	487	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
A0A077Z127	A0A077Z127	unreviewed	A0A077Z127_TRITR	alpha-L-fucosidase (EC 3.2.1.51)	TTRE_0000203301	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	466	alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]
A0A077ZCJ4	A0A077ZCJ4	unreviewed	A0A077ZCJ4_TRITR	Ring canal kelch	TTRE_0000641401	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	640	protein ubiquitination [GO:0016567]
A0A077YZS5	A0A077YZS5	unreviewed	A0A077YZS5_TRITR	PAS 11 and HLH and PAS domain containing protein	TTRE_0000151301	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	409	cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
A0A077ZBH6	A0A077ZBH6	unreviewed	A0A077ZBH6_TRITR	F-actin-capping protein subunit beta	TTRE_0000603201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	279	cytoplasm [GO:0005737]; F-actin capping protein complex [GO:0008290]; actin binding [GO:0003779]; actin cytoskeleton organization [GO:0030036]; barbed-end actin filament capping [GO:0051016]
A0A077ZLU8	A0A077ZLU8	unreviewed	A0A077ZLU8_TRITR	Glucose-6-phosphate isomerase (EC 5.3.1.9)	TTRE_0000795801	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	549	carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; carbohydrate derivative metabolic process [GO:1901135]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]
A0A077Z7W5	A0A077Z7W5	unreviewed	A0A077Z7W5_TRITR	Integrase catalytic domain-containing protein	TTRE_0000458201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	297	nucleic acid binding [GO:0003676]
A0A077ZKM1	A0A077ZKM1	unreviewed	A0A077ZKM1_TRITR	ubiquitinyl hydrolase 1 (EC 3.4.19.12)	TTRE_0000867501	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	314	cysteine-type deubiquitinase activity [GO:0004843]; protein modification by small protein conjugation or removal [GO:0070647]
A0A077ZIH9	A0A077ZIH9	unreviewed	A0A077ZIH9_TRITR	Uncharacterized protein	TTRE_0000854701	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	218	
A0A077Z2A3	A0A077Z2A3	unreviewed	A0A077Z2A3_TRITR	GrpE domain containing protein	TTRE_0000211501	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	120	adenyl-nucleotide exchange factor activity [GO:0000774]; protein homodimerization activity [GO:0042803]; protein-folding chaperone binding [GO:0051087]; protein folding [GO:0006457]
A0A077Z233	A0A077Z233	unreviewed	A0A077Z233_TRITR	Cisplatin resistance associated overexpressed	TTRE_0000282201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	266	U1 snRNP [GO:0005685]; mRNA binding [GO:0003729]; mRNA splice site recognition [GO:0006376]
A0A077Z5C9	A0A077Z5C9	unreviewed	A0A077Z5C9_TRITR	Solute carrier family 2, facilitated glucose	TTRE_0000330501	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	518	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
A0A077ZG16	A0A077ZG16	unreviewed	A0A077ZG16_TRITR	DC STAMP domain containing protein	TTRE_0000684601	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	589	membrane [GO:0016020]
A0A077ZAQ9	A0A077ZAQ9	unreviewed	A0A077ZAQ9_TRITR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	TTRE_0000403301	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	385	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; phosphorylation [GO:0016310]; response to stimulus [GO:0050896]
A0A077ZIG6	A0A077ZIG6	unreviewed	A0A077ZIG6_TRITR	Uncharacterized protein	TTRE_0000773701	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	318	
A0A077ZLB7	A0A077ZLB7	unreviewed	A0A077ZLB7_TRITR	Uncharacterized protein	TTRE_0000891101	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	746	
A0A077Z262	A0A077Z262	unreviewed	A0A077Z262_TRITR	Peptidase M16 C and Peptidase M16 domain containi ng protein	TTRE_0000207001	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	407	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]
A0A077ZKR7	A0A077ZKR7	unreviewed	A0A077ZKR7_TRITR	SH2 domain-containing protein	TTRE_0000750001	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	694	
A0A077ZCL0	A0A077ZCL0	unreviewed	A0A077ZCL0_TRITR	Histone binding protein RBBP4	TTRE_0000462201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	332	
A0A077ZB49	A0A077ZB49	unreviewed	A0A077ZB49_TRITR	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)	TTRE_0000536401	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	227	ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]
A0A077ZF77	A0A077ZF77	unreviewed	A0A077ZF77_TRITR	Cyclin N domain containing protein	TTRE_0000645801	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	181	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; regulation of transcription by RNA polymerase II [GO:0006357]
A0A077ZJM5	A0A077ZJM5	unreviewed	A0A077ZJM5_TRITR	Uncharacterized protein	TTRE_0000897001	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	171	
A0A077YZC2	A0A077YZC2	unreviewed	A0A077YZC2_TRITR	Palmitoyltransferase (EC 2.3.1.225)	TTRE_0000108001	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	378	membrane [GO:0016020]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]
A0A077YXP2	A0A077YXP2	unreviewed	A0A077YXP2_TRITR	HMG box domain containing protein	TTRE_0000080301	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	540	membrane [GO:0016020]; nucleus [GO:0005634]; DNA binding [GO:0003677]; Wnt signaling pathway [GO:0016055]
A0A077ZE10	A0A077ZE10	unreviewed	A0A077ZE10_TRITR	Neuferricin	TTRE_0000691901	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	298	
A0A077YV01	A0A077YV01	unreviewed	A0A077YV01_TRITR	Tubulin beta chain	TTRE_0000019101	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	439	microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]
A0A077ZF84	A0A077ZF84	unreviewed	A0A077ZF84_TRITR	Checkpoint protein	TTRE_0000736101	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	287	checkpoint clamp complex [GO:0030896]; nucleolus [GO:0005730]; DNA damage checkpoint signaling [GO:0000077]
A0A077ZJP1	A0A077ZJP1	unreviewed	A0A077ZJP1_TRITR	RuvB-like helicase (EC 3.6.4.12)	TTRE_0000830101	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	446	nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; helicase activity [GO:0004386]
A0A077Z7J4	A0A077Z7J4	unreviewed	A0A077Z7J4_TRITR	Uncharacterized protein	TTRE_0000401201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	167	
A0A077YZZ5	A0A077YZZ5	unreviewed	A0A077YZZ5_TRITR	Transcription factor RFX3	TTRE_0000199701	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	591	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
A0A077Z224	A0A077Z224	unreviewed	A0A077Z224_TRITR	Uncharacterized protein	TTRE_0000202001	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	313	
A0A077ZIL2	A0A077ZIL2	unreviewed	A0A077ZIL2_TRITR	Exo endo phos domain containing protein	TTRE_0000676001	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	518	phosphatase activity [GO:0016791]; phosphatidylinositol dephosphorylation [GO:0046856]
A0A077Z7D2	A0A077Z7D2	unreviewed	A0A077Z7D2_TRITR	Uncharacterized protein	TTRE_0000438601	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	709	membrane [GO:0016020]
A0A077ZIT7	A0A077ZIT7	unreviewed	A0A077ZIT7_TRITR	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	TTRE_0000868801	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	228	plasma membrane [GO:0005886]; undecaprenyl-diphosphatase activity [GO:0050380]; dephosphorylation [GO:0016311]
A0A077ZAL0	A0A077ZAL0	unreviewed	A0A077ZAL0_TRITR	TPR 8 and TPR 11 domain containing protein	TTRE_0000571901	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	255	
A0A077YW59	A0A077YW59	unreviewed	A0A077YW59_TRITR	DUF4460 and DUF4461 domain containing protein	TTRE_0000030001	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	378	
A0A077ZAP5	A0A077ZAP5	unreviewed	A0A077ZAP5_TRITR	DRBM domain-containing protein	TTRE_0000517201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	145	
A0A077ZBY8	A0A077ZBY8	unreviewed	A0A077ZBY8_TRITR	Dolichyl phosphate beta glucosyltransferase	TTRE_0000621201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	560	extracellular region [GO:0005576]; selenium binding [GO:0008430]; transferase activity [GO:0016740]
A0A077ZG65	A0A077ZG65	unreviewed	A0A077ZG65_TRITR	TrwB AAD bind and TraD N domain containing protei n	TTRE_0000771001	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	732	membrane [GO:0016020]
A0A077ZPN6	A0A077ZPN6	unreviewed	A0A077ZPN6_TRITR	Protein kinase domain-containing protein	TTRE_0000909101	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	252	
A0A077ZBV5	A0A077ZBV5	unreviewed	A0A077ZBV5_TRITR	Fibrinogen C domain containing protein	TTRE_0000619201	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	254	
A0A077ZP71	A0A077ZP71	unreviewed	A0A077ZP71_TRITR	Uncharacterized protein	TTRE_0000889501	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	186	
A0A077ZEK1	A0A077ZEK1	unreviewed	A0A077ZEK1_TRITR	Hypoxia up regulated protein 1	TTRE_0000656601	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	891	ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; response to stress [GO:0006950]
A0A077Z7H4	A0A077Z7H4	unreviewed	A0A077Z7H4_TRITR	Uncharacterized protein	TTRE_0000289501	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	685	
A0A077ZM60	A0A077ZM60	unreviewed	A0A077ZM60_TRITR	Cell division ATP-binding protein FtsE	TTRE_0000805501	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	2196	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cardiolipin synthase activity [GO:0008808]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion binding [GO:0042301]; translation release factor activity, codon specific [GO:0016149]; cardiolipin biosynthetic process [GO:0032049]; cell division [GO:0051301]; phosphate ion transmembrane transport [GO:0035435]; response to antibiotic [GO:0046677]
A0A077ZGC6	A0A077ZGC6	unreviewed	A0A077ZGC6_TRITR	Ammonium transporter	TTRE_0000719501	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	417	plasma membrane [GO:0005886]; ammonium transmembrane transporter activity [GO:0008519]
