From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
C1H948	C1H948	unreviewed	C1H948_PARBA	Uncharacterized protein	PAAG_07289	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	134	
A0A0A2V032	A0A0A2V032	unreviewed	A0A0A2V032_PARBA	Uncharacterized protein	PAAG_12189	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	88	
A0A0A2VLZ9	A0A0A2VLZ9	unreviewed	A0A0A2VLZ9_PARBA	Uncharacterized protein	PAAG_11279	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	116	
C1GPA7	C1GPA7	unreviewed	C1GPA7_PARBA	Gryzun putative trafficking through Golgi domain-containing protein	PAAG_00352	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	1271	
C1H146	C1H146	unreviewed	C1H146_PARBA	Expression library immunization antigen 1	PAAG_04490	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	231	
C1H8Q2	C1H8Q2	unreviewed	C1H8Q2_PARBA	Allantoicase	PAAG_07143	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	375	allantoicase activity [GO:0004037]; allantoin catabolic process [GO:0000256]
C1H9U4	C1H9U4	unreviewed	C1H9U4_PARBA	DUF5923 domain-containing protein	PAAG_07535	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	759	lipid binding [GO:0008289]
A0A0A2V6L9	A0A0A2V6L9	unreviewed	A0A0A2V6L9_PARBA	Phosphomevalonate kinase (EC 2.7.4.2)	PAAG_11463	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	478	ATP binding [GO:0005524]; phosphomevalonate kinase activity [GO:0004631]; isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:0019287]; phosphorylation [GO:0016310]; sterol biosynthetic process [GO:0016126]
C1H181	C1H181	unreviewed	C1H181_PARBA	Glutamine synthetase	PAAG_04525	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	486	glutamine synthetase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]
C1H6C8	C1H6C8	unreviewed	C1H6C8_PARBA	Uncharacterized protein	PAAG_06319	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	759	
C1H9T4	C1H9T4	unreviewed	C1H9T4_PARBA	Integral membrane protein	PAAG_07525	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	142	membrane [GO:0016020]
A0A0A2UZA6	A0A0A2UZA6	unreviewed	A0A0A2UZA6_PARBA	CCHC-type domain-containing protein	PAAG_12421	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	390	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
C1GX72	C1GX72	unreviewed	C1GX72_PARBA	UBC core domain-containing protein	PAAG_03446	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	89	
C1H5X2	C1H5X2	unreviewed	C1H5X2_PARBA	NmrA-like domain-containing protein	PAAG_06082	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	328	
C1H891	C1H891	unreviewed	C1H891_PARBA	Uncharacterized protein	PAAG_07068	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	278	
C1H7X2	C1H7X2	unreviewed	C1H7X2_PARBA	Mannitol dehydrogenase	PAAG_06863	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	369	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; zinc ion binding [GO:0008270]
C1GNX1	C1GNX1	unreviewed	C1GNX1_PARBA	Uncharacterized protein	PAAG_00216	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	252	
C1H5S4	C1H5S4	unreviewed	C1H5S4_PARBA	Uncharacterized protein	PAAG_06269	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	243	membrane [GO:0016020]
A0A0A2VIQ5	A0A0A2VIQ5	unreviewed	A0A0A2VIQ5_PARBA	Uncharacterized protein	PAAG_12532	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	438	
C1GVJ5	C1GVJ5	unreviewed	C1GVJ5_PARBA	Pre-rRNA-processing protein ESF1	PAAG_02272	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	738	nucleolus [GO:0005730]; rRNA processing [GO:0006364]
C1GQ95	C1GQ95	unreviewed	C1GQ95_PARBA	Uncharacterized protein	PAAG_00690	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	494	
C1H4U6	C1H4U6	unreviewed	C1H4U6_PARBA	DNA excision repair protein (Rad26L)	PAAG_05786	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	1029	nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP-dependent chromatin remodeler activity [GO:0140658]; hydrolase activity [GO:0016787]
C1GVL7	C1GVL7	unreviewed	C1GVL7_PARBA	pyridoxal 5'-phosphate synthase (EC 1.4.3.5)	PAAG_02294	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	395	FMN binding [GO:0010181]; pyridoxamine phosphate oxidase activity [GO:0004733]; pyridoxine biosynthetic process [GO:0008615]
C1GQL1	C1GQL1	unreviewed	C1GQL1_PARBA	Uncharacterized protein	PAAG_00806	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	64	
C1H0B8	C1H0B8	unreviewed	C1H0B8_PARBA	Fungal-type protein kinase domain-containing protein	PAAG_04212	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	795	
C1GNW7	C1GNW7	unreviewed	C1GNW7_PARBA	Uncharacterized protein	PAAG_00212	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	898	
C1GUT6	C1GUT6	unreviewed	C1GUT6_PARBA	WD repeat domain phosphoinositide-interacting protein	PAAG_02409	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	437	
A0A0A2V6K0	A0A0A2V6K0	unreviewed	A0A0A2V6K0_PARBA	Uncharacterized protein	PAAG_11562	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	114	
A0A0A2VMG0	A0A0A2VMG0	unreviewed	A0A0A2VMG0_PARBA	Short-chain dehydrogenase	PAAG_11210	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	410	
C1H9G4	C1H9G4	unreviewed	C1H9G4_PARBA	Uncharacterized protein	PAAG_07405	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	50	
C1HD31	C1HD31	unreviewed	C1HD31_PARBA	Uncharacterized protein	PAAG_08672	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	159	
C1H8S4	C1H8S4	unreviewed	C1H8S4_PARBA	T-complex protein 1 subunit gamma	PAAG_07165	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	540	chaperonin-containing T-complex [GO:0005832]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]
C1H293	C1H293	unreviewed	C1H293_PARBA	Cytoplasmic dynein 1 intermediate chain 2	PAAG_04722	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	687	
A0A0A2V0K1	A0A0A2V0K1	unreviewed	A0A0A2V0K1_PARBA	Uncharacterized protein	PAAG_11908	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	159	
C1H7T3	C1H7T3	unreviewed	C1H7T3_PARBA	Uncharacterized protein	PAAG_06824	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	478	
C1HA45	C1HA45	unreviewed	C1HA45_PARBA	Bromo domain-containing protein	PAAG_07774	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	770	RSC-type complex [GO:0016586]; chromatin remodeling [GO:0006338]; transcription by RNA polymerase II [GO:0006366]
C1H3F7	C1H3F7	unreviewed	C1H3F7_PARBA	Importin subunit beta-2	PAAG_05300	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	941	cytoplasm [GO:0005737]; nucleus [GO:0005634]; small GTPase binding [GO:0031267]; protein import into nucleus [GO:0006606]
A0A0A2V637	A0A0A2V637	unreviewed	A0A0A2V637_PARBA	Uncharacterized protein	PAAG_11373	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	43	
C1H1D4	C1H1D4	unreviewed	C1H1D4_PARBA	Transcription factor domain-containing protein	PAAG_04578	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	713	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
C1H943	C1H943	unreviewed	C1H943_PARBA	Protein FYV10 (Protein fyv10)	PAAG_07284	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	820	
C1H7Y3	C1H7Y3	unreviewed	C1H7Y3_PARBA	Rhodocoxin reductase	PAAG_06874	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	669	2 iron, 2 sulfur cluster binding [GO:0051537]; flavin adenine dinucleotide binding [GO:0050660]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]
C1GWJ4	C1GWJ4	unreviewed	C1GWJ4_PARBA	Ribosomal protein L35	PAAG_02889	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	126	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; translation [GO:0006412]
C1GW49	C1GW49	unreviewed	C1GW49_PARBA	Uncharacterized protein	PAAG_02744	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	676	
C1GQ52	C1GQ52	unreviewed	C1GQ52_PARBA	Oxidoreductase	PAAG_00647	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	363	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; cellular biosynthetic process [GO:0044249]; organic cyclic compound biosynthetic process [GO:1901362]; small molecule biosynthetic process [GO:0044283]
A0A0A2V2W7	A0A0A2V2W7	unreviewed	A0A0A2V2W7_PARBA	Uncharacterized protein	PAAG_12651	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	200	
C1H2G5	C1H2G5	unreviewed	C1H2G5_PARBA	Uncharacterized protein	PAAG_04794	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	160	
C1HBB3	C1HBB3	unreviewed	C1HBB3_PARBA	Uncharacterized protein	PAAG_08054	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	164	
C1H7R6	C1H7R6	unreviewed	C1H7R6_PARBA	Oxysterol-binding protein	PAAG_06807	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	530	lipid binding [GO:0008289]
C1GY05	C1GY05	unreviewed	C1GY05_PARBA	Uncharacterized protein	PAAG_03288	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	162	
C1GPC9	C1GPC9	unreviewed	C1GPC9_PARBA	EamA domain-containing protein	PAAG_00374	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	596	cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; Golgi membrane [GO:0000139]; carbohydrate transport [GO:0008643]
C1GQ85	C1GQ85	unreviewed	C1GQ85_PARBA	tripeptidyl-peptidase II (EC 3.4.14.10)	PAAG_00680	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	638	extracellular space [GO:0005615]; metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]; tripeptidyl-peptidase activity [GO:0008240]; proteolysis [GO:0006508]
A0A0A2V3E3	A0A0A2V3E3	unreviewed	A0A0A2V3E3_PARBA	Uncharacterized protein	PAAG_11188	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	130	
C1HD34	C1HD34	unreviewed	C1HD34_PARBA	Guanine nucleotide-binding protein subunit alpha	PAAG_08675	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	353	heterotrimeric G-protein complex [GO:0005834]; G protein-coupled receptor binding [GO:0001664]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; G protein-coupled receptor signaling pathway [GO:0007186]
C1H2X0	C1H2X0	unreviewed	C1H2X0_PARBA	ATP-dependent DNA helicase II subunit 2 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit Ku80)	PAAG_05113	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	741	chromosome, telomeric region [GO:0000781]; Ku70:Ku80 complex [GO:0043564]; ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; telomeric DNA binding [GO:0042162]; DNA recombination [GO:0006310]; double-strand break repair via nonhomologous end joining [GO:0006303]; telomere maintenance [GO:0000723]
C1HEB8	C1HEB8	unreviewed	C1HEB8_PARBA	Translin associated factor X	PAAG_09109	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	257	nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]
A0A0A2V3D2	A0A0A2V3D2	unreviewed	A0A0A2V3D2_PARBA	Uncharacterized protein	PAAG_11177	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	77	
C1GQS2	C1GQS2	unreviewed	C1GQS2_PARBA	Uncharacterized protein	PAAG_00867	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	443	regulation of DNA-templated transcription [GO:0006355]
C1HDX8	C1HDX8	unreviewed	C1HDX8_PARBA	Rho-GAP domain-containing protein	PAAG_08971	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	711	GTPase activator activity [GO:0005096]; signal transduction [GO:0007165]
C1GYL4	C1GYL4	unreviewed	C1GYL4_PARBA	Threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)	PAAG_03168	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	562	L-threonine ammonia-lyase activity [GO:0004794]; pyridoxal phosphate binding [GO:0030170]; isoleucine biosynthetic process [GO:0009097]
C1H2N8	C1H2N8	unreviewed	C1H2N8_PARBA	NADH-ubiquinone oxidoreductase 40 kDa subunit	PAAG_05031	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	384	
A0A0A2V185	A0A0A2V185	unreviewed	A0A0A2V185_PARBA	Uncharacterized protein	PAAG_11687	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	148	
C1HDE8	C1HDE8	unreviewed	C1HDE8_PARBA	PHD finger domain-containing protein	PAAG_08789	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	780	
C1GU46	C1GU46	unreviewed	C1GU46_PARBA	Uncharacterized protein	PAAG_02041	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	132	
A0A0A2V251	A0A0A2V251	unreviewed	A0A0A2V251_PARBA	Uncharacterized protein	PAAG_11269	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	111	
C1GYX5	C1GYX5	unreviewed	C1GYX5_PARBA	Thimet oligopeptidase	PAAG_03719	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	719	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]
C1H226	C1H226	unreviewed	C1H226_PARBA	Uncharacterized protein	PAAG_04962	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	108	
C1GS90	C1GS90	unreviewed	C1GS90_PARBA	Uncharacterized protein	PAAG_01385	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	380	
A0A0A2VK35	A0A0A2VK35	unreviewed	A0A0A2VK35_PARBA	Uncharacterized protein	PAAG_12012	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	91	
C1GRK2	C1GRK2	unreviewed	C1GRK2_PARBA	DUF1750 domain-containing protein	PAAG_01147	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	733	chromatin remodeling [GO:0006338]
