From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
A0A3P7E0W0	A0A3P7E0W0	unreviewed	A0A3P7E0W0_WUCBA	Proteasome subunit alpha type	WBA_LOCUS6392	Wuchereria bancrofti	123	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex, alpha-subunit complex [GO:0019773]; ubiquitin-dependent protein catabolic process [GO:0006511]
A0A3P7DJX9	A0A3P7DJX9	unreviewed	A0A3P7DJX9_WUCBA	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15 WBA_LOCUS3517	Wuchereria bancrofti	716	mediator complex [GO:0016592]; transcription coregulator activity [GO:0003712]; regulation of transcription by RNA polymerase II [GO:0006357]
J9EWR7	J9EWR7	unreviewed	J9EWR7_WUCBA	SH3 domain-containing protein	WBA_LOCUS4924 WUBG_07474	Wuchereria bancrofti	443	
A0A3P7DR04	A0A3P7DR04	unreviewed	A0A3P7DR04_WUCBA	Tropomyosin	WBA_LOCUS5787	Wuchereria bancrofti	231	membrane [GO:0016020]
A0A3P7E688	A0A3P7E688	unreviewed	A0A3P7E688_WUCBA	Hflx-type G domain-containing protein	WBA_LOCUS8272	Wuchereria bancrofti	288	GTP binding [GO:0005525]
J9EDG7	J9EDG7	unreviewed	J9EDG7_WUCBA	Seipin	WBA_LOCUS3605 WUBG_08575	Wuchereria bancrofti	338	endoplasmic reticulum membrane [GO:0005789]; lipid droplet formation [GO:0140042]; lipid metabolic process [GO:0006629]
A0A3P7E2D7	A0A3P7E2D7	unreviewed	A0A3P7E2D7_WUCBA	Uncharacterized protein	WBA_LOCUS9495	Wuchereria bancrofti	204	membrane [GO:0016020]
A0A3P7FFC6	A0A3P7FFC6	unreviewed	A0A3P7FFC6_WUCBA	Uncharacterized protein	WBA_LOCUS2648	Wuchereria bancrofti	1161	calcium ion binding [GO:0005509]; cysteine-type deubiquitinase activity [GO:0004843]
A0A3P7EKS5	A0A3P7EKS5	unreviewed	A0A3P7EKS5_WUCBA	Tubby C-terminal domain-containing protein	WBA_LOCUS9594	Wuchereria bancrofti	106	
A0A3P7GH50	A0A3P7GH50	unreviewed	A0A3P7GH50_WUCBA	Abundant larval transcript-2 protein	WBA_LOCUS12112	Wuchereria bancrofti	167	
J9ERE0	J9ERE0	unreviewed	J9ERE0_WUCBA	ARF7EP_C domain-containing protein	WBA_LOCUS27 WUBG_04016	Wuchereria bancrofti	166	
A0A3P7F1K7	A0A3P7F1K7	unreviewed	A0A3P7F1K7_WUCBA	Uncharacterized protein	WBA_LOCUS12633	Wuchereria bancrofti	33	
A0A3P7EDU0	A0A3P7EDU0	unreviewed	A0A3P7EDU0_WUCBA	Peptidase M12B domain-containing protein	WBA_LOCUS11573	Wuchereria bancrofti	561	membrane [GO:0016020]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]
A0A3P7EAE0	A0A3P7EAE0	unreviewed	A0A3P7EAE0_WUCBA	PH domain-containing protein	WBA_LOCUS6730	Wuchereria bancrofti	249	membrane [GO:0016020]
J9EHV2	J9EHV2	unreviewed	J9EHV2_WUCBA	Uncharacterized protein	WBA_LOCUS11252 WUBG_07343	Wuchereria bancrofti	100	
J9EQ68	J9EQ68	unreviewed	J9EQ68_WUCBA	Prostaglandin E synthase 2 (EC 5.3.99.3) (Microsomal prostaglandin E synthase 2)	WBA_LOCUS2662 WUBG_04741	Wuchereria bancrofti	367	membrane [GO:0016020]; prostaglandin-E synthase activity [GO:0050220]; prostaglandin biosynthetic process [GO:0001516]
A0A3P7DIX0	A0A3P7DIX0	unreviewed	A0A3P7DIX0_WUCBA	Carboxylesterase type B domain-containing protein	WBA_LOCUS3147	Wuchereria bancrofti	64	
A0A3P7DZ58	A0A3P7DZ58	unreviewed	A0A3P7DZ58_WUCBA	Uncharacterized protein	WBA_LOCUS8876	Wuchereria bancrofti	86	anatomical structure development [GO:0048856]
A0A3P7E6W0	A0A3P7E6W0	unreviewed	A0A3P7E6W0_WUCBA	G-protein coupled receptors family 3 profile domain-containing protein	WBA_LOCUS10034	Wuchereria bancrofti	139	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]
A0A3P7FZG9	A0A3P7FZG9	unreviewed	A0A3P7FZG9_WUCBA	Uncharacterized protein	WBA_LOCUS9070	Wuchereria bancrofti	188	
A0A3P7E877	A0A3P7E877	unreviewed	A0A3P7E877_WUCBA	LIM zinc-binding domain-containing protein	WBA_LOCUS5910	Wuchereria bancrofti	167	metal ion binding [GO:0046872]
A0A3P7EPW3	A0A3P7EPW3	unreviewed	A0A3P7EPW3_WUCBA	Uncharacterized protein	WBA_LOCUS12915	Wuchereria bancrofti	177	
A0A3P7E0F0	A0A3P7E0F0	unreviewed	A0A3P7E0F0_WUCBA	Uncharacterized protein	WBA_LOCUS9190	Wuchereria bancrofti	317	
A0A3P7E051	A0A3P7E051	unreviewed	A0A3P7E051_WUCBA	GPI transamidase component PIG-S	WBA_LOCUS2830	Wuchereria bancrofti	540	GPI-anchor transamidase complex [GO:0042765]; attachment of GPI anchor to protein [GO:0016255]
A0A3P7FL25	A0A3P7FL25	unreviewed	A0A3P7FL25_WUCBA	Immunoglobulin I-set domain-containing protein	WBA_LOCUS4668	Wuchereria bancrofti	196	
A0A3P7EW01	A0A3P7EW01	unreviewed	A0A3P7EW01_WUCBA	PUM-HD domain-containing protein	WBA_LOCUS11270	Wuchereria bancrofti	502	RNA binding [GO:0003723]
A0A3P7E490	A0A3P7E490	unreviewed	A0A3P7E490_WUCBA	RRM domain-containing protein	WBA_LOCUS4125	Wuchereria bancrofti	142	nucleic acid binding [GO:0003676]
A0A3P7DDQ5	A0A3P7DDQ5	unreviewed	A0A3P7DDQ5_WUCBA	Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog	WBA_LOCUS709	Wuchereria bancrofti	934	CIA complex [GO:0097361]; cytoskeleton [GO:0005856]; iron-sulfur cluster assembly [GO:0016226]
A0A183Y3T1	A0A183Y3T1	unreviewed	A0A183Y3T1_WUCBA	Ras family protein	WBA_LOCUS6899	Wuchereria bancrofti	161	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A0A3P7EWI3	A0A3P7EWI3	unreviewed	A0A3P7EWI3_WUCBA	C2H2-type domain-containing protein	WBA_LOCUS11455	Wuchereria bancrofti	80	
A0A3P7DE81	A0A3P7DE81	unreviewed	A0A3P7DE81_WUCBA	Animal heme peroxidase	WBA_LOCUS879	Wuchereria bancrofti	1535	heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]; response to oxidative stress [GO:0006979]
A0A3P7DWF1	A0A3P7DWF1	unreviewed	A0A3P7DWF1_WUCBA	Pinin/SDK/MemA protein domain-containing protein	WBA_LOCUS1390	Wuchereria bancrofti	396	nucleus [GO:0005634]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
A0A3P7FDH1	A0A3P7FDH1	unreviewed	A0A3P7FDH1_WUCBA	Uncharacterized protein	WBA_LOCUS911	Wuchereria bancrofti	83	
A0A3P7DDD1	A0A3P7DDD1	unreviewed	A0A3P7DDD1_WUCBA	Uncharacterized protein	WBA_LOCUS1077	Wuchereria bancrofti	150	membrane [GO:0016020]
A0A3P7F1F0	A0A3P7F1F0	unreviewed	A0A3P7F1F0_WUCBA	Origin recognition complex subunit 4 C-terminal domain-containing protein	WBA_LOCUS12428	Wuchereria bancrofti	316	nucleus [GO:0005634]; origin recognition complex [GO:0000808]; DNA binding [GO:0003677]; DNA replication [GO:0006260]
A0A3P7F093	A0A3P7F093	unreviewed	A0A3P7F093_WUCBA	Uncharacterized protein	WBA_LOCUS12252	Wuchereria bancrofti	94	
A0A3P7F4D6	A0A3P7F4D6	unreviewed	A0A3P7F4D6_WUCBA	Uncharacterized protein	WBA_LOCUS12961	Wuchereria bancrofti	148	
A0A3P7FIV8	A0A3P7FIV8	unreviewed	A0A3P7FIV8_WUCBA	Voltage-dependent anion-selective channel protein 3	WBA_LOCUS3828	Wuchereria bancrofti	215	mitochondrial outer membrane [GO:0005741]; pore complex [GO:0046930]; porin activity [GO:0015288]; voltage-gated monoatomic anion channel activity [GO:0008308]
A0A3P7FYQ7	A0A3P7FYQ7	unreviewed	A0A3P7FYQ7_WUCBA	Uncharacterized protein	WBA_LOCUS7641	Wuchereria bancrofti	208	
A0A3P7DM70	A0A3P7DM70	unreviewed	A0A3P7DM70_WUCBA	RING-type domain-containing protein	WBA_LOCUS3879	Wuchereria bancrofti	204	metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]; protein ubiquitination [GO:0016567]
A0A3P7EDH4	A0A3P7EDH4	unreviewed	A0A3P7EDH4_WUCBA	Uncharacterized protein	WBA_LOCUS10490	Wuchereria bancrofti	110	
A0A3P7FJ90	A0A3P7FJ90	unreviewed	A0A3P7FJ90_WUCBA	Protein melted	WBA_LOCUS3958	Wuchereria bancrofti	473	
A0A3P7DQN8	A0A3P7DQN8	unreviewed	A0A3P7DQN8_WUCBA	Serine/threonine-protein phosphatase (EC 3.1.3.16)	WBA_LOCUS263	Wuchereria bancrofti	331	myosin phosphatase activity [GO:0017018]
A0A3P7DWG5	A0A3P7DWG5	unreviewed	A0A3P7DWG5_WUCBA	RRM domain-containing protein	WBA_LOCUS4722	Wuchereria bancrofti	624	RNA binding [GO:0003723]
A0A3P7DMM7	A0A3P7DMM7	unreviewed	A0A3P7DMM7_WUCBA	BTB/POZ domain-containing protein	WBA_LOCUS4049	Wuchereria bancrofti	337	
A0A3P7FZR7	A0A3P7FZR7	unreviewed	A0A3P7FZR7_WUCBA	DUF5641 domain-containing protein	WBA_LOCUS9236	Wuchereria bancrofti	73	
A0A3P7E4S0	A0A3P7E4S0	unreviewed	A0A3P7E4S0_WUCBA	HTH OST-type domain-containing protein	WBA_LOCUS4550	Wuchereria bancrofti	542	
A0A3P7E010	A0A3P7E010	unreviewed	A0A3P7E010_WUCBA	RNA binding protein	WBA_LOCUS3383	Wuchereria bancrofti	305	membrane [GO:0016020]
A0A3P7ED00	A0A3P7ED00	unreviewed	A0A3P7ED00_WUCBA	Uncharacterized protein	WBA_LOCUS7690	Wuchereria bancrofti	155	
A0A183XB96	A0A183XB96	unreviewed	A0A183XB96_WUCBA	Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase)	WBA_LOCUS10193	Wuchereria bancrofti	582	Golgi membrane [GO:0000139]; carbohydrate binding [GO:0030246]; glycosyltransferase activity [GO:0016757]; metal ion binding [GO:0046872]
A0A3P7GHW4	A0A3P7GHW4	unreviewed	A0A3P7GHW4_WUCBA	SH3 domain-containing protein	WBA_LOCUS12386	Wuchereria bancrofti	1358	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; calcium ion binding [GO:0005509]
A0A3P7FXD8	A0A3P7FXD8	unreviewed	A0A3P7FXD8_WUCBA	Uncharacterized protein	WBA_LOCUS8594	Wuchereria bancrofti	111	
A0A3P7F3Z8	A0A3P7F3Z8	unreviewed	A0A3P7F3Z8_WUCBA	Uncharacterized protein	WBA_LOCUS12894	Wuchereria bancrofti	39	
A0A3P7DUC0	A0A3P7DUC0	unreviewed	A0A3P7DUC0_WUCBA	Small ribosomal subunit protein bS16m (28S ribosomal protein S16, mitochondrial)	WBA_LOCUS650	Wuchereria bancrofti	979	cytoplasm [GO:0005737]; membrane [GO:0016020]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; calcium ion binding [GO:0005509]; interleukin-17 receptor activity [GO:0030368]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A3P7DEN3	A0A3P7DEN3	unreviewed	A0A3P7DEN3_WUCBA	MD-2-related lipid-recognition domain-containing protein	WBA_LOCUS1557	Wuchereria bancrofti	172	
A0A3P7E9A6	A0A3P7E9A6	unreviewed	A0A3P7E9A6_WUCBA	Peptidase M16 C-terminal domain-containing protein	WBA_LOCUS6553	Wuchereria bancrofti	343	metal ion binding [GO:0046872]
A0A3P7ED59	A0A3P7ED59	unreviewed	A0A3P7ED59_WUCBA	Uncharacterized protein	WBA_LOCUS7760	Wuchereria bancrofti	38	
A0A3P7E7Z0	A0A3P7E7Z0	unreviewed	A0A3P7E7Z0_WUCBA	Uncharacterized protein	WBA_LOCUS5810	Wuchereria bancrofti	411	
A0A3P7EJJ3	A0A3P7EJJ3	unreviewed	A0A3P7EJJ3_WUCBA	Uncharacterized protein	WBA_LOCUS12801	Wuchereria bancrofti	411	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]
A0A3P7FSA9	A0A3P7FSA9	unreviewed	A0A3P7FSA9_WUCBA	SSD domain-containing protein	WBA_LOCUS6858	Wuchereria bancrofti	450	membrane [GO:0016020]
A0A3P7E418	A0A3P7E418	unreviewed	A0A3P7E418_WUCBA	Fibronectin type-III domain-containing protein	WBA_LOCUS4280	Wuchereria bancrofti	109	
A0A3P7DUR4	A0A3P7DUR4	unreviewed	A0A3P7DUR4_WUCBA	Uncharacterized protein	WBA_LOCUS585	Wuchereria bancrofti	91	
A0A3P7DJ72	A0A3P7DJ72	unreviewed	A0A3P7DJ72_WUCBA	ATP-dependent RNA helicase (EC 3.6.4.13)	WBA_LOCUS3276	Wuchereria bancrofti	491	ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]
A0A3P7FQR0	A0A3P7FQR0	unreviewed	A0A3P7FQR0_WUCBA	Uncharacterized protein	WBA_LOCUS5001	Wuchereria bancrofti	292	
A0A3P7E3S0	A0A3P7E3S0	unreviewed	A0A3P7E3S0_WUCBA	Fibronectin type-III domain-containing protein	WBA_LOCUS3945	Wuchereria bancrofti	2080	
A0A3P7DU63	A0A3P7DU63	unreviewed	A0A3P7DU63_WUCBA	ShKT domain-containing protein	WBA_LOCUS6957	Wuchereria bancrofti	79	
A0A3P7DK04	A0A3P7DK04	unreviewed	A0A3P7DK04_WUCBA	CRAL-TRIO domain-containing protein	WBA_LOCUS3547	Wuchereria bancrofti	647	
A0A3P7GDW3	A0A3P7GDW3	unreviewed	A0A3P7GDW3_WUCBA	ZP domain-containing protein	WBA_LOCUS11434	Wuchereria bancrofti	275	membrane [GO:0016020]
A0A3P7DX90	A0A3P7DX90	unreviewed	A0A3P7DX90_WUCBA	MADF domain-containing protein	WBA_LOCUS8156	Wuchereria bancrofti	154	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-templated transcription [GO:0006351]; regulation of DNA-templated transcription [GO:0006355]
A0A3P7FFW0	A0A3P7FFW0	unreviewed	A0A3P7FFW0_WUCBA	Uracil phosphoribosyltransferase	WBA_LOCUS1751	Wuchereria bancrofti	311	
A0A3P7GEB2	A0A3P7GEB2	unreviewed	A0A3P7GEB2_WUCBA	Uncharacterized protein	WBA_LOCUS10922	Wuchereria bancrofti	157	membrane [GO:0016020]
A0A3P7E4V3	A0A3P7E4V3	unreviewed	A0A3P7E4V3_WUCBA	Uncharacterized protein	WBA_LOCUS4345	Wuchereria bancrofti	94	membrane [GO:0016020]
A0A3P7DNF7	A0A3P7DNF7	unreviewed	A0A3P7DNF7_WUCBA	Uncharacterized protein	WBA_LOCUS4339	Wuchereria bancrofti	187	
A0A3P7DL93	A0A3P7DL93	unreviewed	A0A3P7DL93_WUCBA	Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	WBA_LOCUS3529	Wuchereria bancrofti	381	membrane [GO:0016020]; phospholipid metabolic process [GO:0006644]
A0A3P7GBM6	A0A3P7GBM6	unreviewed	A0A3P7GBM6_WUCBA	Uncharacterized protein	WBA_LOCUS11090	Wuchereria bancrofti	335	
J9FHY0	J9FHY0	unreviewed	J9FHY0_WUCBA	40S ribosomal protein S24	WBA_LOCUS11049 WUBG_02139	Wuchereria bancrofti	131	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A3P7G0D2	A0A3P7G0D2	unreviewed	A0A3P7G0D2_WUCBA	Uncharacterized protein	WBA_LOCUS9309	Wuchereria bancrofti	88	
A0A3P7DKD3	A0A3P7DKD3	unreviewed	A0A3P7DKD3_WUCBA	NDRG3 protein	WBA_LOCUS3686	Wuchereria bancrofti	241	
A0A3P7DRC3	A0A3P7DRC3	unreviewed	A0A3P7DRC3_WUCBA	BED-type domain-containing protein	WBA_LOCUS5409	Wuchereria bancrofti	438	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
A0A3P7E1V1	A0A3P7E1V1	unreviewed	A0A3P7E1V1_WUCBA	Matrin-type domain-containing protein	WBA_LOCUS6782	Wuchereria bancrofti	250	spliceosomal complex [GO:0005681]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
A0A3P7FZA7	A0A3P7FZA7	unreviewed	A0A3P7FZA7_WUCBA	Neurotransmitter-gated ion-channel ligand-binding domain-containing protein	WBA_LOCUS9154	Wuchereria bancrofti	43	membrane [GO:0016020]; extracellular ligand-gated monoatomic ion channel activity [GO:0005230]
A0A3P7EA20	A0A3P7EA20	unreviewed	A0A3P7EA20_WUCBA	26S protease regulatory subunit 6B	WBA_LOCUS9386	Wuchereria bancrofti	130	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
A0A3P7FN74	A0A3P7FN74	unreviewed	A0A3P7FN74_WUCBA	Leucine Rich Repeat family protein	WBA_LOCUS5398	Wuchereria bancrofti	367	
A0A3P7F1B5	A0A3P7F1B5	unreviewed	A0A3P7F1B5_WUCBA	RPEL repeat protein	WBA_LOCUS12407	Wuchereria bancrofti	271	
A0A3P7E1W0	A0A3P7E1W0	unreviewed	A0A3P7E1W0_WUCBA	SH3 domain-containing protein	WBA_LOCUS6792	Wuchereria bancrofti	76	
A0A3P7E6C8	A0A3P7E6C8	unreviewed	A0A3P7E6C8_WUCBA	C2H2-type domain-containing protein	WBA_LOCUS5170	Wuchereria bancrofti	223	
A0A3P7DH40	A0A3P7DH40	unreviewed	A0A3P7DH40_WUCBA	Ammonium transporter	WBA_LOCUS1969	Wuchereria bancrofti	686	plasma membrane [GO:0005886]; ammonium transmembrane transporter activity [GO:0008519]
A0A3P7ESA7	A0A3P7ESA7	unreviewed	A0A3P7ESA7_WUCBA	Ras-GEF domain-containing protein	WBA_LOCUS10424	Wuchereria bancrofti	600	guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase mediated signal transduction [GO:0007264]
A0A3P7GLN8	A0A3P7GLN8	unreviewed	A0A3P7GLN8_WUCBA	Uncharacterized protein	WBA_LOCUS12806	Wuchereria bancrofti	90	
A0A3P7DIU6	A0A3P7DIU6	unreviewed	A0A3P7DIU6_WUCBA	Uncharacterized protein	WBA_LOCUS3117	Wuchereria bancrofti	195	
A0A3P7ESE0	A0A3P7ESE0	unreviewed	A0A3P7ESE0_WUCBA	Ataxin-10 domain-containing protein	WBA_LOCUS10297	Wuchereria bancrofti	480	
A0A3P7E1M2	A0A3P7E1M2	unreviewed	A0A3P7E1M2_WUCBA	Uncharacterized protein	WBA_LOCUS6692	Wuchereria bancrofti	217	
A0A3P7FD48	A0A3P7FD48	unreviewed	A0A3P7FD48_WUCBA	DRMBL domain-containing protein	WBA_LOCUS2144	Wuchereria bancrofti	461	
A0A3P7DXB8	A0A3P7DXB8	unreviewed	A0A3P7DXB8_WUCBA	Notch ligand N-terminal domain-containing protein	WBA_LOCUS7529	Wuchereria bancrofti	74	membrane [GO:0016020]; Notch signaling pathway [GO:0007219]
A0A3P7FEY2	A0A3P7FEY2	unreviewed	A0A3P7FEY2_WUCBA	Uncharacterized protein	WBA_LOCUS2804	Wuchereria bancrofti	143	membrane [GO:0016020]
A0A3P7E376	A0A3P7E376	unreviewed	A0A3P7E376_WUCBA	Sushi domain-containing protein	WBA_LOCUS3990	Wuchereria bancrofti	153	
A0A3P7FBR4	A0A3P7FBR4	unreviewed	A0A3P7FBR4_WUCBA	Uncharacterized protein	WBA_LOCUS281	Wuchereria bancrofti	188	membrane [GO:0016020]
A0A3P7F1Y4	A0A3P7F1Y4	unreviewed	A0A3P7F1Y4_WUCBA	SARAH domain-containing protein	WBA_LOCUS12568	Wuchereria bancrofti	93	
A0A3P7DTN5	A0A3P7DTN5	unreviewed	A0A3P7DTN5_WUCBA	Band 7 domain-containing protein	WBA_LOCUS1323	Wuchereria bancrofti	318	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; ubiquitin protein ligase binding [GO:0031625]
A0A3P7GDK3	A0A3P7GDK3	unreviewed	A0A3P7GDK3_WUCBA	Uncharacterized protein	WBA_LOCUS11592	Wuchereria bancrofti	66	
A0A3P7DF59	A0A3P7DF59	unreviewed	A0A3P7DF59_WUCBA	Armadillo repeat-containing domain-containing protein	WBA_LOCUS1757	Wuchereria bancrofti	327	
A0A183Y3U2	A0A183Y3U2	unreviewed	A0A183Y3U2_WUCBA	Proteasome regulatory particle	WBA_LOCUS6910	Wuchereria bancrofti	420	proteasome complex [GO:0000502]
A0A3P7ESY2	A0A3P7ESY2	unreviewed	A0A3P7ESY2_WUCBA	tRNA-intron lyase (EC 4.6.1.16)	WBA_LOCUS10579	Wuchereria bancrofti	171	nucleus [GO:0005634]; nucleic acid binding [GO:0003676]; tRNA-intron endonuclease activity [GO:0000213]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]
A0A3P7DBE1	A0A3P7DBE1	unreviewed	A0A3P7DBE1_WUCBA	Uncharacterized protein	WBA_LOCUS596	Wuchereria bancrofti	324	membrane [GO:0016020]
A0A183XS13	A0A183XS13	unreviewed	A0A183XS13_WUCBA	RUS1 family protein	WBA_LOCUS3472	Wuchereria bancrofti	390	membrane [GO:0016020]
A0A3P7FH48	A0A3P7FH48	unreviewed	A0A3P7FH48_WUCBA	CRIB domain-containing protein	WBA_LOCUS3544	Wuchereria bancrofti	791	
A0A3P7GG11	A0A3P7GG11	unreviewed	A0A3P7GG11_WUCBA	Glutamate dehydrogenase	WBA_LOCUS11890	Wuchereria bancrofti	529	glutamate dehydrogenase [NAD(P)+] activity [GO:0004353]; nucleotide binding [GO:0000166]; amino acid metabolic process [GO:0006520]
A0A3P7EE17	A0A3P7EE17	unreviewed	A0A3P7EE17_WUCBA	DIX domain-containing protein	WBA_LOCUS11630	Wuchereria bancrofti	654	cell development [GO:0048468]; intracellular signal transduction [GO:0035556]; Wnt signaling pathway [GO:0016055]
A0A3P7E038	A0A3P7E038	unreviewed	A0A3P7E038_WUCBA	Uncharacterized protein	WBA_LOCUS6122	Wuchereria bancrofti	200	
A0A3P7G253	A0A3P7G253	unreviewed	A0A3P7G253_WUCBA	Cullin N-terminal domain-containing protein	WBA_LOCUS8841	Wuchereria bancrofti	178	ubiquitin protein ligase binding [GO:0031625]; ubiquitin-dependent protein catabolic process [GO:0006511]
A0A3P7E914	A0A3P7E914	unreviewed	A0A3P7E914_WUCBA	Uncharacterized protein	WBA_LOCUS5825	Wuchereria bancrofti	555	membrane [GO:0016020]
A0A3P7EYG7	A0A3P7EYG7	unreviewed	A0A3P7EYG7_WUCBA	Uncharacterized protein	WBA_LOCUS12067	Wuchereria bancrofti	136	
A0A3P7F9M2	A0A3P7F9M2	unreviewed	A0A3P7F9M2_WUCBA	Structural maintenance of chromosomes protein	WBA_LOCUS608	Wuchereria bancrofti	1254	cohesin complex [GO:0008278]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; sister chromatid cohesion [GO:0007062]
A0A183XB32	A0A183XB32	unreviewed	A0A183XB32_WUCBA	FAM86 N-terminal domain-containing protein	WBA_LOCUS10129	Wuchereria bancrofti	360	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
J9BDK0	J9BDK0	unreviewed	J9BDK0_WUCBA	Histone H2A	WBA_LOCUS7432 WUBG_03825	Wuchereria bancrofti	136	nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]
A0A3P7ENJ3	A0A3P7ENJ3	unreviewed	A0A3P7ENJ3_WUCBA	Cytosolic fatty-acid binding proteins domain-containing protein	WBA_LOCUS11860	Wuchereria bancrofti	332	lipid binding [GO:0008289]
A0A3P7FUR1	A0A3P7FUR1	unreviewed	A0A3P7FUR1_WUCBA	Uncharacterized protein	WBA_LOCUS6251	Wuchereria bancrofti	268	membrane [GO:0016020]; calcium channel activity [GO:0005262]
A0A3P7E0T5	A0A3P7E0T5	unreviewed	A0A3P7E0T5_WUCBA	NAC-A/B domain-containing protein	WBA_LOCUS2805	Wuchereria bancrofti	195	nascent polypeptide-associated complex [GO:0005854]
A0A3P7DKQ0	A0A3P7DKQ0	unreviewed	A0A3P7DKQ0_WUCBA	RhoGEF domain-containing protein	WBA_LOCUS3826	Wuchereria bancrofti	811	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; guanyl-nucleotide exchange factor activity [GO:0005085]; metal ion binding [GO:0046872]
