From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
A0A0K0EEU1	A0A0K0EEU1	unreviewed	A0A0K0EEU1_STRER	Arf-GAP domain-containing protein		Strongyloides stercoralis (Threadworm)	204	GTPase activator activity [GO:0005096]
A0A0K0DWF3	A0A0K0DWF3	unreviewed	A0A0K0DWF3_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	1251	zinc ion binding [GO:0008270]
A0A0K0E3F4	A0A0K0E3F4	unreviewed	A0A0K0E3F4_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	266	
A0A0K0EIB8	A0A0K0EIB8	unreviewed	A0A0K0EIB8_STRER	Coatomer subunit zeta		Strongyloides stercoralis (Threadworm)	179	COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
A0A0K0DXM4	A0A0K0DXM4	unreviewed	A0A0K0DXM4_STRER	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)		Strongyloides stercoralis (Threadworm)	331	nucleus [GO:0005634]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA binding [GO:0003723]
A0A0K0DWQ1	A0A0K0DWQ1	unreviewed	A0A0K0DWQ1_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	213	
A0A0K0EB19	A0A0K0EB19	unreviewed	A0A0K0EB19_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	223	membrane [GO:0016020]
A0A0K0DUK9	A0A0K0DUK9	unreviewed	A0A0K0DUK9_STRER	Aminotran_1_2 domain-containing protein		Strongyloides stercoralis (Threadworm)	550	membrane [GO:0016020]; pyridoxal phosphate binding [GO:0030170]; transferase activity [GO:0016740]; biosynthetic process [GO:0009058]
A0A0K0E5A7	A0A0K0E5A7	unreviewed	A0A0K0E5A7_STRER	Str_synth domain-containing protein		Strongyloides stercoralis (Threadworm)	402	membrane [GO:0016020]; strictosidine synthase activity [GO:0016844]; biosynthetic process [GO:0009058]
A0A0K0E033	A0A0K0E033	unreviewed	A0A0K0E033_STRER	Methyltransferase type 11 domain-containing protein		Strongyloides stercoralis (Threadworm)	337	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
A0A0K0EB60	A0A0K0EB60	unreviewed	A0A0K0EB60_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	85	
A0A0K0DZ63	A0A0K0DZ63	unreviewed	A0A0K0DZ63_STRER	Protein okra		Strongyloides stercoralis (Threadworm)	774	ATP binding [GO:0005524]; ATP-dependent chromatin remodeler activity [GO:0140658]
A0A0K0ELZ2	A0A0K0ELZ2	unreviewed	A0A0K0ELZ2_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	340	membrane [GO:0016020]
A0A0K0EI77	A0A0K0EI77	unreviewed	A0A0K0EI77_STRER	Histone-lysine N-methyltransferase		Strongyloides stercoralis (Threadworm)	446	
A0A0K0ENN8	A0A0K0ENN8	unreviewed	A0A0K0ENN8_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	177	
A0A0K0EPV5	A0A0K0EPV5	unreviewed	A0A0K0EPV5_STRER	Peptidase_M14 domain-containing protein		Strongyloides stercoralis (Threadworm)	96	metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]
A0A0K0ECL3	A0A0K0ECL3	unreviewed	A0A0K0ECL3_STRER	SHSP domain-containing protein		Strongyloides stercoralis (Threadworm)	154	
A0A0K0E195	A0A0K0E195	unreviewed	A0A0K0E195_STRER	Acid phosphatase		Strongyloides stercoralis (Threadworm)	448	membrane [GO:0016020]
A0A0K0E9W2	A0A0K0E9W2		A0A0K0E9W2_STRER	deleted				
A0A0K0E1E9	A0A0K0E1E9	unreviewed	A0A0K0E1E9_STRER	NIPSNAP domain-containing protein		Strongyloides stercoralis (Threadworm)	288	
A0A0K0ENZ8	A0A0K0ENZ8	unreviewed	A0A0K0ENZ8_STRER	ADP-ribosylation factor-like protein 3		Strongyloides stercoralis (Threadworm)	188	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A0A0K0DYY2	A0A0K0DYY2	unreviewed	A0A0K0DYY2_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	69	
A0A0K0E183	A0A0K0E183	unreviewed	A0A0K0E183_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	516	
A0A0K0EB15	A0A0K0EB15	unreviewed	A0A0K0EB15_STRER	Ephrin RBD domain-containing protein		Strongyloides stercoralis (Threadworm)	342	membrane [GO:0016020]
A0A0K0ESZ0	A0A0K0ESZ0	unreviewed	A0A0K0ESZ0_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	503	
A0A0K0EBJ3	A0A0K0EBJ3	unreviewed	A0A0K0EBJ3_STRER	PNPLA domain-containing protein		Strongyloides stercoralis (Threadworm)	622	calcium-independent phospholipase A2 activity [GO:0047499]; lipid catabolic process [GO:0016042]
A0A0K0DZ22	A0A0K0DZ22	unreviewed	A0A0K0DZ22_STRER	Phosphomannomutase (EC 5.4.2.8)		Strongyloides stercoralis (Threadworm)	234	cytoplasm [GO:0005737]; phosphomannomutase activity [GO:0004615]; GDP-mannose biosynthetic process [GO:0009298]
A0A0K0EG99	A0A0K0EG99	unreviewed	A0A0K0EG99_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	564	
A0A0K0E1A6	A0A0K0E1A6	unreviewed	A0A0K0E1A6_STRER	Tyrosine-protein kinase (EC 2.7.10.2)		Strongyloides stercoralis (Threadworm)	420	ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; phosphorylation [GO:0016310]
A0A0K0DX78	A0A0K0DX78	unreviewed	A0A0K0DX78_STRER	Protein-lysine N-methyltransferase (EC 2.1.1.-)		Strongyloides stercoralis (Threadworm)	966	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; protein-lysine N-methyltransferase activity [GO:0016279]; macromolecule methylation [GO:0043414]; nitrogen compound metabolic process [GO:0006807]; primary metabolic process [GO:0044238]
A0A0K0E8G1	A0A0K0E8G1	unreviewed	A0A0K0E8G1_STRER	Ras-related protein Rab-30		Strongyloides stercoralis (Threadworm)	208	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A0A0K0EEA2	A0A0K0EEA2	unreviewed	A0A0K0EEA2_STRER	GAR domain-containing protein		Strongyloides stercoralis (Threadworm)	1614	cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; membrane [GO:0016020]; actin binding [GO:0003779]; microtubule binding [GO:0008017]
A0A0K0EIB2	A0A0K0EIB2	unreviewed	A0A0K0EIB2_STRER	Mitochondrial carrier protein		Strongyloides stercoralis (Threadworm)	351	membrane [GO:0016020]; transmembrane transport [GO:0055085]
A0A0K0EPL7	A0A0K0EPL7	unreviewed	A0A0K0EPL7_STRER	Ig-like domain-containing protein		Strongyloides stercoralis (Threadworm)	300	
A0A0K0EMT9	A0A0K0EMT9	unreviewed	A0A0K0EMT9_STRER	BZIP domain-containing protein		Strongyloides stercoralis (Threadworm)	181	
A0A0K0E0X8	A0A0K0E0X8	unreviewed	A0A0K0E0X8_STRER	Reverse transcriptase		Strongyloides stercoralis (Threadworm)	1348	DNA polymerase complex [GO:0042575]; DNA-directed DNA polymerase activity [GO:0003887]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
A0A0K0DVQ3	A0A0K0DVQ3	unreviewed	A0A0K0DVQ3_STRER	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15) (NADH-ubiquinone oxidoreductase B15 subunit)		Strongyloides stercoralis (Threadworm)	172	membrane [GO:0016020]; mitochondrion [GO:0005739]
A0A0K0DWD8	A0A0K0DWD8		A0A0K0DWD8_STRER	deleted				
A0A0K0E6F9	A0A0K0E6F9	unreviewed	A0A0K0E6F9_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	208	
A0A0K0E673	A0A0K0E673	unreviewed	A0A0K0E673_STRER	TFIIS N-terminal domain-containing protein		Strongyloides stercoralis (Threadworm)	417	
A0A0K0DWV1	A0A0K0DWV1	unreviewed	A0A0K0DWV1_STRER	Hexosyltransferase (EC 2.4.1.-)		Strongyloides stercoralis (Threadworm)	822	Golgi cisterna membrane [GO:0032580]; acetylgalactosaminyltransferase activity [GO:0008376]
A0A0K0EGP9	A0A0K0EGP9	unreviewed	A0A0K0EGP9_STRER	Metalloendopeptidase (EC 3.4.24.-)		Strongyloides stercoralis (Threadworm)	383	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]
A0A0K0DZJ6	A0A0K0DZJ6	unreviewed	A0A0K0DZJ6_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	97	membrane [GO:0016020]
A0A0K0E6W5	A0A0K0E6W5	unreviewed	A0A0K0E6W5_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	562	membrane [GO:0016020]
A0A0K0E7U6	A0A0K0E7U6	unreviewed	A0A0K0E7U6_STRER	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase)		Strongyloides stercoralis (Threadworm)	374	3-hydroxyisobutyryl-CoA hydrolase activity [GO:0003860]; valine catabolic process [GO:0006574]
A0A0K0E2I6	A0A0K0E2I6	unreviewed	A0A0K0E2I6_STRER	PRKR-interacting protein 1 homolog		Strongyloides stercoralis (Threadworm)	157	double-stranded RNA binding [GO:0003725]
A0A0K0E119	A0A0K0E119	unreviewed	A0A0K0E119_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	361	
A0A0K0EAT6	A0A0K0EAT6	unreviewed	A0A0K0EAT6_STRER	NADH dehydrogenase subunit 6		Strongyloides stercoralis (Threadworm)	98	membrane [GO:0016020]
A0A0K0E6Q6	A0A0K0E6Q6	unreviewed	A0A0K0E6Q6_STRER	MARVEL domain-containing protein		Strongyloides stercoralis (Threadworm)	185	membrane [GO:0016020]
A0A0K0E798	A0A0K0E798	unreviewed	A0A0K0E798_STRER	G-protein coupled receptors family 1 profile domain-containing protein		Strongyloides stercoralis (Threadworm)	348	membrane [GO:0016020]
A0A0K0DXN6	A0A0K0DXN6	unreviewed	A0A0K0DXN6_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	239	membrane [GO:0016020]
A0A0K0E3V0	A0A0K0E3V0	unreviewed	A0A0K0E3V0_STRER	Col_cuticle_N domain-containing protein		Strongyloides stercoralis (Threadworm)	341	membrane [GO:0016020]; structural constituent of cuticle [GO:0042302]; anatomical structure development [GO:0048856]
A0A0K0DYK2	A0A0K0DYK2	unreviewed	A0A0K0DYK2_STRER	RING-type domain-containing protein		Strongyloides stercoralis (Threadworm)	654	nucleus [GO:0005634]; metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]; interstrand cross-link repair [GO:0036297]; protein ubiquitination [GO:0016567]
A0A0K0E3P5	A0A0K0E3P5	unreviewed	A0A0K0E3P5_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	80	
A0A0K0EM41	A0A0K0EM41	unreviewed	A0A0K0EM41_STRER	SCP domain-containing protein		Strongyloides stercoralis (Threadworm)	303	
A0A0K0EL01	A0A0K0EL01	unreviewed	A0A0K0EL01_STRER	C2H2-type domain-containing protein		Strongyloides stercoralis (Threadworm)	444	
A0A0K0EJB5	A0A0K0EJB5	unreviewed	A0A0K0EJB5_STRER	Glycosyltransferase family 92 protein		Strongyloides stercoralis (Threadworm)	372	
A0A0K0DUL7	A0A0K0DUL7	unreviewed	A0A0K0DUL7_STRER	PDZ domain-containing protein		Strongyloides stercoralis (Threadworm)	317	membrane [GO:0016020]
A0A0K0E524	A0A0K0E524	unreviewed	A0A0K0E524_STRER	peptidylprolyl isomerase (EC 5.2.1.8)		Strongyloides stercoralis (Threadworm)	317	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
A0A0K0E7T4	A0A0K0E7T4		A0A0K0E7T4_STRER	deleted				
A0A0K0DVK0	A0A0K0DVK0	unreviewed	A0A0K0DVK0_STRER	Calnexin		Strongyloides stercoralis (Threadworm)	591	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]
A0A0K0EMR1	A0A0K0EMR1	unreviewed	A0A0K0EMR1_STRER	Phosphodiesterase delta-like protein		Strongyloides stercoralis (Threadworm)	146	sensory perception of light stimulus [GO:0050953]
A0A0K0ER58	A0A0K0ER58	unreviewed	A0A0K0ER58_STRER	Nuclear receptor domain-containing protein		Strongyloides stercoralis (Threadworm)	411	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
A0A0K0E759	A0A0K0E759	unreviewed	A0A0K0E759_STRER	Chloride channel protein		Strongyloides stercoralis (Threadworm)	831	plasma membrane [GO:0005886]; voltage-gated chloride channel activity [GO:0005247]
A0A0K0E974	A0A0K0E974	unreviewed	A0A0K0E974_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	309	protein prenyltransferase activity [GO:0008318]
A0A0K0EDX6	A0A0K0EDX6	unreviewed	A0A0K0EDX6_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	287	MAP-kinase scaffold activity [GO:0005078]
A0A0K0EG64	A0A0K0EG64	unreviewed	A0A0K0EG64_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	243	membrane [GO:0016020]
A0A0K0E891	A0A0K0E891	unreviewed	A0A0K0E891_STRER	Nuclear receptor domain-containing protein		Strongyloides stercoralis (Threadworm)	430	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
A0A0K0EQC4	A0A0K0EQC4	unreviewed	A0A0K0EQC4_STRER	F-box domain-containing protein		Strongyloides stercoralis (Threadworm)	377	membrane [GO:0016020]
A0A0K0E646	A0A0K0E646	unreviewed	A0A0K0E646_STRER	Fibrinogen C-terminal domain-containing protein		Strongyloides stercoralis (Threadworm)	612	
A0A0K0ESY8	A0A0K0ESY8	unreviewed	A0A0K0ESY8_STRER	Cadherin domain-containing protein		Strongyloides stercoralis (Threadworm)	1038	plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]
A0A0K0E932	A0A0K0E932	unreviewed	A0A0K0E932_STRER	GPI inositol-deacylase (EC 3.1.-.-)		Strongyloides stercoralis (Threadworm)	742	endoplasmic reticulum membrane [GO:0005789]; hydrolase activity, acting on ester bonds [GO:0016788]; protein transport [GO:0015031]
A0A0K0ED64	A0A0K0ED64	unreviewed	A0A0K0ED64_STRER	NTR domain-containing protein		Strongyloides stercoralis (Threadworm)	159	metal ion binding [GO:0046872]; metalloendopeptidase inhibitor activity [GO:0008191]
A0A0K0ET14	A0A0K0ET14	unreviewed	A0A0K0ET14_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	188	membrane [GO:0016020]
A0A0K0DUQ9	A0A0K0DUQ9	unreviewed	A0A0K0DUQ9_STRER	Integrator complex subunit 4		Strongyloides stercoralis (Threadworm)	960	
A0A0K0EQL7	A0A0K0EQL7	unreviewed	A0A0K0EQL7_STRER	Spaetzle domain-containing protein		Strongyloides stercoralis (Threadworm)	410	
A0A0K0EIV3	A0A0K0EIV3	unreviewed	A0A0K0EIV3_STRER	Zinc metalloproteinase		Strongyloides stercoralis (Threadworm)	376	extracellular region [GO:0005576]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; molting cycle, collagen and cuticulin-based cuticle [GO:0018996]; proteolysis [GO:0006508]
A0A0K0E6L5	A0A0K0E6L5	unreviewed	A0A0K0E6L5_STRER	MPN domain-containing protein		Strongyloides stercoralis (Threadworm)	353	eukaryotic translation initiation factor 3 complex [GO:0005852]; metallopeptidase activity [GO:0008237]; translation initiation factor activity [GO:0003743]
A0A0K0ENC3	A0A0K0ENC3		A0A0K0ENC3_STRER	deleted				
A0A0K0ELX0	A0A0K0ELX0	unreviewed	A0A0K0ELX0_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	178	
A0A0K0EAR0	A0A0K0EAR0	unreviewed	A0A0K0EAR0_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	356	signal transduction [GO:0007165]
A0A0K0DXZ5	A0A0K0DXZ5	unreviewed	A0A0K0DXZ5_STRER	7TM_GPCR_Srx domain-containing protein		Strongyloides stercoralis (Threadworm)	312	membrane [GO:0016020]
A0A0K0E9X9	A0A0K0E9X9	unreviewed	A0A0K0E9X9_STRER	Disintegrin domain-containing protein		Strongyloides stercoralis (Threadworm)	429	membrane [GO:0016020]; metallopeptidase activity [GO:0008237]
A0A0K0ESF7	A0A0K0ESF7	unreviewed	A0A0K0ESF7_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	547	
A0A0K0E7E4	A0A0K0E7E4	unreviewed	A0A0K0E7E4_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	93	
A0A0K0EC78	A0A0K0EC78	unreviewed	A0A0K0EC78_STRER	Reverse transcriptase domain-containing protein		Strongyloides stercoralis (Threadworm)	1250	
A0A0K0E0R9	A0A0K0E0R9	unreviewed	A0A0K0E0R9_STRER	Exocyst complex component 5 (Exocyst complex component Sec10)		Strongyloides stercoralis (Threadworm)	719	cytoplasm [GO:0005737]
A0A0K0EAQ9	A0A0K0EAQ9	unreviewed	A0A0K0EAQ9_STRER	Protein kinase domain-containing protein		Strongyloides stercoralis (Threadworm)	347	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
A0A0K0EGP1	A0A0K0EGP1	unreviewed	A0A0K0EGP1_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	701	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]
A0A0K0E7C5	A0A0K0E7C5	unreviewed	A0A0K0E7C5_STRER	Potassium channel domain-containing protein		Strongyloides stercoralis (Threadworm)	608	membrane [GO:0016020]; potassium channel activity [GO:0005267]
A0A0K0ESG6	A0A0K0ESG6	unreviewed	A0A0K0ESG6_STRER	Choline kinase N-terminal domain-containing protein		Strongyloides stercoralis (Threadworm)	431	
A0A0K0ETF2	A0A0K0ETF2		A0A0K0ETF2_STRER	deleted				
A0A0K0DZM5	A0A0K0DZM5	unreviewed	A0A0K0DZM5_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	246	
A0A0K0E3P6	A0A0K0E3P6	unreviewed	A0A0K0E3P6_STRER	ShKT domain-containing protein		Strongyloides stercoralis (Threadworm)	157	
A0A0K0E910	A0A0K0E910	unreviewed	A0A0K0E910_STRER	PX domain-containing protein		Strongyloides stercoralis (Threadworm)	879	phosphatidylinositol binding [GO:0035091]
A0A0K0DUT4	A0A0K0DUT4	unreviewed	A0A0K0DUT4_STRER	Sushi domain-containing protein		Strongyloides stercoralis (Threadworm)	915	
A0A0K0ESF8	A0A0K0ESF8	unreviewed	A0A0K0ESF8_STRER	Ig-like domain-containing protein		Strongyloides stercoralis (Threadworm)	1025	membrane [GO:0016020]
A0A0K0DYA9	A0A0K0DYA9	unreviewed	A0A0K0DYA9_STRER	Ipi1_N domain-containing protein		Strongyloides stercoralis (Threadworm)	269	
A0A0K0EA10	A0A0K0EA10	unreviewed	A0A0K0EA10_STRER	Peptidase A1 domain-containing protein		Strongyloides stercoralis (Threadworm)	101	
A0A0K0EBM4	A0A0K0EBM4	unreviewed	A0A0K0EBM4_STRER	C2H2-type domain-containing protein		Strongyloides stercoralis (Threadworm)	594	
A0A0K0ESS8	A0A0K0ESS8	unreviewed	A0A0K0ESS8_STRER	Rab3 GTPase-activating protein catalytic subunit		Strongyloides stercoralis (Threadworm)	1030	cytoplasm [GO:0005737]; GTPase activator activity [GO:0005096]
A0A0K0DYM0	A0A0K0DYM0	unreviewed	A0A0K0DYM0_STRER	RNA_pol_L_2 domain-containing protein		Strongyloides stercoralis (Threadworm)	122	RNA polymerase II, core complex [GO:0005665]; DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]; RNA polymerase II activity [GO:0001055]
A0A0K0EMN8	A0A0K0EMN8	unreviewed	A0A0K0EMN8_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	336	
A0A0K0DWC7	A0A0K0DWC7	unreviewed	A0A0K0DWC7_STRER	Uncharacterized protein		Strongyloides stercoralis (Threadworm)	244	
A0A0K0ES03	A0A0K0ES03	unreviewed	A0A0K0ES03_STRER	EH domain-containing protein		Strongyloides stercoralis (Threadworm)	479	
A0A0K0E707	A0A0K0E707	unreviewed	A0A0K0E707_STRER	Peptidase_M13 domain-containing protein		Strongyloides stercoralis (Threadworm)	480	metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]
A0A0K0E6F4	A0A0K0E6F4	unreviewed	A0A0K0E6F4_STRER	HTH_48 domain-containing protein		Strongyloides stercoralis (Threadworm)	205	nucleic acid binding [GO:0003676]
A0A0K0E9L7	A0A0K0E9L7	unreviewed	A0A0K0E9L7_STRER	GRIP domain-containing protein		Strongyloides stercoralis (Threadworm)	1141	
A0A0K0DZ66	A0A0K0DZ66	unreviewed	A0A0K0DZ66_STRER	alanine transaminase (EC 2.6.1.2)		Strongyloides stercoralis (Threadworm)	481	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058]; L-alanine catabolic process [GO:0042853]
A0A0K0E7V1	A0A0K0E7V1	unreviewed	A0A0K0E7V1_STRER	TRP_2 domain-containing protein		Strongyloides stercoralis (Threadworm)	815	membrane [GO:0016020]; calcium channel activity [GO:0005262]
A0A0K0E3C8	A0A0K0E3C8	unreviewed	A0A0K0E3C8_STRER	Hyaluronan/mRNA-binding protein domain-containing protein		Strongyloides stercoralis (Threadworm)	315	
A0A0K0E031	A0A0K0E031	unreviewed	A0A0K0E031_STRER	Lipase_3 domain-containing protein		Strongyloides stercoralis (Threadworm)	377	lipid metabolic process [GO:0006629]
