From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
G4VP86	G4VP86	unreviewed	G4VP86_SCHMA	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)		Schistosoma mansoni (Blood fluke)	299	cytoplasm [GO:0005737]; nucleus [GO:0005634]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]; L-methionine salvage from methylthioadenosine [GO:0019509]; purine ribonucleoside salvage [GO:0006166]
A0A3Q0KL23	A0A3Q0KL23	unreviewed	A0A3Q0KL23_SCHMA	Lon protease homolog, mitochondrial (EC 3.4.21.53)		Schistosoma mansoni (Blood fluke)	1072	mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252]; cellular response to oxidative stress [GO:0034599]; chaperone-mediated protein complex assembly [GO:0051131]; oxidation-dependent protein catabolic process [GO:0070407]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]
A0A5K4EFH9	A0A5K4EFH9	unreviewed	A0A5K4EFH9_SCHMA	Asp_protease domain-containing protein		Schistosoma mansoni (Blood fluke)	107	aspartic-type endopeptidase activity [GO:0004190]; proteolysis [GO:0006508]
A0A3Q0KSH6	A0A3Q0KSH6	unreviewed	A0A3Q0KSH6_SCHMA	Transcription factor, putative		Schistosoma mansoni (Blood fluke)	972	
A0A3Q0KJ04	A0A3Q0KJ04	unreviewed	A0A3Q0KJ04_SCHMA	Family C2 unassigned peptidase (C02 family)		Schistosoma mansoni (Blood fluke)	718	calcium ion binding [GO:0005509]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; proteolysis [GO:0006508]
G4VFH6	G4VFH6	unreviewed	G4VFH6_SCHMA	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)		Schistosoma mansoni (Blood fluke)	161	mitochondrial matrix [GO:0005759]; mitochondrial electron transport, succinate to ubiquinone [GO:0006121]
A0A3Q0KMX6	A0A3Q0KMX6	unreviewed	A0A3Q0KMX6_SCHMA	DNAj homolog subfamily C member, putative		Schistosoma mansoni (Blood fluke)	470	
G4M0J1	G4M0J1	unreviewed	G4M0J1_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	489	
A0A5K4F2L4	A0A5K4F2L4	unreviewed	A0A5K4F2L4_SCHMA	PDZ domain-containing protein		Schistosoma mansoni (Blood fluke)	239	
A0A3Q0KGL8	A0A3Q0KGL8	unreviewed	A0A3Q0KGL8_SCHMA	5'-nucleotidase (EC 3.1.3.5)		Schistosoma mansoni (Blood fluke)	133	cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; XMP 5'-nucleosidase activity [GO:0106411]; nucleotide metabolic process [GO:0009117]
A0A5K4FA61	A0A5K4FA61	unreviewed	A0A5K4FA61_SCHMA	Exportin-4		Schistosoma mansoni (Blood fluke)	1547	nucleus [GO:0005634]; nuclear export signal receptor activity [GO:0005049]
A0A3Q0KRY2	A0A3Q0KRY2	unreviewed	A0A3Q0KRY2_SCHMA	Growth hormone secretagogue receptor,putative		Schistosoma mansoni (Blood fluke)	504	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]
G4VLV7	G4VLV7	unreviewed	G4VLV7_SCHMA	DDRGK domain-containing protein 1		Schistosoma mansoni (Blood fluke)	295	membrane [GO:0016020]
A0A5K4EQ54	A0A5K4EQ54	unreviewed	A0A5K4EQ54_SCHMA	AMP-activated protein kinase, gamma regulatory subunit, putative		Schistosoma mansoni (Blood fluke)	1208	
A0A5K4F8S5	A0A5K4F8S5	unreviewed	A0A5K4F8S5_SCHMA	Egg protein CP391S-like protein		Schistosoma mansoni (Blood fluke)	121	
G4VKD1	G4VKD1	unreviewed	G4VKD1_SCHMA	Putative vacuolar ATP synthase proteolipid subunit		Schistosoma mansoni (Blood fluke)	209	proton-transporting V-type ATPase, V0 domain [GO:0033179]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
A0A3Q0KCS8	A0A3Q0KCS8	unreviewed	A0A3Q0KCS8_SCHMA	WKF domain-containing protein		Schistosoma mansoni (Blood fluke)	112	
A0A3Q0KTE9	A0A3Q0KTE9	unreviewed	A0A3Q0KTE9_SCHMA	SCP domain-containing protein		Schistosoma mansoni (Blood fluke)	109	
A0A3Q0KE68	A0A3Q0KE68	unreviewed	A0A3Q0KE68_SCHMA	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase		Schistosoma mansoni (Blood fluke)	825	cytoplasm [GO:0005737]; peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity [GO:0000224]; glycoprotein catabolic process [GO:0006516]
G4VJK7	G4VJK7	unreviewed	G4VJK7_SCHMA	Putative beta-1,4-galactosyltransferase		Schistosoma mansoni (Blood fluke)	261	membrane [GO:0016020]; glycosyltransferase activity [GO:0016757]; carbohydrate metabolic process [GO:0005975]
A0A3Q0KU22	A0A3Q0KU22	unreviewed	A0A3Q0KU22_SCHMA	RRM domain-containing protein		Schistosoma mansoni (Blood fluke)	518	RNA binding [GO:0003723]
A0A5K4FCK9	A0A5K4FCK9	unreviewed	A0A5K4FCK9_SCHMA	B-block_TFIIIC domain-containing protein		Schistosoma mansoni (Blood fluke)	1996	transcription factor TFIIIC complex [GO:0000127]; DNA binding [GO:0003677]; transcription initiation at RNA polymerase III promoter [GO:0006384]
A0A5K4EAN3	A0A5K4EAN3	unreviewed	A0A5K4EAN3_SCHMA	Low-density lipoprotein receptor (Ldl)		Schistosoma mansoni (Blood fluke)	754	
A0A5K4F7B7	A0A5K4F7B7	unreviewed	A0A5K4F7B7_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	167	
A0A5K4EVQ4	A0A5K4EVQ4	unreviewed	A0A5K4EVQ4_SCHMA	Transmembrane protein 209		Schistosoma mansoni (Blood fluke)	559	membrane [GO:0016020]
A0A3Q0KNK7	A0A5K4EQJ9	unreviewed	A0A5K4EQJ9_SCHMA	Putative retinoblastoma binding protein		Schistosoma mansoni (Blood fluke)	552	Set1C/COMPASS complex [GO:0048188]
A0A5K4F240	A0A5K4F240	unreviewed	A0A5K4F240_SCHMA	Acidic fibroblast growth factor intracellular-binding protein		Schistosoma mansoni (Blood fluke)	387	
A0A5K4FAQ4	A0A5K4FAQ4	unreviewed	A0A5K4FAQ4_SCHMA	SelT-like protein		Schistosoma mansoni (Blood fluke)	140	membrane [GO:0016020]
A0A3Q0KMU3	A0A3Q0KMU3	unreviewed	A0A3Q0KMU3_SCHMA	Centrin-related		Schistosoma mansoni (Blood fluke)	172	calcium ion binding [GO:0005509]
A0A5K4EEM9	A0A5K4EEM9	unreviewed	A0A5K4EEM9_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	67	
A0A3Q0KLE1	A0A3Q0KLE1	unreviewed	A0A3Q0KLE1_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	374	
A0A5K4F5F6	A0A5K4F5F6		A0A5K4F5F6_SCHMA	deleted				
A0A5K4F4B3	A0A5K4F4B3	unreviewed	A0A5K4F4B3_SCHMA	C2H2-type domain-containing protein		Schistosoma mansoni (Blood fluke)	622	
G4V6B9	G4V6B9	unreviewed	G4V6B9_SCHMA	Triosephosphate isomerase (EC 5.3.1.1)		Schistosoma mansoni (Blood fluke)	253	identical protein binding [GO:0042802]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]
A0A5K4F844	A0A5K4F844	unreviewed	A0A5K4F844_SCHMA	SPATA6 domain-containing protein		Schistosoma mansoni (Blood fluke)	284	sperm connecting piece [GO:0097224]; myosin light chain binding [GO:0032027]; spermatogenesis [GO:0007283]
G4LUI7	G4LUI7	unreviewed	G4LUI7_SCHMA	14-3-3 protein, putative		Schistosoma mansoni (Blood fluke)	251	
A0A3Q0KRX4	A0A3Q0KRX4	unreviewed	A0A3Q0KRX4_SCHMA	TFIIB-type domain-containing protein		Schistosoma mansoni (Blood fluke)	1002	RNA polymerase I core factor complex [GO:0070860]; metal ion binding [GO:0046872]; RNA polymerase I core promoter sequence-specific DNA binding [GO:0001164]
A0A5K4ENV8	A0A5K4ENV8	unreviewed	A0A5K4ENV8_SCHMA	RNase III domain-containing protein		Schistosoma mansoni (Blood fluke)	212	ribonuclease III activity [GO:0004525]; RNA processing [GO:0006396]
A0A5K4F056	A0A5K4F056	unreviewed	A0A5K4F056_SCHMA	POU domain protein		Schistosoma mansoni (Blood fluke)	454	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
A0A3Q0KCI0	A0A3Q0KCI0	unreviewed	A0A3Q0KCI0_SCHMA	Putative solute carrier protein		Schistosoma mansoni (Blood fluke)	457	membrane [GO:0016020]; metal ion transmembrane transporter activity [GO:0046873]
A0A3Q0KQG3	A0A3Q0KQG3	unreviewed	A0A3Q0KQG3_SCHMA	Putative cadherin		Schistosoma mansoni (Blood fluke)	1674	plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]
Q2MK73	Q2MK73	unreviewed	Q2MK73_SCHMA	Ubiquitin conjugating enzyme 13		Schistosoma mansoni (Blood fluke)	151	ATP binding [GO:0005524]; transferase activity [GO:0016740]
A0A5K4F880	A0A5K4F880	unreviewed	A0A5K4F880_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	82	
A0A5K4F647	A0A5K4F647	unreviewed	A0A5K4F647_SCHMA	G_PROTEIN_RECEP_F1_2 domain-containing protein		Schistosoma mansoni (Blood fluke)	66	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]
A0A5K4FCX7	A0A5K4FCX7	unreviewed	A0A5K4FCX7_SCHMA	Heterogeneous nuclear ribonucleoprotein U-like protein 1		Schistosoma mansoni (Blood fluke)	1369	
A0A3Q0KEE1	A0A3Q0KEE1	unreviewed	A0A3Q0KEE1_SCHMA	Tyrosine-protein phosphatase non-receptor type 11		Schistosoma mansoni (Blood fluke)	786	protein tyrosine phosphatase activity [GO:0004725]; dephosphorylation [GO:0016311]
A0A3Q0KGU5	A0A3Q0KGU5	unreviewed	A0A3Q0KGU5_SCHMA	Putative rabb and C		Schistosoma mansoni (Blood fluke)	297	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A0A5K4F9F6	A0A5K4F9F6	unreviewed	A0A5K4F9F6_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	308	
A0A5K4FF34	A0A5K4FF34	unreviewed	A0A5K4FF34_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	146	heme binding [GO:0020037]; peroxidase activity [GO:0004601]
A0A5K4F3P1	A0A5K4F3P1		A0A5K4F3P1_SCHMA	deleted				
G4VNY6	G4VNY6	unreviewed	G4VNY6_SCHMA	Cell division cycle 20 (Fizzy)-related		Schistosoma mansoni (Blood fluke)	651	anaphase-promoting complex binding [GO:0010997]; ubiquitin-protein transferase activator activity [GO:0097027]
A0A5K4FFI1	A0A5K4FFI1	unreviewed	A0A5K4FFI1_SCHMA	G-protein coupled receptors family 1 profile domain-containing protein		Schistosoma mansoni (Blood fluke)	131	membrane [GO:0016020]
A0A5K4EX03	A0A5K4EX03	unreviewed	A0A5K4EX03_SCHMA	DH domain-containing protein		Schistosoma mansoni (Blood fluke)	710	guanyl-nucleotide exchange factor activity [GO:0005085]
A0A3Q0KNA1	A0A3Q0KNA1	unreviewed	A0A3Q0KNA1_SCHMA	Serine/threonine-protein phosphatase with EF-hands (EC 3.1.3.16)		Schistosoma mansoni (Blood fluke)	655	calcium ion binding [GO:0005509]; iron ion binding [GO:0005506]; manganese ion binding [GO:0030145]; myosin phosphatase activity [GO:0017018]; detection of stimulus involved in sensory perception [GO:0050906]
A0A5K4F9C3	A0A5K4F9C3		A0A5K4F9C3_SCHMA	deleted				
A0A5K4FA32	A0A5K4FA32	unreviewed	A0A5K4FA32_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	130	
A0A5K4FAL6	A0A5K4FAL6	unreviewed	A0A5K4FAL6_SCHMA	Adenylate cyclase		Schistosoma mansoni (Blood fluke)	567	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
A0A3Q0KM86	A0A3Q0KM86	unreviewed	A0A3Q0KM86_SCHMA	Putative organic anion transporter		Schistosoma mansoni (Blood fluke)	1331	membrane [GO:0016020]; transmembrane transport [GO:0055085]
A0A3Q0KFM8	A0A3Q0KFM8	unreviewed	A0A3Q0KFM8_SCHMA	WD repeat-containing protein SL1-17		Schistosoma mansoni (Blood fluke)	300	
G4V8X9	G4V8X9	unreviewed	G4V8X9_SCHMA	Putative heat shock protein		Schistosoma mansoni (Blood fluke)	467	
A0A3Q0KSR3	A0A3Q0KSR3	unreviewed	A0A3Q0KSR3_SCHMA	Putative granulin		Schistosoma mansoni (Blood fluke)	920	extracellular region [GO:0005576]
A0A5K4F7Q1	A0A5K4F7Q1		A0A5K4F7Q1_SCHMA	deleted				
A0A5K4F3E2	A0A5K4F3E2	unreviewed	A0A5K4F3E2_SCHMA	MFS domain-containing protein		Schistosoma mansoni (Blood fluke)	437	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
A0A3Q0KJV7	A0A3Q0KJV7	unreviewed	A0A3Q0KJV7_SCHMA	Cilia- and flagella-associated protein 300		Schistosoma mansoni (Blood fluke)	258	cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]
G4VGC6	G4VGC6	unreviewed	G4VGC6_SCHMA	Putative uro-adherence factor A		Schistosoma mansoni (Blood fluke)	812	
A0A5K4FC81	A0A5K4FC81	unreviewed	A0A5K4FC81_SCHMA	Serine/threonine kinase		Schistosoma mansoni (Blood fluke)	921	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
A0A5K4EAW1	A0A5K4EAW1	unreviewed	A0A5K4EAW1_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	862	
A0A3Q0KUF8	A0A3Q0KUF8	unreviewed	A0A3Q0KUF8_SCHMA	Nuclear lim interactor-interacting factor-related		Schistosoma mansoni (Blood fluke)	479	phosphatase activity [GO:0016791]
G4LZ69	G4LZ69	unreviewed	G4LZ69_SCHMA	Proteasome subunit alpha type		Schistosoma mansoni (Blood fluke)	264	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex, alpha-subunit complex [GO:0019773]; ubiquitin-dependent protein catabolic process [GO:0006511]
A0A5K4ET29	A0A5K4ET29	unreviewed	A0A5K4ET29_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	1889	
A0A5K4F8G7	A0A5K4F8G7		A0A5K4F8G7_SCHMA	deleted				
A0A5K4F677	A0A5K4F677	unreviewed	A0A5K4F677_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	162	membrane [GO:0016020]
G4VR77	G4VR77	unreviewed	G4VR77_SCHMA	Tyrosine-protein phosphatase non-receptor type 1		Schistosoma mansoni (Blood fluke)	628	membrane [GO:0016020]; protein tyrosine phosphatase activity [GO:0004725]; dephosphorylation [GO:0016311]
A0A5K4EUY8	A0A5K4EUY8	unreviewed	A0A5K4EUY8_SCHMA	Protein NDNF		Schistosoma mansoni (Blood fluke)	613	
G4VT75	G4VT75	unreviewed	G4VT75_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	61	membrane [GO:0016020]
A0A3Q0KRI8	A0A3Q0KRI8	unreviewed	A0A3Q0KRI8_SCHMA	Cilia- and flagella-associated protein 99		Schistosoma mansoni (Blood fluke)	675	
A0A5K4EI30	A0A3Q0KJ20	unreviewed	A0A3Q0KJ20_SCHMA	Cyclin-dependent kinase 20 (EC 2.7.11.22) (Cell cycle-related kinase) (Cell division protein kinase 20)		Schistosoma mansoni (Blood fluke)	338	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
A0A5K4F784	A0A5K4F784	unreviewed	A0A5K4F784_SCHMA	Uncharacterized protein		Schistosoma mansoni (Blood fluke)	2123	extracellular region [GO:0005576]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508]
A0A5K4E8Y7	A0A5K4E8Y7	unreviewed	A0A5K4E8Y7_SCHMA	FYVE, RhoGEF and PH domain-containing protein 4		Schistosoma mansoni (Blood fluke)	885	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; guanyl-nucleotide exchange factor activity [GO:0005085]; metal ion binding [GO:0046872]
G4VF79	G4VF79	unreviewed	G4VF79_SCHMA	Phosphoserine phosphatase		Schistosoma mansoni (Blood fluke)	102	
A0A5K4FC45	A0A5K4FC45	unreviewed	A0A5K4FC45_SCHMA	Mannosyltransferase (EC 2.4.1.-)		Schistosoma mansoni (Blood fluke)	522	endoplasmic reticulum membrane [GO:0005789]; dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase [GO:0052917]
A0A5K4F9C8	A0A5K4F9C8		A0A5K4F9C8_SCHMA	deleted				
A0A3Q0KSF3	A0A3Q0KSF3	unreviewed	A0A3Q0KSF3_SCHMA	F-box domain-containing protein		Schistosoma mansoni (Blood fluke)	812	SCF ubiquitin ligase complex [GO:0019005]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]
A0A5K4EUK9	A0A5K4EUK9	unreviewed	A0A5K4EUK9_SCHMA	Calcium-activated potassium channel		Schistosoma mansoni (Blood fluke)	1782	membrane [GO:0016020]; calmodulin binding [GO:0005516]; small conductance calcium-activated potassium channel activity [GO:0016286]
A0A3Q0KQN8	A0A3Q0KQN8	unreviewed	A0A3Q0KQN8_SCHMA	TLC domain-containing protein		Schistosoma mansoni (Blood fluke)	382	membrane [GO:0016020]
A0A3Q0KQS5	A0A3Q0KQS5	unreviewed	A0A3Q0KQS5_SCHMA	Putative udp-galactose transporter		Schistosoma mansoni (Blood fluke)	353	membrane [GO:0016020]; transmembrane transport [GO:0055085]
G4V8L2	G4V8L2	unreviewed	G4V8L2_SCHMA	Serine/threonine-protein phosphatase 5 (EC 3.1.3.16)		Schistosoma mansoni (Blood fluke)	487	cytoplasm [GO:0005737]; myosin phosphatase activity [GO:0017018]
