From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
A0A0N4U3H5	A0A0N4U3H5	unreviewed	A0A0N4U3H5_DRAME	Membrane-associated protein gex-3	DME_LOCUS5640	Dracunculus medinensis (Guinea worm)	1081	
A0A0N4UAW1	A0A0N4UAW1	unreviewed	A0A0N4UAW1_DRAME	Uncharacterized protein	DME_LOCUS8197	Dracunculus medinensis (Guinea worm)	124	
A0A0N4UIJ8	A0A0N4UIJ8	unreviewed	A0A0N4UIJ8_DRAME	Rhomboid domain-containing protein	DME_LOCUS10000	Dracunculus medinensis (Guinea worm)	163	membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]
A0A0N4U9H3	A0A0N4U9H3	unreviewed	A0A0N4U9H3_DRAME	Uncharacterized protein	DME_LOCUS7747	Dracunculus medinensis (Guinea worm)	78	
A0A0N4U156	A0A0N4U156	unreviewed	A0A0N4U156_DRAME	Acyltransferase	DME_LOCUS4678	Dracunculus medinensis (Guinea worm)	279	endoplasmic reticulum membrane [GO:0005789]; O-acyltransferase activity [GO:0008374]
A0A0N4URU3	A0A0N4URU3	unreviewed	A0A0N4URU3_DRAME	ShKT domain-containing protein	DME_LOCUS4177	Dracunculus medinensis (Guinea worm)	112	
A0A0N4ULA6	A0A0N4ULA6	unreviewed	A0A0N4ULA6_DRAME	Uncharacterized protein	DME_LOCUS10420	Dracunculus medinensis (Guinea worm)	216	ciliary basal body [GO:0036064]; cilium assembly [GO:0060271]
A0A0N4UAF8	A0A0N4UAF8	unreviewed	A0A0N4UAF8_DRAME	Ras-related protein Rab-10	DME_LOCUS8014	Dracunculus medinensis (Guinea worm)	193	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A0A158Q2U5	A0A158Q2U5	unreviewed	A0A158Q2U5_DRAME	RNA helicase (EC 3.6.4.13)	DME_LOCUS5206	Dracunculus medinensis (Guinea worm)	670	P granule [GO:0043186]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]
A0A0N4UHK2	A0A0N4UHK2	unreviewed	A0A0N4UHK2_DRAME	G-patch domain-containing protein	DME_LOCUS1589	Dracunculus medinensis (Guinea worm)	485	nucleus [GO:0005634]; nucleic acid binding [GO:0003676]; mRNA splicing, via spliceosome [GO:0000398]
A0A0N4UND3	A0A0N4UND3	unreviewed	A0A0N4UND3_DRAME	Ig-like domain-containing protein	DME_LOCUS3122	Dracunculus medinensis (Guinea worm)	107	
A0A0N4UMA0	A0A0N4UMA0	unreviewed	A0A0N4UMA0_DRAME	ATP-dependent RNA helicase (EC 3.6.4.13)	DME_LOCUS10515	Dracunculus medinensis (Guinea worm)	193	membrane [GO:0016020]; ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]
A0A0N4UAL0	A0A0N4UAL0	unreviewed	A0A0N4UAL0_DRAME	Superoxide dismutase (EC 1.15.1.1)	DME_LOCUS8077	Dracunculus medinensis (Guinea worm)	232	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]
A0A158Q2H1	A0A158Q2H1	unreviewed	A0A158Q2H1_DRAME	RanBD1 domain-containing protein	DME_LOCUS4390	Dracunculus medinensis (Guinea worm)	394	intracellular transport [GO:0046907]
A0A0N4UQH3	A0A0N4UQH3	unreviewed	A0A0N4UQH3_DRAME	threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase)	DME_LOCUS3758	Dracunculus medinensis (Guinea worm)	679	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; threonine-tRNA ligase activity [GO:0004829]; threonyl-tRNA aminoacylation [GO:0006435]
A0A0N4UDN1	A0A0N4UDN1	unreviewed	A0A0N4UDN1_DRAME	WD_REPEATS_REGION domain-containing protein	DME_LOCUS9247	Dracunculus medinensis (Guinea worm)	140	
A0A3P7Q6C4	A0A3P7Q6C4	unreviewed	A0A3P7Q6C4_DRAME	DUF19 domain-containing protein	DME_LOCUS7841	Dracunculus medinensis (Guinea worm)	285	
A0A0N4UQS3	A0A0N4UQS3	unreviewed	A0A0N4UQS3_DRAME	Lactamase_B domain-containing protein	DME_LOCUS3848	Dracunculus medinensis (Guinea worm)	289	integrator complex [GO:0032039]; snRNA processing [GO:0016180]
A0A0N4UF89	A0A0N4UF89	unreviewed	A0A0N4UF89_DRAME	Acetyltransf_18 domain-containing protein	DME_LOCUS1027	Dracunculus medinensis (Guinea worm)	275	
A0A0N4U7B3	A0A0N4U7B3	unreviewed	A0A0N4U7B3_DRAME	SprT-like domain-containing protein	DME_LOCUS99	Dracunculus medinensis (Guinea worm)	242	
A0A0N4U4E4	A0A0N4U4E4	unreviewed	A0A0N4U4E4_DRAME	Cornichon protein	DME_LOCUS6008	Dracunculus medinensis (Guinea worm)	170	membrane [GO:0016020]; vesicle-mediated transport [GO:0016192]
A0A3P7T132	A0A3P7T132	unreviewed	A0A3P7T132_DRAME	ARF7 effector protein C-terminal domain-containing protein	DME_LOCUS10879	Dracunculus medinensis (Guinea worm)	130	
A0A0N4U9A0	A0A0N4U9A0	unreviewed	A0A0N4U9A0_DRAME	Homeobox domain-containing protein	DME_LOCUS7655	Dracunculus medinensis (Guinea worm)	210	nucleus [GO:0005634]; DNA binding [GO:0003677]
A0A0N4U7A8	A0A0N4U7A8	unreviewed	A0A0N4U7A8_DRAME	Rap-GAP domain-containing protein	DME_LOCUS93	Dracunculus medinensis (Guinea worm)	1291	nucleus [GO:0005634]; GTPase activator activity [GO:0005096]; regulation of small GTPase mediated signal transduction [GO:0051056]
A0A0N4U1Q6	A0A0N4U1Q6	unreviewed	A0A0N4U1Q6_DRAME	Uncharacterized protein	DME_LOCUS4913	Dracunculus medinensis (Guinea worm)	236	
A0A0N4UJZ9	A0A0N4UJZ9	unreviewed	A0A0N4UJZ9_DRAME	Uncharacterized protein	DME_LOCUS2140	Dracunculus medinensis (Guinea worm)	109	
A0A0N4UQQ3	A0A0N4UQQ3	unreviewed	A0A0N4UQQ3_DRAME	ShKT domain-containing protein	DME_LOCUS10884 DME_LOCUS3793	Dracunculus medinensis (Guinea worm)	99	
A0A0N4UHV7	A0A0N4UHV7	unreviewed	A0A0N4UHV7_DRAME	AA_permease domain-containing protein	DME_LOCUS9887	Dracunculus medinensis (Guinea worm)	356	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
A0A158Q3L6	A0A158Q3L6	unreviewed	A0A158Q3L6_DRAME	Med12 domain-containing protein	DME_LOCUS7020	Dracunculus medinensis (Guinea worm)	2038	mediator complex [GO:0016592]; transcription coregulator activity [GO:0003712]; regulation of transcription by RNA polymerase II [GO:0006357]
A0A0N4UK22	A0A0N4UK22	unreviewed	A0A0N4UK22_DRAME	Lipase_GDSL domain-containing protein	DME_LOCUS2169	Dracunculus medinensis (Guinea worm)	238	phospholipase activity [GO:0004620]
A0A0N4UE31	A0A0N4UE31	unreviewed	A0A0N4UE31_DRAME	Reverse transcriptase domain-containing protein	DME_LOCUS657	Dracunculus medinensis (Guinea worm)	488	
A0A158Q4V9	A0A158Q4V9	unreviewed	A0A158Q4V9_DRAME	Guanylate cyclase (EC 4.6.1.2)	DME_LOCUS9382	Dracunculus medinensis (Guinea worm)	1020	membrane [GO:0016020]; ATP binding [GO:0005524]; guanylate cyclase activity [GO:0004383]; protein kinase activity [GO:0004672]; intracellular signal transduction [GO:0035556]
A0A158Q6N8	A0A158Q6N8	unreviewed	A0A158Q6N8_DRAME	SAC3/GANP/THP3 conserved domain-containing protein	DME_LOCUS10946	Dracunculus medinensis (Guinea worm)	247	
A0A158Q601	A0A158Q601	unreviewed	A0A158Q601_DRAME	Uncharacterized protein	DME_LOCUS10455	Dracunculus medinensis (Guinea worm)	181	membrane [GO:0016020]
A0A0N4UH13	A0A0N4UH13	unreviewed	A0A0N4UH13_DRAME	Uncharacterized protein	DME_LOCUS1421	Dracunculus medinensis (Guinea worm)	156	
A0A0N4UFT8	A0A0N4UFT8	unreviewed	A0A0N4UFT8_DRAME	PWI domain-containing protein	DME_LOCUS1218	Dracunculus medinensis (Guinea worm)	299	nucleus [GO:0005634]; mRNA processing [GO:0006397]
A0A0N4UIB5	A0A0N4UIB5	unreviewed	A0A0N4UIB5_DRAME	Large ribosomal subunit protein bL17m (39S ribosomal protein L17, mitochondrial)	DME_LOCUS9975	Dracunculus medinensis (Guinea worm)	185	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A0N4U6P3	A0A0N4U6P3	unreviewed	A0A0N4U6P3_DRAME	BMERB domain-containing protein	DME_LOCUS6968	Dracunculus medinensis (Guinea worm)	103	
A0A158Q6H4	A0A158Q6H4	unreviewed	A0A158Q6H4_DRAME	Fucosyltransferase (EC 2.4.1.-)	DME_LOCUS3647	Dracunculus medinensis (Guinea worm)	338	Golgi cisterna membrane [GO:0032580]; fucosyltransferase activity [GO:0008417]; fucosylation [GO:0036065]
A0A0N4UJW8	A0A0N4UJW8	unreviewed	A0A0N4UJW8_DRAME	EF-hand domain-containing protein	DME_LOCUS2106	Dracunculus medinensis (Guinea worm)	115	membrane [GO:0016020]; calcium ion binding [GO:0005509]
A0A158Q2M8	A0A158Q2M8	unreviewed	A0A158Q2M8_DRAME	GPI-anchor transamidase	DME_LOCUS4816	Dracunculus medinensis (Guinea worm)	333	GPI-anchor transamidase complex [GO:0042765]; GPI-anchor transamidase activity [GO:0003923]; attachment of GPI anchor to protein [GO:0016255]; proteolysis [GO:0006508]
A0A0N4U479	A0A0N4U479	unreviewed	A0A0N4U479_DRAME	MSP domain-containing protein	DME_LOCUS5935	Dracunculus medinensis (Guinea worm)	67	
A0A0N4U386	A0A0N4U386	unreviewed	A0A0N4U386_DRAME	SSD domain-containing protein	DME_LOCUS5542	Dracunculus medinensis (Guinea worm)	897	membrane [GO:0016020]
A0A0N4U3B5	A0A0N4U3B5	unreviewed	A0A0N4U3B5_DRAME	Uncharacterized protein	DME_LOCUS5574	Dracunculus medinensis (Guinea worm)	107	
A0A0N4U6G3	A0A0N4U6G3	unreviewed	A0A0N4U6G3_DRAME	Protein kinase domain-containing protein	DME_LOCUS6868	Dracunculus medinensis (Guinea worm)	1143	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
A0A0N4U8B8	A0A0N4U8B8	unreviewed	A0A0N4U8B8_DRAME	Uncharacterized protein	DME_LOCUS7438	Dracunculus medinensis (Guinea worm)	325	
A0A0N4UIH5	A0A0N4UIH5	unreviewed	A0A0N4UIH5_DRAME	Translocation protein SEC62	DME_LOCUS10046	Dracunculus medinensis (Guinea worm)	360	endoplasmic reticulum membrane [GO:0005789]; protein transport [GO:0015031]
A0A0N4UMG6	A0A0N4UMG6	unreviewed	A0A0N4UMG6_DRAME	Uncharacterized protein	DME_LOCUS2829	Dracunculus medinensis (Guinea worm)	294	membrane [GO:0016020]
A0A0N4U509	A0A0N4U509	unreviewed	A0A0N4U509_DRAME	MAP kinase-activating death domain protein	DME_LOCUS6268	Dracunculus medinensis (Guinea worm)	1236	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; apoptotic process [GO:0006915]
A0A158Q6B0	A0A158Q6B0	unreviewed	A0A158Q6B0_DRAME	MARVEL domain-containing protein	DME_LOCUS3255	Dracunculus medinensis (Guinea worm)	240	membrane [GO:0016020]
A0A3P7QD24	A0A3P7QD24	unreviewed	A0A3P7QD24_DRAME	Uncharacterized protein	DME_LOCUS3040	Dracunculus medinensis (Guinea worm)	664	phosphatidylinositol binding [GO:0035091]
A0A0N4U576	A0A0N4U576	unreviewed	A0A0N4U576_DRAME	Ig-like domain-containing protein	DME_LOCUS6344	Dracunculus medinensis (Guinea worm)	321	
A0A0N4UNW3	A0A0N4UNW3	unreviewed	A0A0N4UNW3_DRAME	Potassium channel domain-containing protein	DME_LOCUS10709	Dracunculus medinensis (Guinea worm)	211	membrane [GO:0016020]; potassium channel activity [GO:0005267]
A0A0N4UN18	A0A0N4UN18	unreviewed	A0A0N4UN18_DRAME	RNase H domain-containing protein	DME_LOCUS10638	Dracunculus medinensis (Guinea worm)	518	nucleic acid binding [GO:0003676]
A0A0N4U150	A0A0N4U150	unreviewed	A0A0N4U150_DRAME	NopRA1 domain-containing protein	DME_LOCUS4671	Dracunculus medinensis (Guinea worm)	473	
A0A0N4U3V1	A0A0N4U3V1	unreviewed	A0A0N4U3V1_DRAME	Uncharacterized protein	DME_LOCUS5779	Dracunculus medinensis (Guinea worm)	497	
A0A0N4U2Q4	A0A0N4U2Q4	unreviewed	A0A0N4U2Q4_DRAME	Protein quiver	DME_LOCUS5334	Dracunculus medinensis (Guinea worm)	348	membrane [GO:0016020]
A0A0N4UPL7	A0A0N4UPL7	unreviewed	A0A0N4UPL7_DRAME	PDDEXK_1 domain-containing protein	DME_LOCUS3466	Dracunculus medinensis (Guinea worm)	300	
A0A0N4UEB9	A0A0N4UEB9	unreviewed	A0A0N4UEB9_DRAME	Uncharacterized protein	DME_LOCUS762	Dracunculus medinensis (Guinea worm)	159	
A0A0N4UCR6	A0A0N4UCR6	unreviewed	A0A0N4UCR6_DRAME	G_PROTEIN_RECEP_F1_2 domain-containing protein	DME_LOCUS8871	Dracunculus medinensis (Guinea worm)	394	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]
A0A3P7Q9P8	A0A3P7Q9P8	unreviewed	A0A3P7Q9P8_DRAME	Uncharacterized protein	DME_LOCUS9141	Dracunculus medinensis (Guinea worm)	226	heme binding [GO:0020037]; oxygen binding [GO:0019825]
A0A0N4UKS8	A0A0N4UKS8	unreviewed	A0A0N4UKS8_DRAME	CYCLIN domain-containing protein	DME_LOCUS2364	Dracunculus medinensis (Guinea worm)	293	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; cell division [GO:0051301]; mitotic cell cycle phase transition [GO:0044772]; reproductive process [GO:0022414]
A0A0N4UIF6	A0A0N4UIF6	unreviewed	A0A0N4UIF6_DRAME	Uncharacterized protein	DME_LOCUS10027	Dracunculus medinensis (Guinea worm)	306	
A0A0N4UGE5	A0A0N4UGE5	unreviewed	A0A0N4UGE5_DRAME	ShKT domain-containing protein	DME_LOCUS1292	Dracunculus medinensis (Guinea worm)	199	
A0A0N4UP00	A0A0N4UP00	unreviewed	A0A0N4UP00_DRAME	SH3 domain-containing protein	DME_LOCUS10718	Dracunculus medinensis (Guinea worm)	2460	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; actin filament capping [GO:0051693]
A0A0N4UQF6	A0A0N4UQF6	unreviewed	A0A0N4UQF6_DRAME	DPPIV_N domain-containing protein	DME_LOCUS3743	Dracunculus medinensis (Guinea worm)	153	
A0A0N4UB03	A0A0N4UB03	unreviewed	A0A0N4UB03_DRAME	UPAR/Ly6 domain-containing protein	DME_LOCUS8245	Dracunculus medinensis (Guinea worm)	83	
A0A158Q6C9	A0A158Q6C9	unreviewed	A0A158Q6C9_DRAME	V-type proton ATPase subunit E	DME_LOCUS3384	Dracunculus medinensis (Guinea worm)	225	proton-transporting two-sector ATPase complex, catalytic domain [GO:0033178]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
A0A0N4UAU2	A0A0N4UAU2	unreviewed	A0A0N4UAU2_DRAME	Inositol-pentakisphosphate 2-kinase (EC 2.7.1.158)	DME_LOCUS8174	Dracunculus medinensis (Guinea worm)	456	ATP binding [GO:0005524]; inositol pentakisphosphate 2-kinase activity [GO:0035299]; phosphorylation [GO:0016310]
A0A158Q346	A0A158Q346	unreviewed	A0A158Q346_DRAME	Clc-like protein	DME_LOCUS5975	Dracunculus medinensis (Guinea worm)	275	membrane [GO:0016020]
A0A3P7QSY9	A0A3P7QSY9	unreviewed	A0A3P7QSY9_DRAME	Globin family profile domain-containing protein	DME_LOCUS7720	Dracunculus medinensis (Guinea worm)	248	heme binding [GO:0020037]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]
A0A3P7QPP6	A0A3P7QPP6	unreviewed	A0A3P7QPP6_DRAME	SRP40_C domain-containing protein	DME_LOCUS6650	Dracunculus medinensis (Guinea worm)	185	tubulin binding [GO:0015631]; microtubule polymerization [GO:0046785]
A0A3P7SMU2	A0A3P7SMU2	unreviewed	A0A3P7SMU2_DRAME	EF-hand domain-containing protein	DME_LOCUS2312	Dracunculus medinensis (Guinea worm)	99	calcium ion binding [GO:0005509]
A0A158Q471	A0A158Q471	unreviewed	A0A158Q471_DRAME	RRM domain-containing protein	DME_LOCUS8038	Dracunculus medinensis (Guinea worm)	311	RNA binding [GO:0003723]
A0A0N4UHM6	A0A0N4UHM6	unreviewed	A0A0N4UHM6_DRAME	BHLH domain-containing protein	DME_LOCUS9825	Dracunculus medinensis (Guinea worm)	269	protein dimerization activity [GO:0046983]
A0A0N4URA4	A0A0N4URA4	unreviewed	A0A0N4URA4_DRAME	ShKT domain-containing protein	DME_LOCUS4007	Dracunculus medinensis (Guinea worm)	78	
A0A0N4UJ41	A0A0N4UJ41	unreviewed	A0A0N4UJ41_DRAME	Uncharacterized protein	DME_LOCUS1922	Dracunculus medinensis (Guinea worm)	85	
A0A0N4U477	A0A0N4U477	unreviewed	A0A0N4U477_DRAME	Uncharacterized protein	DME_LOCUS5933	Dracunculus medinensis (Guinea worm)	160	heme binding [GO:0020037]; oxygen binding [GO:0019825]
A0A0N4URL2	A0A0N4URL2	unreviewed	A0A0N4URL2_DRAME	SGNH domain-containing protein	DME_LOCUS4105	Dracunculus medinensis (Guinea worm)	325	
A0A0N4UC04	A0A0N4UC04	unreviewed	A0A0N4UC04_DRAME	Peroxisome assembly protein 12	DME_LOCUS8650	Dracunculus medinensis (Guinea worm)	99	peroxisomal membrane [GO:0005778]; zinc ion binding [GO:0008270]; protein import into peroxisome matrix [GO:0016558]
A0A0N4UAN5	A0A0N4UAN5	unreviewed	A0A0N4UAN5_DRAME	Protein-tyrosine-phosphatase	DME_LOCUS8108	Dracunculus medinensis (Guinea worm)	234	protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; dephosphorylation [GO:0016311]
A0A0N4UB25	A0A0N4UB25	unreviewed	A0A0N4UB25_DRAME	Uncharacterized protein	DME_LOCUS8267	Dracunculus medinensis (Guinea worm)	60	
A0A0N4UP13	A0A0N4UP13	unreviewed	A0A0N4UP13_DRAME	Ion_trans_2 domain-containing protein	DME_LOCUS10731	Dracunculus medinensis (Guinea worm)	295	membrane [GO:0016020]; potassium channel activity [GO:0005267]
A0A158Q5P4	A0A158Q5P4	unreviewed	A0A158Q5P4_DRAME	Aa_trans domain-containing protein	DME_LOCUS2041	Dracunculus medinensis (Guinea worm)	444	membrane [GO:0016020]
A0A0N4UPW4	A0A0N4UPW4	unreviewed	A0A0N4UPW4_DRAME	Uncharacterized protein	DME_LOCUS3559	Dracunculus medinensis (Guinea worm)	270	phosphatidylinositol phosphate biosynthetic process [GO:0046854]
A0A0N4UDZ1	A0A0N4UDZ1	unreviewed	A0A0N4UDZ1_DRAME	Pyr_redox_2 domain-containing protein	DME_LOCUS9310	Dracunculus medinensis (Guinea worm)	526	flavin adenine dinucleotide binding [GO:0050660]; thioredoxin-disulfide reductase (NADP) activity [GO:0004791]; cell redox homeostasis [GO:0045454]
A0A0N4UJW5	A0A0N4UJW5	unreviewed	A0A0N4UJW5_DRAME	PLAT domain-containing protein	DME_LOCUS2102	Dracunculus medinensis (Guinea worm)	365	guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase binding [GO:0031267]
A0A0N4UH26	A0A0N4UH26	unreviewed	A0A0N4UH26_DRAME	Uncharacterized protein	DME_LOCUS1438	Dracunculus medinensis (Guinea worm)	351	response to external stimulus [GO:0009605]
A0A0N4U923	A0A0N4U923	unreviewed	A0A0N4U923_DRAME	Muscle M-line assembly protein unc-89	DME_LOCUS7570	Dracunculus medinensis (Guinea worm)	770	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
A0A0N4ULG6	A0A0N4ULG6	unreviewed	A0A0N4ULG6_DRAME	Uncharacterized protein	DME_LOCUS2555	Dracunculus medinensis (Guinea worm)	86	
A0A0N4U279	A0A0N4U279	unreviewed	A0A0N4U279_DRAME	WH2 domain-containing protein	DME_LOCUS5124	Dracunculus medinensis (Guinea worm)	357	actin binding [GO:0003779]
A0A0N4U0R6	A0A0N4U0R6	unreviewed	A0A0N4U0R6_DRAME	BPTI/Kunitz inhibitor domain-containing protein	DME_LOCUS4515	Dracunculus medinensis (Guinea worm)	270	serine-type endopeptidase inhibitor activity [GO:0004867]
A0A0N4UEF2	A0A0N4UEF2	unreviewed	A0A0N4UEF2_DRAME	Glycosyltransferase family 25 protein	DME_LOCUS9349	Dracunculus medinensis (Guinea worm)	402	
A0A0N4UIT2	A0A0N4UIT2	unreviewed	A0A0N4UIT2_DRAME	Uncharacterized protein	DME_LOCUS1796	Dracunculus medinensis (Guinea worm)	77	
A0A158Q3F3	A0A158Q3F3	unreviewed	A0A158Q3F3_DRAME	TPPP family protein	DME_LOCUS6651	Dracunculus medinensis (Guinea worm)	167	tubulin binding [GO:0015631]; microtubule polymerization [GO:0046785]
A0A0N4ULM3	A0A0N4ULM3	unreviewed	A0A0N4ULM3_DRAME	TROVE domain-containing protein	DME_LOCUS2617	Dracunculus medinensis (Guinea worm)	784	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; RNA binding [GO:0003723]
A0A0N4UCB5	A0A0N4UCB5	unreviewed	A0A0N4UCB5_DRAME	Col_cuticle_N domain-containing protein	DME_LOCUS523	Dracunculus medinensis (Guinea worm)	303	membrane [GO:0016020]; structural constituent of cuticle [GO:0042302]; anatomical structure development [GO:0048856]
A0A0N4UDA2	A0A0N4UDA2	unreviewed	A0A0N4UDA2_DRAME	Uncharacterized protein	DME_LOCUS9094	Dracunculus medinensis (Guinea worm)	31	
A0A0N4U8X2	A0A0N4U8X2	unreviewed	A0A0N4U8X2_DRAME	ZP domain-containing protein	DME_LOCUS7515	Dracunculus medinensis (Guinea worm)	281	membrane [GO:0016020]
A0A0N4UA39	A0A0N4UA39	unreviewed	A0A0N4UA39_DRAME	Uncharacterized protein	DME_LOCUS7996	Dracunculus medinensis (Guinea worm)	100	
A0A158Q5X6	A0A158Q5X6	unreviewed	A0A158Q5X6_DRAME	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	DME_LOCUS10398	Dracunculus medinensis (Guinea worm)	405	cytosol [GO:0005829]; ATP binding [GO:0005524]; diphosphomevalonate decarboxylase activity [GO:0004163]; cholesterol biosynthetic process [GO:0006695]; isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:0019287]
A0A0N4U3W2	A0A0N4U3W2	unreviewed	A0A0N4U3W2_DRAME	Uncharacterized protein	DME_LOCUS5792	Dracunculus medinensis (Guinea worm)	123	
A0A0N4UN82	A0A0N4UN82	unreviewed	A0A0N4UN82_DRAME	RICTOR_N domain-containing protein	DME_LOCUS3072	Dracunculus medinensis (Guinea worm)	511	membrane [GO:0016020]; TORC2 complex [GO:0031932]; TOR signaling [GO:0031929]
A0A3P7TD81	A0A3P7TD81	unreviewed	A0A3P7TD81_DRAME	Lipase maturation factor	DME_LOCUS9772	Dracunculus medinensis (Guinea worm)	491	endoplasmic reticulum membrane [GO:0005789]; protein maturation [GO:0051604]
A0A0N4U9E8	A0A0N4U9E8	unreviewed	A0A0N4U9E8_DRAME	Uncharacterized protein	DME_LOCUS7710	Dracunculus medinensis (Guinea worm)	135	
A0A0N4UGM6	A0A0N4UGM6	unreviewed	A0A0N4UGM6_DRAME	Calponin-homology (CH) domain-containing protein	DME_LOCUS9678	Dracunculus medinensis (Guinea worm)	121	
A0A0N4UEZ2	A0A0N4UEZ2	unreviewed	A0A0N4UEZ2_DRAME	Uncharacterized protein	DME_LOCUS913	Dracunculus medinensis (Guinea worm)	185	
