From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
K0EUQ1	K0EUQ1	unreviewed	K0EUQ1_NOCB7	Uncharacterized protein	O3I_014215	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	275	
K0EYE7	K0EYE7	unreviewed	K0EYE7_NOCB7	Uncharacterized protein	O3I_034805	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	172	
K0EQD9	K0EQD9	unreviewed	K0EQD9_NOCB7	Lipoprotein	O3I_006080	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	272	
K0F413	K0F413	unreviewed	K0F413_NOCB7	Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	speE O3I_029705	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	400	membrane [GO:0016020]; adenosylmethionine decarboxylase activity [GO:0004014]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; spermidine synthase activity [GO:0004766]; spermidine biosynthetic process [GO:0008295]
K0F0C1	K0F0C1	unreviewed	K0F0C1_NOCB7	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	menB O3I_038655	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	297	1,4-dihydroxy-2-naphthoyl-CoA synthase activity [GO:0008935]; enoyl-CoA hydratase activity [GO:0004300]; menaquinone biosynthetic process [GO:0009234]
K0ER56	K0ER56	unreviewed	K0ER56_NOCB7	Transcriptional regulator	O3I_007730	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	216	DNA binding [GO:0003677]
K0EVJ7	K0EVJ7	unreviewed	K0EVJ7_NOCB7	MarR family transcriptional regulator	O3I_015765	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	140	DNA-binding transcription factor activity [GO:0003700]
K0EXI2	K0EXI2	unreviewed	K0EXI2_NOCB7	HxlR family transcriptional regulator	O3I_018180	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	126	
K0F2G2	K0F2G2	unreviewed	K0F2G2_NOCB7	CinA C-terminal domain-containing protein	O3I_019085	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	209	
K0EP49	K0EP49	unreviewed	K0EP49_NOCB7	2,4-diaminopentanoate dehydrogenase C-terminal domain-containing protein	O3I_017485	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	355	
K0ETC1	K0ETC1	unreviewed	K0ETC1_NOCB7	GntR family transcriptional regulator	O3I_004715	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	269	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-templated transcription [GO:0006351]
K0EV66	K0EV66	unreviewed	K0EV66_NOCB7	ABC transporter substrate-binding protein	O3I_007540	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	528	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; transmembrane transport [GO:0055085]
K0F3K4	K0F3K4	unreviewed	K0F3K4_NOCB7	Putative ABC transporter	O3I_030850	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	271	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]; response to antibiotic [GO:0046677]
K0ESY7	K0ESY7	unreviewed	K0ESY7_NOCB7	Enoyl-CoA hydratase (EC 4.2.1.17)	O3I_010045	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	339	enoyl-CoA hydratase activity [GO:0004300]
K0EGL6	K0EGL6	unreviewed	K0EGL6_NOCB7	Flavin-dependent oxidoreductase	O3I_002075	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	182	FMN binding [GO:0010181]; oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor [GO:0016646]
K0EP86	K0EP86	unreviewed	K0EP86_NOCB7	Acyl-CoA oxidase	O3I_017835	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	645	peroxisome [GO:0005777]; acyl-CoA oxidase activity [GO:0003997]; FAD binding [GO:0071949]; fatty acid beta-oxidation [GO:0006635]
K0EZQ5	K0EZQ5	unreviewed	K0EZQ5_NOCB7	Peptidase M20 dimerisation domain-containing protein	O3I_014600	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	474	hydrolase activity [GO:0016787]; nitrogen compound metabolic process [GO:0006807]
K0EU04	K0EU04	unreviewed	K0EU04_NOCB7	Aminopeptidase Y	O3I_013040	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	513	aminopeptidase activity [GO:0004177]; metalloexopeptidase activity [GO:0008235]; proteolysis [GO:0006508]
K0ES06	K0ES06	unreviewed	K0ES06_NOCB7	Major facilitator superfamily protein	O3I_023215	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	418	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
K0EVA0	K0EVA0	unreviewed	K0EVA0_NOCB7	Putative transcriptional regulator	O3I_028870	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	118	DNA-binding transcription factor activity [GO:0003700]
K0F3E7	K0F3E7	unreviewed	K0F3E7_NOCB7	DUF3830 domain-containing protein	O3I_030450	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	164	
K0F9G1	K0F9G1	unreviewed	K0F9G1_NOCB7	MFS transporter	O3I_042035	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	453	membrane [GO:0016020]
K0EQB8	K0EQB8	unreviewed	K0EQB8_NOCB7	Bacilysin biosynthesis oxidoreductase bacC	O3I_000190	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	247	oxidoreductase activity [GO:0016491]
K0F5Z3	K0F5Z3	unreviewed	K0F5Z3_NOCB7	DNA2/NAM7 helicase-like C-terminal domain-containing protein	O3I_035485	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	1125	
K0ENE5	K0ENE5	unreviewed	K0ENE5_NOCB7	AraC family transcriptional regulator	O3I_002705	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	306	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; DNA-templated transcription [GO:0006351]
K0F0I7	K0F0I7	unreviewed	K0F0I7_NOCB7	Short-chain dehydrogenase/reductase SDR	O3I_016125	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	232	
K0F7W2	K0F7W2	unreviewed	K0F7W2_NOCB7	Putative sigma factor	O3I_028135	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	300	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]
K0F7R4	K0F7R4	unreviewed	K0F7R4_NOCB7	TetR family transcriptional regulator	O3I_039060	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	226	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]
K0ER01	K0ER01	unreviewed	K0ER01_NOCB7	NADP-dependent oxidoreductase domain-containing protein	O3I_021295	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	347	oxidoreductase activity [GO:0016491]
K0F9C9	K0F9C9	unreviewed	K0F9C9_NOCB7	Cytosine/purines, uracil, thiamine, allantoin permease	O3I_030635	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	457	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
K0ESD9	K0ESD9	unreviewed	K0ESD9_NOCB7	Endoribonuclease L-PSP	O3I_010165	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	123	
K0EWT9	K0EWT9	unreviewed	K0EWT9_NOCB7	N-formimino-L-glutamate deiminase	O3I_016720	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	434	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]
K0F8S1	K0F8S1	unreviewed	K0F8S1_NOCB7	Phospholipid/glycerol acyltransferase domain-containing protein	O3I_040995	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	253	acyltransferase activity [GO:0016746]
K0EZ74	K0EZ74	unreviewed	K0EZ74_NOCB7	Methyltransferase	O3I_021230	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	354	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]
K0EVR6	K0EVR6	unreviewed	K0EVR6_NOCB7	Amine oxidase	O3I_008465	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	460	oxidoreductase activity [GO:0016491]
K0FA91	K0FA91	unreviewed	K0FA91_NOCB7	Cold shock protein	O3I_031785	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	67	cytoplasm [GO:0005737]; nucleic acid binding [GO:0003676]
K0EU06	K0EU06	unreviewed	K0EU06_NOCB7	Integral membrane protein	O3I_011920	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	118	membrane [GO:0016020]
K0EQD1	K0EQD1	unreviewed	K0EQD1_NOCB7	Glutamate synthase large subunit	O3I_000265	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	1549	3 iron, 4 sulfur cluster binding [GO:0051538]; glutamate synthase activity [GO:0015930]; metal ion binding [GO:0046872]; glutamate biosynthetic process [GO:0006537]; glutamine metabolic process [GO:0006541]
K0EVQ2	K0EVQ2	unreviewed	K0EVQ2_NOCB7	Putative XRE family transcriptional regulator	O3I_015990	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	403	DNA binding [GO:0003677]
K0EY66	K0EY66	unreviewed	K0EY66_NOCB7	Putative succinate-semialdehyde dehydrogenase	O3I_022535	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	484	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]
K0F416	K0F416	unreviewed	K0F416_NOCB7	Transmembrane transport protein	O3I_021795	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	410	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
K0F5E8	K0F5E8	unreviewed	K0F5E8_NOCB7	2,3-dihydroxybenzoate-AMP ligase	O3I_033030	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	518	
K0F547	K0F547	unreviewed	K0F547_NOCB7	Quinone binding protein	O3I_033875	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	149	
K0F379	K0F379	unreviewed	K0F379_NOCB7	Uncharacterized protein	O3I_029950	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	264	
K0EVS8	K0EVS8	unreviewed	K0EVS8_NOCB7	Transmembrane protein	O3I_014995	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	462	membrane [GO:0016020]
K0ETK9	K0ETK9	unreviewed	K0ETK9_NOCB7	Small multidrug resistance protein	O3I_012365	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	116	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; response to antibiotic [GO:0046677]
K0EVU4	K0EVU4	unreviewed	K0EVU4_NOCB7	TetR family transcriptional regulator	O3I_029845	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	215	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; negative regulation of DNA-templated transcription [GO:0045892]; response to antibiotic [GO:0046677]
K0F925	K0F925	unreviewed	K0F925_NOCB7	Polysaccharide deacetylase	O3I_039490	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	234	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; carbohydrate metabolic process [GO:0005975]
K0F968	K0F968	unreviewed	K0F968_NOCB7	Fumarylacetoacetate (FAA) hydrolase	O3I_039815	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	283	hydrolase activity [GO:0016787]
K0F0L0	K0F0L0	unreviewed	K0F0L0_NOCB7	Alpha/beta hydrolase fold protein	O3I_026365	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	282	hydrolase activity [GO:0016787]
K0F9N5	K0F9N5	unreviewed	K0F9N5_NOCB7	Short chain dehydrogenase	O3I_040800	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	255	
K0EJF1	K0EJF1	unreviewed	K0EJF1_NOCB7	Transglycosylase SLT domain-containing protein	O3I_007800	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	195	
K0EKT0	K0EKT0	unreviewed	K0EKT0_NOCB7	Binding-protein-dependent transporter inner membrane component	O3I_010560	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	274	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
K0F1N1	K0F1N1	unreviewed	K0F1N1_NOCB7	DUF4440 domain-containing protein	O3I_028290	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	149	
K0ESM7	K0ESM7	unreviewed	K0ESM7_NOCB7	C2 domain-containing protein	O3I_010790	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	136	calcium-dependent phospholipid binding [GO:0005544]
K0F9C5	K0F9C5	unreviewed	K0F9C5_NOCB7	Excalibur calcium-binding domain-containing protein	O3I_040150	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	93	
K0EQ34	K0EQ34	unreviewed	K0EQ34_NOCB7	Acyl-CoA dehydrogenase domain-containing protein	O3I_019270	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	395	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]
K0F4D0	K0F4D0	unreviewed	K0F4D0_NOCB7	Putative cobalamin synthesis protein	O3I_032425	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	362	hydrolase activity [GO:0016787]
K0EYS1	K0EYS1	unreviewed	K0EYS1_NOCB7	Transporter	O3I_035680	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	358	membrane [GO:0016020]; metal ion transmembrane transporter activity [GO:0046873]
K0EU02	K0EU02	unreviewed	K0EU02_NOCB7	Cupin type-2 domain-containing protein	O3I_015105	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	140	
K0F1V1	K0F1V1	unreviewed	K0F1V1_NOCB7	Uncharacterized protein	O3I_027425	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	68	
K0ES99	K0ES99	unreviewed	K0ES99_NOCB7	Peptidase	O3I_009865	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	334	metalloexopeptidase activity [GO:0008235]; proteolysis [GO:0006508]
K0ENX1	K0ENX1	unreviewed	K0ENX1_NOCB7	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	hutU O3I_016710	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	550	cytoplasm [GO:0005737]; urocanate hydratase activity [GO:0016153]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]
K0EZX8	K0EZX8	unreviewed	K0EZX8_NOCB7	SARP family transcriptional regulator	O3I_015025	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	594	ADP binding [GO:0043531]; DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]
K0EMU5	K0EMU5	unreviewed	K0EMU5_NOCB7	Carbohydrate-binding domain-containing protein	O3I_014910	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	581	carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; metal ion binding [GO:0046872]; carbohydrate catabolic process [GO:0016052]; glycoside metabolic process [GO:0016137]
K0ET92	K0ET92	unreviewed	K0ET92_NOCB7	Enoyl-CoA hydratase/isomerase	O3I_010670	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	262	enoyl-CoA hydratase activity [GO:0004300]; isomerase activity [GO:0016853]
K0F864	K0F864	unreviewed	K0F864_NOCB7	Putative ferredoxin reductase	O3I_038140	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	392	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]
K0EYU1	K0EYU1	unreviewed	K0EYU1_NOCB7	N-acetyltransferase GCN5	O3I_020480	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	164	transferase activity [GO:0016740]
K0ESA8	K0ESA8	unreviewed	K0ESA8_NOCB7	DNA-binding protein	O3I_009915	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	294	DNA binding [GO:0003677]
K0EXH6	K0EXH6	unreviewed	K0EXH6_NOCB7	Major facilitator superfamily multidrug resistance protein	O3I_033195	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	489	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
K0F074	K0F074	unreviewed	K0F074_NOCB7	Pentachlorophenol 4-monooxygenase	O3I_015575	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	455	FAD binding [GO:0071949]; monooxygenase activity [GO:0004497]
K0ER29	K0ER29	unreviewed	K0ER29_NOCB7	Pyridoxamine 5'-phosphate oxidase putative domain-containing protein	O3I_007530	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	323	membrane [GO:0016020]
K0EZZ4	K0EZZ4	unreviewed	K0EZZ4_NOCB7	Cyclase/dehydrase	O3I_015125	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	171	
K0F681	K0F681	unreviewed	K0F681_NOCB7	Two-component system response regulator	O3I_034530	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	220	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]
K0F5U6	K0F5U6	unreviewed	K0F5U6_NOCB7	Uncharacterized protein	O3I_024365	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	537	
K0EVP2	K0EVP2	unreviewed	K0EVP2_NOCB7	Fe-S oxidoreductase-like protein	O3I_014720	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	334	
K0EKG3	K0EKG3	unreviewed	K0EKG3_NOCB7	Short-chain dehydrogenase	O3I_009460	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	256	oxidoreductase activity [GO:0016491]
K0EZ48	K0EZ48	unreviewed	K0EZ48_NOCB7	Secreted protein	O3I_036430	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	102	
K0F553	K0F553	unreviewed	K0F553_NOCB7	Threonine dehydratase (EC 4.3.1.19)	O3I_033900	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	311	L-threonine ammonia-lyase activity [GO:0004794]; alpha-amino acid metabolic process [GO:1901605]; cellular biosynthetic process [GO:0044249]
K0EN70	K0EN70	unreviewed	K0EN70_NOCB7	ATP-dependent RNA helicase	O3I_001910	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	769	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]
K0F1J7	K0F1J7	unreviewed	K0F1J7_NOCB7	alanine--tRNA ligase (EC 6.1.1.7)	O3I_025245	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	395	cytoplasm [GO:0005737]; alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; alanyl-tRNA aminoacylation [GO:0006419]
K0ERS1	K0ERS1	unreviewed	K0ERS1_NOCB7	ABC transporter ATPase/permease	O3I_022765	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	580	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
K0F004	K0F004	unreviewed	K0F004_NOCB7	Putative cytoplasmic protein	O3I_015175	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	393	hexosyltransferase activity [GO:0016758]; UDP-glycosyltransferase activity [GO:0008194]
K0F8Z9	K0F8Z9	unreviewed	K0F8Z9_NOCB7	MerR family transcriptional regulator	O3I_041335	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	150	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
K0EUX3	K0EUX3	unreviewed	K0EUX3_NOCB7	Esterase	O3I_013595	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	388	
K0ER43	K0ER43	unreviewed	K0ER43_NOCB7	N-acetyltransferase domain-containing protein	O3I_021470	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	245	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]
