From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
A0A0I9NBQ8	A0A0I9NBQ8	unreviewed	A0A0I9NBQ8_BRUMA	BMA-MEL-26	bma-mel-26 Bma-mel-26 Bm7571 BM_Bm7571	Brugia malayi (Filarial nematode worm)	364	
A0A5S6PVU5	A0A5S6PVU5	unreviewed	A0A5S6PVU5_BRUMA	Uncharacterized protein	Bm8220	Brugia malayi (Filarial nematode worm)	1551	
A0A0J9Y9F2	A0A0J9Y9F2	unreviewed	A0A0J9Y9F2_BRUMA	BMA-ORC-4 (BMA-ORC-4; ORC4_C domain-containing protein)	Bma-orc-4 Bm9005 BM_Bm9005	Brugia malayi (Filarial nematode worm)	378	nucleus [GO:0005634]; origin recognition complex [GO:0000808]; DNA binding [GO:0003677]; DNA replication [GO:0006260]
A0A5S6PVA4	A0A5S6PVA4	unreviewed	A0A5S6PVA4_BRUMA	Ras-GAP domain-containing protein	Bma-gap-2	Brugia malayi (Filarial nematode worm)	1248	GTPase activator activity [GO:0005096]
A0A5S6PMG8	A0A5S6PMG8	unreviewed	A0A5S6PMG8_BRUMA	Uncharacterized protein	Bma-nprl-2	Brugia malayi (Filarial nematode worm)	367	
A0A0K0JS32	A0A0K0JS32	unreviewed	A0A0K0JS32_BRUMA	BMA-IGLR-2 (BMA-IGLR-2; Ig-like domain-containing protein)	Bma-iglr-2 BM_Bm7365	Brugia malayi (Filarial nematode worm)	817	membrane [GO:0016020]
A0A0I9R2P2	A0A0I9R2P2	unreviewed	A0A0I9R2P2_BRUMA	Bm2201 (Bm2201; MGC83251 protein, putative)	Bm2201 BM_Bm2201	Brugia malayi (Filarial nematode worm)	1882	lysine-acetylated histone binding [GO:0070577]; peptidase activator activity [GO:0016504]; proteasome binding [GO:0070628]; DNA repair [GO:0006281]
A0A0H5S3R5	A0A0H5S3R5	unreviewed	A0A0H5S3R5_BRUMA	Bm8815 (HMG box domain-containing protein)	Bm8815 BM_Bm8815	Brugia malayi (Filarial nematode worm)	444	nucleus [GO:0005634]; DNA binding [GO:0003677]
A0A1U7F3Y6	A0A1U7F3Y6	unreviewed	A0A1U7F3Y6_BRUMA	ANK_REP_REGION domain-containing protein (ANK_REP_REGION domain-containing protein; Bm10012) (Bm10012)	Bm10012 BM_Bm10012	Brugia malayi (Filarial nematode worm)	652	
A0A0J9XP98	A0A0J9XP98	unreviewed	A0A0J9XP98_BRUMA	Bm3641, isoform a (Bm3641, isoform a; Bm3641, isoform a; Bm3641, isoform g)	Bma-nurf-1 Bm3641 BM_Bm3641	Brugia malayi (Filarial nematode worm)	2160	NURF complex [GO:0016589]; metal ion binding [GO:0046872]; regulation of transcription by RNA polymerase II [GO:0006357]
A0A0K0IYJ8	A0A0K0IYJ8	unreviewed	A0A0K0IYJ8_BRUMA	Dynein light chain	bma-dlc-2 Bma-dlc-2 Bm1368 BM_Bm1368	Brugia malayi (Filarial nematode worm)	90	cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]; microtubule-based process [GO:0007017]
A0A0I9N7T8	A0A0I9N7T8	unreviewed	A0A0I9N7T8_BRUMA	Bm12838	Bm12838 BM_Bm12838	Brugia malayi (Filarial nematode worm)	379	histone binding [GO:0042393]
A0A1P6CBF8	A0A1P6CBF8	unreviewed	A0A1P6CBF8_BRUMA	BMA-CYK-3, isoform f (Ubiquitinyl hydrolase 1)	Bma-cyk-3 BM_Bm7448	Brugia malayi (Filarial nematode worm)	1165	calcium ion binding [GO:0005509]; cysteine-type deubiquitinase activity [GO:0004843]
A0A7I4NMH9	A0A7I4NMH9	unreviewed	A0A7I4NMH9_BRUMA	Uncharacterized protein	Bma-clik-1	Brugia malayi (Filarial nematode worm)	405	
A0A0H5S8Q1	A0A0H5S8Q1	unreviewed	A0A0H5S8Q1_BRUMA	BMA-SPN-4, isoform a (BMA-SPN-4, isoform a; BMA-SPN-4, isoform b)	bma-fox-1 Bma-spn-4 Bm5647 BM_Bm5647	Brugia malayi (Filarial nematode worm)	418	nucleus [GO:0005634]; poly(A) binding [GO:0008143]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; pre-mRNA intronic binding [GO:0097157]; dosage compensation by hypoactivation of X chromosome [GO:0042464]; intergenic mRNA trans splicing [GO:0000366]; mating behavior [GO:0007617]; negative regulation of gene expression [GO:0010629]; nervous system development [GO:0007399]; primary sex determination [GO:0007538]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]
A0A7I4KHZ8	A0A7I4KHZ8	unreviewed	A0A7I4KHZ8_BRUMA	AcidPPc domain-containing protein	Bma-plpp-1.1	Brugia malayi (Filarial nematode worm)	400	membrane [GO:0016020]; phospholipid metabolic process [GO:0006644]
A0A7I4KHN0	A0A7I4KHN0	unreviewed	A0A7I4KHN0_BRUMA	SSD domain-containing protein	Bma-ptr-14	Brugia malayi (Filarial nematode worm)	902	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
A0A5S6PNC3	A0A5S6PNC3	unreviewed	A0A5S6PNC3_BRUMA	Bm475	Bm475	Brugia malayi (Filarial nematode worm)	245	
A0A1U7F3X7	A0A1U7F3X7	unreviewed	A0A1U7F3X7_BRUMA	Bm5561	Bm5561 BM_Bm5561	Brugia malayi (Filarial nematode worm)	560	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A0A5S6PFU0	A0A5S6PFU0	unreviewed	A0A5S6PFU0_BRUMA	Uncharacterized protein		Brugia malayi (Filarial nematode worm)	166	membrane [GO:0016020]
A0A5S6PEP2	A0A5S6PEP2	unreviewed	A0A5S6PEP2_BRUMA	Uncharacterized protein	Bm17915	Brugia malayi (Filarial nematode worm)	151	
A0A5S6PJC2	A0A5S6PJC2	unreviewed	A0A5S6PJC2_BRUMA	Bm3028	Bm3028	Brugia malayi (Filarial nematode worm)	388	membrane [GO:0016020]
A0A0I9N7P7	A0A0I9N7P7	unreviewed	A0A0I9N7P7_BRUMA	Bm9564	Bm9564 BM_Bm9564	Brugia malayi (Filarial nematode worm)	66	
A0A0J9Y642	A0A0J9Y642	unreviewed	A0A0J9Y642_BRUMA	BMA-NOL-5, isoform b (BMA-NOL-5, isoform b; Nop domain-containing protein)	bma-nol-58 Bma-nol-5 Bma-nol-58 Bm13955 BM_Bm13955	Brugia malayi (Filarial nematode worm)	486	box C/D RNP complex [GO:0031428]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; snoRNA binding [GO:0030515]; ribosome biogenesis [GO:0042254]
A0A5S6PFK6	A0A5S6PFK6	unreviewed	A0A5S6PFK6_BRUMA	Uncharacterized protein	Bm18205	Brugia malayi (Filarial nematode worm)	188	
A8PJX4	A8PJX4	reviewed	CLU_BRUMA	Clustered mitochondria protein homolog	Bm1_28595	Brugia malayi (Filarial nematode worm)	1453	cytoplasm [GO:0005737]; mitochondrion organization [GO:0007005]
A0A1P6BKA1	A0A1P6BKA1	unreviewed	A0A1P6BKA1_BRUMA	BMA-PTR-12, isoform c (BMA-PTR-12, isoform c; SSD domain-containing protein)	Bma-ptr-12 BM_Bm12831	Brugia malayi (Filarial nematode worm)	919	membrane [GO:0016020]
A0A0K0JA70	A0A0K0JA70	unreviewed	A0A0K0JA70_BRUMA	Bm3419, isoform a (Bm3419, isoform a; GPI transamidase component PIG-T, putative)	bma-pigt-1 Bm3419 BM_Bm3419	Brugia malayi (Filarial nematode worm)	630	GPI-anchor transamidase complex [GO:0042765]; attachment of GPI anchor to protein [GO:0016255]
A0A0H5S3P3	A0A0H5S3P3	unreviewed	A0A0H5S3P3_BRUMA	Bm5709 (Cwf15/Cwc15 cell cycle control protein)	bma-cwc-15 Bma-cwc-15 Bm5709 BM_Bm5709	Brugia malayi (Filarial nematode worm)	217	spliceosomal complex [GO:0005681]; mRNA splicing, via spliceosome [GO:0000398]
A0A0J9YG30	A0A0J9YG30	unreviewed	A0A0J9YG30_BRUMA	RNA helicase (EC 3.6.4.13)	Bm13697 BM_Bm13697	Brugia malayi (Filarial nematode worm)	404	P granule [GO:0043186]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]
A0A5S6PIK6	A0A5S6PIK6	unreviewed	A0A5S6PIK6_BRUMA	BMA-MEC-18	Bma-mec-18	Brugia malayi (Filarial nematode worm)	628	
A0A0H5S2C6	A0A0H5S2C6	unreviewed	A0A0H5S2C6_BRUMA	BMA-VIG-1	Bma-vig-1 Bm4482 BM_Bm4482	Brugia malayi (Filarial nematode worm)	439	RNA binding [GO:0003723]
A0A0H5S564	A0A0H5S564	unreviewed	A0A0H5S564_BRUMA	Aldo_ket_red domain-containing protein; Bm4305 (Bm4305)	Bm4305 Bm4305 BM_Bm4305	Brugia malayi (Filarial nematode worm)	296	oxidoreductase activity [GO:0016491]
A0A5S6PJD4	A0A5S6PJD4	unreviewed	A0A5S6PJD4_BRUMA	Endochitinase (MF1 antigen,endochitinase, putative)	Bma-cht-1.2	Brugia malayi (Filarial nematode worm)	504	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]
A0A7I4KKR9	A0A7I4KKR9	unreviewed	A0A7I4KKR9_BRUMA	BMA-UNC-43, isoform b; BMA-UNC-43, isoform e; BMA-UNC-43, isoform d	Bma-unc-43	Brugia malayi (Filarial nematode worm)	269	calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; phosphorylation [GO:0016310]
A0A0J9Y4J9	A0A0J9Y4J9	unreviewed	A0A0J9Y4J9_BRUMA	Bm12851	Bm12851 Bm12851 BM_Bm12851	Brugia malayi (Filarial nematode worm)	105	
A0A5S6PCJ1	A0A5S6PCJ1	unreviewed	A0A5S6PCJ1_BRUMA	Uncharacterized protein	Bm17076	Brugia malayi (Filarial nematode worm)	94	
A0A5S6PCW7	A0A5S6PCW7	unreviewed	A0A5S6PCW7_BRUMA	Uncharacterized protein	Bm17268	Brugia malayi (Filarial nematode worm)	77	
A0A0H5S9H4	A0A0H5S9H4	unreviewed	A0A0H5S9H4_BRUMA	Splicing factor YJU2	Bm3892 Bm3892 BM_Bm3892	Brugia malayi (Filarial nematode worm)	345	U2-type catalytic step 1 spliceosome [GO:0071006]; metal ion binding [GO:0046872]; generation of catalytic spliceosome for first transesterification step [GO:0000349]
A0A5S6PWQ0	A0A5S6PWQ0	unreviewed	A0A5S6PWQ0_BRUMA	C2H2-type domain-containing protein	Bma-pat-9	Brugia malayi (Filarial nematode worm)	544	membrane [GO:0016020]
A0A0J9XVP2	A0A0J9XVP2	unreviewed	A0A0J9XVP2_BRUMA	Bm9976	Bm9976 BM_Bm9976	Brugia malayi (Filarial nematode worm)	78	
A0A0H5S9F6	A0A0H5S9F6	unreviewed	A0A0H5S9F6_BRUMA	Bm3820, isoform a (Bm3820, isoform a; Bm3820, isoform d)	Bm3820 BM_Bm3820	Brugia malayi (Filarial nematode worm)	1144	cytoplasm [GO:0005737]
A0A7I4NJW8	A0A7I4NJW8	unreviewed	A0A7I4NJW8_BRUMA	Hypothetical tyrosinase-like protein C02C2.1 in chromosome III, putative	Bma-tyr-2.1	Brugia malayi (Filarial nematode worm)	601	oxidoreductase activity [GO:0016491]
A0A0K0IQJ7	A0A0K0IQJ7	unreviewed	A0A0K0IQJ7_BRUMA	Bm11079 (Bm11079; Pyruvate dehydrogenase E1 component alpha subunit, mitochondrial, putative)	bma-pdha-1.1 Bma-pdha-1.1 Bm11079 BM_Bm11079	Brugia malayi (Filarial nematode worm)	397	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor [GO:0016624]
A0A7I4KJE2	A0A7I4KJE2	unreviewed	A0A7I4KJE2_BRUMA	UBX domain-containing protein 1, putative	Bma-ubxn-6	Brugia malayi (Filarial nematode worm)	404	
A0A0K0J1S6	A0A0K0J1S6	unreviewed	A0A0K0J1S6_BRUMA	Bm14809	Bm14809 BM_Bm14809	Brugia malayi (Filarial nematode worm)	119	membrane [GO:0016020]
A0A5S6PCW8	A0A5S6PCW8	unreviewed	A0A5S6PCW8_BRUMA	Histidine-rich glycoprotein, putative	Bma-spe-42	Brugia malayi (Filarial nematode worm)	628	membrane [GO:0016020]
A0A5S6PUQ8	A0A5S6PUQ8	unreviewed	A0A5S6PUQ8_BRUMA	Uncharacterized protein	Bma-wrt-6	Brugia malayi (Filarial nematode worm)	598	cell-cell signaling [GO:0007267]; intein-mediated protein splicing [GO:0016539]; protein autoprocessing [GO:0016540]; system development [GO:0048731]
A0A1P6BHY5	A0A1P6BHY5	unreviewed	A0A1P6BHY5_BRUMA	Bm10998, isoform c	Bm10998 BM_Bm10998	Brugia malayi (Filarial nematode worm)	773	vesicle-mediated transport [GO:0016192]
A0A7I4KRZ9	A0A7I4KRZ9	unreviewed	A0A7I4KRZ9_BRUMA	BMA-ABU-10	Bm8824	Brugia malayi (Filarial nematode worm)	461	
A0A0J9YC67	A0A0J9YC67	unreviewed	A0A0J9YC67_BRUMA	Bm7967	Bm7967 BM_Bm7967	Brugia malayi (Filarial nematode worm)	349	membrane [GO:0016020]
A0A0J9XW61	A0A0J9XW61	unreviewed	A0A0J9XW61_BRUMA	Bm9986	Bm9986 BM_Bm9986	Brugia malayi (Filarial nematode worm)	142	
A0A0H5SMJ3	A0A0H5SMJ3	unreviewed	A0A0H5SMJ3_BRUMA	BMA-HST-3.1	bma-hst-3.1 Bma-hst-3.1 Bm3980 BM_Bm3980	Brugia malayi (Filarial nematode worm)	337	membrane [GO:0016020]; sulfotransferase activity [GO:0008146]; heparan sulfate proteoglycan biosynthetic process [GO:0015012]
A0A0K0INI2	A0A0K0INI2	unreviewed	A0A0K0INI2_BRUMA	Bm10513	Bm10513 BM_Bm10513	Brugia malayi (Filarial nematode worm)	344	metal ion binding [GO:0046872]
A0A0K0K141	A0A0K0K141	unreviewed	A0A0K0K141_BRUMA	Bm9964	Bm9964 BM_Bm9964	Brugia malayi (Filarial nematode worm)	421	
A0A5S6PBM4	A0A5S6PBM4	unreviewed	A0A5S6PBM4_BRUMA	Bm14729	Bm14729	Brugia malayi (Filarial nematode worm)	333	
A0A5S6PD85	A0A5S6PD85	unreviewed	A0A5S6PD85_BRUMA	Uncharacterized protein	Bm17373	Brugia malayi (Filarial nematode worm)	89	
A0A0K0JXH2	A0A0K0JXH2	unreviewed	A0A0K0JXH2_BRUMA	Bm8920	Bm8920 BM_Bm8920	Brugia malayi (Filarial nematode worm)	180	
A0A0J9XKF5	A0A0J9XKF5	unreviewed	A0A0J9XKF5_BRUMA	Bm8	Bm8 Bm8 BM_Bm8	Brugia malayi (Filarial nematode worm)	29	
A0A5S6PWL3	A0A5S6PWL3	unreviewed	A0A5S6PWL3_BRUMA	Bm8909, isoform a	Bm8909	Brugia malayi (Filarial nematode worm)	353	
A0A1U7F436	A0A1U7F436	unreviewed	A0A1U7F436_BRUMA	Protein-lysine N-methyltransferase Bm5142 (EC 2.1.1.-)	Bm1_46595 Bm5142 BM_Bm5142	Brugia malayi (Filarial nematode worm)	214	cytoplasm [GO:0005737]; nucleic acid binding [GO:0003676]; protein-lysine N-methyltransferase activity [GO:0016279]; macromolecule methylation [GO:0043414]; nitrogen compound metabolic process [GO:0006807]; primary metabolic process [GO:0044238]
A0A1U7F4E2	A0A1U7F4E2	unreviewed	A0A1U7F4E2_BRUMA	4a-hydroxytetrahydrobiopterin dehydratase (EC 4.2.1.96)	bma-pcbd-1 Bm1_48890 Bma-pcbd-1 Bm5706 BM_Bm5706	Brugia malayi (Filarial nematode worm)	119	4-alpha-hydroxytetrahydrobiopterin dehydratase activity [GO:0008124]; tetrahydrobiopterin biosynthetic process [GO:0006729]
A0A0H5RZK2	A0A0H5RZK2	unreviewed	A0A0H5RZK2_BRUMA	Bm4656 (Bm4656; CBM21 domain-containing protein)	Bm4656 Bm4656 BM_Bm4656	Brugia malayi (Filarial nematode worm)	379	
A0A5S6PNP2	A0A5S6PNP2	unreviewed	A0A5S6PNP2_BRUMA	BMA-SNAP-29	Bma-snap-29	Brugia malayi (Filarial nematode worm)	226	apical plasma membrane [GO:0016324]; recycling endosome [GO:0055037]; intracellular protein transmembrane transport [GO:0065002]; ovulation [GO:0030728]; secretion [GO:0046903]
A0A0I9N9X9	A0A0I9N9X9	unreviewed	A0A0I9N9X9_BRUMA	Bm6502	bma-slc-25a46 Bma-slc-25A46 Bm6502 BM_Bm6502	Brugia malayi (Filarial nematode worm)	482	mitochondrial outer membrane [GO:0005741]; mitochondrial membrane fission [GO:0090149]
A0A5S6PK63	A0A5S6PK63	unreviewed	A0A5S6PK63_BRUMA	Bm3449	Bm3449	Brugia malayi (Filarial nematode worm)	210	
A0A5S6PDR5	A0A5S6PDR5	unreviewed	A0A5S6PDR5_BRUMA	Uncharacterized protein	Bm17594	Brugia malayi (Filarial nematode worm)	75	
A0A0K0J1U2	A0A0K0J1U2	unreviewed	A0A0K0J1U2_BRUMA	Bm14824, isoform a (Bm14824, isoform a; Dehydrogenases, short chain protein 9, putative)	Bm14824 BM_Bm14824	Brugia malayi (Filarial nematode worm)	357	
A0A5S6PF49	A0A5S6PF49	unreviewed	A0A5S6PF49_BRUMA	Glutathione peroxidase	Bma-gpx-6	Brugia malayi (Filarial nematode worm)	203	glutathione peroxidase activity [GO:0004602]; response to oxidative stress [GO:0006979]
A0A0J9Y5M9	A0A0J9Y5M9	unreviewed	A0A0J9Y5M9_BRUMA	Bm12894	Bm12894 BM_Bm12894	Brugia malayi (Filarial nematode worm)	40	
A0A5S6PG03	A0A5S6PG03	unreviewed	A0A5S6PG03_BRUMA	Bm1950	Bm1950	Brugia malayi (Filarial nematode worm)	169	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
A0A5S6PDB0	A0A5S6PDB0	unreviewed	A0A5S6PDB0_BRUMA	Uncharacterized protein	Bm17430	Brugia malayi (Filarial nematode worm)	117	
A0A0K0JET8	A0A0K0JET8	unreviewed	A0A0K0JET8_BRUMA	RBR-type E3 ubiquitin transferase (EC 2.3.2.31)	Bm4475 BM_Bm4475	Brugia malayi (Filarial nematode worm)	446	ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; protein ubiquitination [GO:0016567]
A0A0K0JUN9	A0A0K0JUN9	unreviewed	A0A0K0JUN9_BRUMA	Bm8073	Bm8073 BM_Bm8073	Brugia malayi (Filarial nematode worm)	209	RNA binding [GO:0003723]
A0A0K0JB58	A0A0K0JB58	unreviewed	A0A0K0JB58_BRUMA	Bm3636	Bm3636 BM_Bm3636	Brugia malayi (Filarial nematode worm)	343	
A0A1P6BZF5	A0A1P6BZF5	unreviewed	A0A1P6BZF5_BRUMA	Bm3925, isoform b; Bm3925, isoform c; Bm3925, isoform c (Bm3925, isoform c)	Bma-mob-1 Bm3925 BM_Bm3925	Brugia malayi (Filarial nematode worm)	202	
A0A5S6PAY8	A0A5S6PAY8	unreviewed	A0A5S6PAY8_BRUMA	Electron transfer flavoprotein-ubiquinone oxidoreductase (ETF-QO) (EC 1.5.5.1)	Bma-let-721.1	Brugia malayi (Filarial nematode worm)	596	mitochondrion [GO:0005739]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron-transferring-flavoprotein dehydrogenase activity [GO:0004174]; metal ion binding [GO:0046872]
A0A5S6PGA1	A0A5S6PGA1	unreviewed	A0A5S6PGA1_BRUMA	methylenetetrahydrofolate reductase (NADPH) (EC 1.5.1.53)	Bma-mthf-1	Brugia malayi (Filarial nematode worm)	647	methylenetetrahydrofolate reductase NADPH activity [GO:0106313]; methionine metabolic process [GO:0006555]; tetrahydrofolate interconversion [GO:0035999]
A0A5S6PRH1	A0A5S6PRH1	unreviewed	A0A5S6PRH1_BRUMA	GPI inositol-deacylase (EC 3.1.-.-)	Bm5838	Brugia malayi (Filarial nematode worm)	801	endoplasmic reticulum membrane [GO:0005789]; hydrolase activity, acting on ester bonds [GO:0016788]; protein transport [GO:0015031]
A0A5S6PF65	A0A5S6PF65	unreviewed	A0A5S6PF65_BRUMA	Uncharacterized protein	Bm18079	Brugia malayi (Filarial nematode worm)	309	membrane [GO:0016020]
A0A5S6PFE6	A0A5S6PFE6	unreviewed	A0A5S6PFE6_BRUMA	Uncharacterized protein	Bm18112	Brugia malayi (Filarial nematode worm)	1891	
A0A7I4KIQ2	A0A7I4KIQ2	unreviewed	A0A7I4KIQ2_BRUMA	C2H2-type domain-containing protein	Bma-bnc-1	Brugia malayi (Filarial nematode worm)	409	
A0A0K0J7Q6	A0A0K0J7Q6	unreviewed	A0A0K0J7Q6_BRUMA	Bm2844 (Bm2844; Oxidoreductase-like domain-containing protein)	Bm2844 BM_Bm2844	Brugia malayi (Filarial nematode worm)	129	
A0A0H5S3P5	A0A0H5S3P5	unreviewed	A0A0H5S3P5_BRUMA	Phosphoglycerate kinase (EC 2.7.2.3)	bma-pgk-1 Bma-pgk-1 Bm13839 BM_Bm13839	Brugia malayi (Filarial nematode worm)	415	ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; glycolytic process [GO:0006096]; phosphorylation [GO:0016310]
A0A0H5SR15	A0A0H5SR15	unreviewed	A0A0H5SR15_BRUMA	Bm10946	Bm10946 BM_Bm10946	Brugia malayi (Filarial nematode worm)	202	
