From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
A0A1C1CY39	A0A1C1CY39	unreviewed	A0A1C1CY39_9EURO	HMG box domain-containing protein	CLCR_09527	Cladophialophora carrionii	912	nucleus [GO:0005634]; DNA binding [GO:0003677]
A0A1C1CX02	A0A1C1CX02	unreviewed	A0A1C1CX02_9EURO	Mediator of RNA polymerase II transcription subunit 10 (Mediator complex subunit 10)	MED10 CLCR_10263	Cladophialophora carrionii	433	mediator complex [GO:0016592]; kinase activity [GO:0016301]; transcription coregulator activity [GO:0003712]; phosphorylation [GO:0016310]; regulation of transcription by RNA polymerase II [GO:0006357]
A0A1C1CK05	A0A1C1CK05	unreviewed	A0A1C1CK05_9EURO	Heterokaryon incompatibility domain-containing protein	CLCR_04741	Cladophialophora carrionii	581	
A0A1C1C998	A0A1C1C998	unreviewed	A0A1C1C998_9EURO	Leucine-rich repeat-containing protein 40	CLCR_05418	Cladophialophora carrionii	1002	
A0A1C1CLD4	A0A1C1CLD4	unreviewed	A0A1C1CLD4_9EURO	C3HC4 type (RING finger) zinc finger containing protein	CLCR_04562	Cladophialophora carrionii	919	membrane [GO:0016020]; zinc ion binding [GO:0008270]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]
A0A1C1CZ53	A0A1C1CZ53	unreviewed	A0A1C1CZ53_9EURO	Ankyrin repeat protein	CLCR_09456	Cladophialophora carrionii	1334	catalytic activity [GO:0003824]; nucleoside metabolic process [GO:0009116]
A0A1C1CQL4	A0A1C1CQL4	unreviewed	A0A1C1CQL4_9EURO	Putative vacuolar protein sorting-associated protein TDA6	TDA6 CLCR_07296	Cladophialophora carrionii	337	
A0A1C1CSH5	A0A1C1CSH5	unreviewed	A0A1C1CSH5_9EURO	Major Facilitator Superfamily protein	CLCR_08105	Cladophialophora carrionii	726	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
A0A1C1CRD2	A0A1C1CRD2	unreviewed	A0A1C1CRD2_9EURO	C2H2 transcription factor	CLCR_07980	Cladophialophora carrionii	955	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
A0A1C1CHU8	A0A1C1CHU8	unreviewed	A0A1C1CHU8_9EURO	Tetratricopeptide repeat domain containing protein	CLCR_04356	Cladophialophora carrionii	220	
A0A1C1CG31	A0A1C1CG31	unreviewed	A0A1C1CG31_9EURO	Trehalose-phosphatase	TPS2 CLCR_03295	Cladophialophora carrionii	924	catalytic activity [GO:0003824]; trehalose biosynthetic process [GO:0005992]
A0A1C1D0X3	A0A1C1D0X3	unreviewed	A0A1C1D0X3_9EURO	Myb-like domain-containing protein	CLCR_00966	Cladophialophora carrionii	147	
A0A1C1D0P4	A0A1C1D0P4	unreviewed	A0A1C1D0P4_9EURO	Putative 3-hydroxyisobutyrate dehydrogenase, mitochondrial	hibA CLCR_00890	Cladophialophora carrionii	334	NADP binding [GO:0050661]; oxidoreductase activity [GO:0016491]
A0A1C1CNW4	A0A1C1CNW4	unreviewed	A0A1C1CNW4_9EURO	Sidoreflexin	fsf1 CLCR_07272	Cladophialophora carrionii	337	mitochondrial membrane [GO:0031966]; monoatomic ion transmembrane transporter activity [GO:0015075]; amino acid transport [GO:0006865]
A0A1C1CKN8	A0A1C1CKN8	unreviewed	A0A1C1CKN8_9EURO	Translation machinery-associated protein 7	tma7 CLCR_05281	Cladophialophora carrionii	68	
A0A1C1CSQ5	A0A1C1CSQ5	unreviewed	A0A1C1CSQ5_9EURO	Septin spn2	spn2 CLCR_08632	Cladophialophora carrionii	357	cell cortex [GO:0005938]; septin cytoskeleton [GO:0032156]; GTP binding [GO:0005525]
A0A1C1CNJ2	A0A1C1CNJ2	unreviewed	A0A1C1CNJ2_9EURO	Uncharacterized protein	CLCR_07283	Cladophialophora carrionii	392	
A0A1C1C7E9	A0A1C1C7E9	unreviewed	A0A1C1C7E9_9EURO	Uncharacterized protein	CLCR_06389	Cladophialophora carrionii	112	
A0A1C1CV63	A0A1C1CV63	unreviewed	A0A1C1CV63_9EURO	Uracil phosphoribosyltransferase	CLCR_09752	Cladophialophora carrionii	684	
A0A1C1CJW6	A0A1C1CJW6	unreviewed	A0A1C1CJW6_9EURO	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)	SDH1 CLCR_04688	Cladophialophora carrionii	535	mitochondrial inner membrane [GO:0005743]; flavin adenine dinucleotide binding [GO:0050660]; fumarate reductase (menaquinone) [GO:0102040]; succinate dehydrogenase (ubiquinone) activity [GO:0008177]; electron transport chain [GO:0022900]; tricarboxylic acid cycle [GO:0006099]
A0A1C1CF56	A0A1C1CF56	unreviewed	A0A1C1CF56_9EURO	Putative acyl-CoA synthetase YngI	yngI CLCR_02353	Cladophialophora carrionii	524	
A0A1C1CB34	A0A1C1CB34	unreviewed	A0A1C1CB34_9EURO	Cupin domain protein	CLCR_01719	Cladophialophora carrionii	190	
A0A1C1CNY4	A0A1C1CNY4	unreviewed	A0A1C1CNY4_9EURO	Uncharacterized protein	CLCR_07209	Cladophialophora carrionii	390	
A0A1C1CU35	A0A1C1CU35	unreviewed	A0A1C1CU35_9EURO	DUF1295 domain protein	CLCR_08722	Cladophialophora carrionii	367	membrane [GO:0016020]
A0A1C1CIJ3	A0A1C1CIJ3	unreviewed	A0A1C1CIJ3_9EURO	Dienelactone hydrolase domain-containing protein	CLCR_04289	Cladophialophora carrionii	290	hydrolase activity [GO:0016787]
A0A1C1CCE8	A0A1C1CCE8	unreviewed	A0A1C1CCE8_9EURO	Membrane protein TMS1	TMS1 CLCR_01192	Cladophialophora carrionii	481	membrane [GO:0016020]
A0A1C1C8Y7	A0A1C1C8Y7	unreviewed	A0A1C1C8Y7_9EURO	Putative vacuolar membrane protein	CLCR_05809	Cladophialophora carrionii	451	cytoplasmic vesicle membrane [GO:0030659]; Golgi membrane [GO:0000139]; carbohydrate transport [GO:0008643]
A0A1C1CIB3	A0A1C1CIB3	unreviewed	A0A1C1CIB3_9EURO	Nodulation protein G	nodG CLCR_04282	Cladophialophora carrionii	251	oxidoreductase activity [GO:0016491]; cellular biosynthetic process [GO:0044249]; organic substance biosynthetic process [GO:1901576]
A0A1C1CF58	A0A1C1CF58	unreviewed	A0A1C1CF58_9EURO	Chromosome segregation ATPase family protein	CLCR_02212	Cladophialophora carrionii	2154	
A0A1C1CUT5	A0A1C1CUT5	unreviewed	A0A1C1CUT5_9EURO	Voltage-gated hydrogen channel 1	CLCR_09257	Cladophialophora carrionii	137	
A0A1C1CTL7	A0A1C1CTL7	unreviewed	A0A1C1CTL7_9EURO	Ribonuclease P	CLCR_08963	Cladophialophora carrionii	280	nucleolar ribonuclease P complex [GO:0005655]; ribonuclease MRP complex [GO:0000172]; nucleic acid binding [GO:0003676]; tRNA 5'-leader removal [GO:0001682]
A0A1C1C835	A0A1C1C835	unreviewed	A0A1C1C835_9EURO	Pyrroline-5-carboxylate reductase	CLCR_05630	Cladophialophora carrionii	510	
A0A1C1CKE3	A0A1C1CKE3	unreviewed	A0A1C1CKE3_9EURO	Putative MFS-type transporter PB1E7.08c	CLCR_04662	Cladophialophora carrionii	558	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
A0A1C1CVK3	A0A1C1CVK3	unreviewed	A0A1C1CVK3_9EURO	Ubiquitin-conjugating enzyme E2-18 kDa	ubc7 CLCR_10879	Cladophialophora carrionii	166	ATP binding [GO:0005524]; transferase activity [GO:0016740]
A0A1C1CXI2	A0A1C1CXI2	unreviewed	A0A1C1CXI2_9EURO	Zn(2)-C6 fungal-type domain-containing protein	CLCR_11396	Cladophialophora carrionii	779	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
A0A1C1CEM1	A0A1C1CEM1	unreviewed	A0A1C1CEM1_9EURO	Cysteine-rich transmembrane CYSTM domain-containing protein	CLCR_02691	Cladophialophora carrionii	95	
A0A1C1C857	A0A1C1C857	unreviewed	A0A1C1C857_9EURO	Secreted protein	CLCR_06143	Cladophialophora carrionii	220	
A0A1C1CGY1	A0A1C1CGY1	unreviewed	A0A1C1CGY1_9EURO	Uncharacterized protein	CLCR_03780	Cladophialophora carrionii	73	
A0A1C1CD11	A0A1C1CD11	unreviewed	A0A1C1CD11_9EURO	Exosome complex component rrp45	rrp45 CLCR_01281	Cladophialophora carrionii	291	cytoplasm [GO:0005737]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; rRNA processing [GO:0006364]
A0A1C1CQB9	A0A1C1CQB9	unreviewed	A0A1C1CQB9_9EURO	Uncharacterized protein	CLCR_07747	Cladophialophora carrionii	135	
A0A1C1CTH6	A0A1C1CTH6	unreviewed	A0A1C1CTH6_9EURO	Chromosome segregation in meiosis protein	CLCR_08506	Cladophialophora carrionii	486	nucleus [GO:0005634]; cell cycle [GO:0007049]; DNA damage response [GO:0006974]; DNA replication checkpoint signaling [GO:0000076]; replication fork processing [GO:0031297]
A0A1C1C7Z7	A0A1C1C7Z7	unreviewed	A0A1C1C7Z7_9EURO	Pyruvate decarboxylase (EC 4.1.1.1)	pdcA CLCR_05672	Cladophialophora carrionii	608	magnesium ion binding [GO:0000287]; pyruvate decarboxylase activity [GO:0004737]; thiamine pyrophosphate binding [GO:0030976]
A0A1C1D161	A0A1C1D161	unreviewed	A0A1C1D161_9EURO	Uncharacterized protein	CLCR_00940	Cladophialophora carrionii	180	
A0A1C1CF08	A0A1C1CF08	unreviewed	A0A1C1CF08_9EURO	Positive regulator of purine utilization	uaY CLCR_02245	Cladophialophora carrionii	1043	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
A0A1C1CPV8	A0A1C1CPV8	unreviewed	A0A1C1CPV8_9EURO	amidophosphoribosyltransferase (EC 2.4.2.14)	ADE4 CLCR_06935	Cladophialophora carrionii	593	amidophosphoribosyltransferase activity [GO:0004044]; 'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase biosynthetic process [GO:0009113]
A0A1C1C7R5	A0A1C1C7R5	unreviewed	A0A1C1C7R5_9EURO	Putative calcium-binding protein	CLCR_06298	Cladophialophora carrionii	199	
A0A1C1CC09	A0A1C1CC09	unreviewed	A0A1C1CC09_9EURO	Biotin synthase, mitochondrial	BIO2 CLCR_00466	Cladophialophora carrionii	376	biotin synthase activity [GO:0004076]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; biotin biosynthetic process [GO:0009102]
A0A1C1CZ61	A0A1C1CZ61	unreviewed	A0A1C1CZ61_9EURO	DnaJ domain-containing protein	CLCR_09569	Cladophialophora carrionii	887	
A0A1C1CYW1	A0A1C1CYW1	unreviewed	A0A1C1CYW1_9EURO	Uncharacterized protein	CLCR_11058	Cladophialophora carrionii	89	
A0A1C1CNN8	A0A1C1CNN8	unreviewed	A0A1C1CNN8_9EURO	Alkaline phosphatase (EC 3.1.3.1)	PHO8 CLCR_06908	Cladophialophora carrionii	607	membrane [GO:0016020]; alkaline phosphatase activity [GO:0004035]; metal ion binding [GO:0046872]
A0A1C1CI10	A0A1C1CI10	unreviewed	A0A1C1CI10_9EURO	Uncharacterized protein	CLCR_04093	Cladophialophora carrionii	482	
A0A1C1CDN3	A0A1C1CDN3	unreviewed	A0A1C1CDN3_9EURO	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	CLCR_01970	Cladophialophora carrionii	337	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]
A0A1C1CS74	A0A1C1CS74	unreviewed	A0A1C1CS74_9EURO	MARVEL domain-containing protein	CLCR_09072	Cladophialophora carrionii	171	membrane [GO:0016020]
A0A1C1CA11	A0A1C1CA11	unreviewed	A0A1C1CA11_9EURO	Uncharacterized protein	CLCR_06452	Cladophialophora carrionii	114	
A0A1C1CVR0	A0A1C1CVR0	unreviewed	A0A1C1CVR0_9EURO	Guanine deaminase	guaD CLCR_10132	Cladophialophora carrionii	489	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]
A0A1C1CD58	A0A1C1CD58	unreviewed	A0A1C1CD58_9EURO	Exosome complex exonuclease dis3	dis3 CLCR_01812	Cladophialophora carrionii	1006	exosome (RNase complex) [GO:0000178]; nucleus [GO:0005634]; exonuclease activity [GO:0004527]; RNA binding [GO:0003723]; RNA nuclease activity [GO:0004540]; RNA metabolic process [GO:0016070]
A0A1C1CQK6	A0A1C1CQK6	unreviewed	A0A1C1CQK6_9EURO	Ubiquitin-related modifier 1	URM1 CLCR_07741	Cladophialophora carrionii	105	cytosol [GO:0005829]; protein urmylation [GO:0032447]; tRNA thio-modification [GO:0034227]; tRNA wobble uridine modification [GO:0002098]
A0A1C1CRF4	A0A1C1CRF4	unreviewed	A0A1C1CRF4_9EURO	Uncharacterized protein	CLCR_09365	Cladophialophora carrionii	77	
A0A1C1CAS9	A0A1C1CAS9	unreviewed	A0A1C1CAS9_9EURO	Uncharacterized protein	CLCR_01764	Cladophialophora carrionii	97	
A0A1C1CZV0	A0A1C1CZV0	unreviewed	A0A1C1CZV0_9EURO	Uncharacterized protein	CLCR_10817	Cladophialophora carrionii	216	
A0A1C1CDR1	A0A1C1CDR1	unreviewed	A0A1C1CDR1_9EURO	PLC-like phosphodiesterase	CLCR_01951	Cladophialophora carrionii	460	phosphoric diester hydrolase activity [GO:0008081]; lipid metabolic process [GO:0006629]
A0A1C1CXK1	A0A1C1CXK1	unreviewed	A0A1C1CXK1_9EURO	Peptidoglycan deacetylase	pgdA CLCR_10305	Cladophialophora carrionii	324	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; carbohydrate metabolic process [GO:0005975]
A0A1C1CBQ4	A0A1C1CBQ4	unreviewed	A0A1C1CBQ4_9EURO	Transcription factor domain-containing protein	CLCR_00395	Cladophialophora carrionii	670	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
A0A1C1CZ50	A0A1C1CZ50	unreviewed	A0A1C1CZ50_9EURO	Putative Rho GTPase activator (Rgd1)	CLCR_09570	Cladophialophora carrionii	892	GTPase activator activity [GO:0005096]; signal transduction [GO:0007165]
A0A1C1CMP4	A0A1C1CMP4	unreviewed	A0A1C1CMP4_9EURO	2-formylbenzoate dehydrogenase	phdK CLCR_07103	Cladophialophora carrionii	488	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]
A0A1C1CKM7	A0A1C1CKM7	unreviewed	A0A1C1CKM7_9EURO	Uncharacterized protein	CLCR_05180	Cladophialophora carrionii	180	membrane [GO:0016020]
A0A1C1CHV8	A0A1C1CHV8	unreviewed	A0A1C1CHV8_9EURO	EF-hand domain-containing protein	CLCR_04336	Cladophialophora carrionii	225	calcium ion binding [GO:0005509]
A0A1C1CHB5	A0A1C1CHB5	unreviewed	A0A1C1CHB5_9EURO	Putative serine racemase	srr CLCR_03435	Cladophialophora carrionii	441	
A0A1C1CAE0	A0A1C1CAE0	unreviewed	A0A1C1CAE0_9EURO	Putative fungal specific transcription protein	CLCR_05542	Cladophialophora carrionii	580	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
A0A1C1CM30	A0A1C1CM30	unreviewed	A0A1C1CM30_9EURO	Uncharacterized protein	CLCR_07646	Cladophialophora carrionii	158	
A0A1C1D0H6	A0A1C1D0H6	unreviewed	A0A1C1D0H6_9EURO	Heterokaryon incompatibility domain-containing protein	CLCR_00161	Cladophialophora carrionii	807	
A0A1C1CAA0	A0A1C1CAA0	unreviewed	A0A1C1CAA0_9EURO	Postreplication repair E3 ubiquitin-protein ligase RAD18 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAD18)	uvsH CLCR_05812	Cladophialophora carrionii	503	nucleus [GO:0005634]; metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]; ubiquitin protein ligase activity [GO:0061630]; postreplication repair [GO:0006301]; protein ubiquitination [GO:0016567]
A0A1C1C7K1	A0A1C1C7K1	unreviewed	A0A1C1C7K1_9EURO	Integral membrane protein	CLCR_05987	Cladophialophora carrionii	372	membrane [GO:0016020]
A0A1C1CU61	A0A1C1CU61	unreviewed	A0A1C1CU61_9EURO	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131)	CLCR_08374	Cladophialophora carrionii	522	endoplasmic reticulum membrane [GO:0005789]; GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0004377]
A0A1C1CCB7	A0A1C1CCB7	unreviewed	A0A1C1CCB7_9EURO	Shugoshin	CLCR_01092	Cladophialophora carrionii	733	chromosome, centromeric region [GO:0000775]; nucleus [GO:0005634]; cell division [GO:0051301]; meiotic chromosome segregation [GO:0045132]
A0A1C1CAC2	A0A1C1CAC2	unreviewed	A0A1C1CAC2_9EURO	DNA polymerase (EC 2.7.7.7)	pol3 CLCR_05400	Cladophialophora carrionii	1123	nucleus [GO:0005634]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; DNA replication [GO:0006260]
A0A1C1D0H3	A0A1C1D0H3	unreviewed	A0A1C1D0H3_9EURO	Serine/threonine-protein phosphatase (EC 3.1.3.16)	pzh1 CLCR_00820	Cladophialophora carrionii	551	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]
A0A1C1CER4	A0A1C1CER4	unreviewed	A0A1C1CER4_9EURO	F-box domain-containing protein	CLCR_02350	Cladophialophora carrionii	599	
A0A1C1D1D9	A0A1C1D1D9	unreviewed	A0A1C1D1D9_9EURO	RING-type domain-containing protein	CLCR_00837	Cladophialophora carrionii	531	metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]; ubiquitin protein ligase activity [GO:0061630]; postreplication repair [GO:0006301]
A0A1C1CUU0	A0A1C1CUU0	unreviewed	A0A1C1CUU0_9EURO	Na(+)/H(+) antiporter	sod2 CLCR_08519	Cladophialophora carrionii	479	plasma membrane [GO:0005886]; sodium:proton antiporter activity [GO:0015385]; proton export across plasma membrane [GO:0120029]; regulation of membrane potential [GO:0042391]; sodium ion export across plasma membrane [GO:0036376]
A0A1C1CL01	A0A1C1CL01	unreviewed	A0A1C1CL01_9EURO	Tat pathway signal sequence	CLCR_04995	Cladophialophora carrionii	277	mycotoxin biosynthetic process [GO:0043386]
A0A1C1CWZ1	A0A1C1CWZ1	unreviewed	A0A1C1CWZ1_9EURO	Actin filament organization App1-like protein	CLCR_10209	Cladophialophora carrionii	440	phosphatidate phosphatase activity [GO:0008195]
A0A1C1CCX4	A0A1C1CCX4	unreviewed	A0A1C1CCX4_9EURO	Uncharacterized protein	CLCR_01341	Cladophialophora carrionii	147	
A0A1C1CQV6	A0A1C1CQV6	unreviewed	A0A1C1CQV6_9EURO	Uncharacterized protein	CLCR_09268	Cladophialophora carrionii	127	
A0A1C1CGK0	A0A1C1CGK0	unreviewed	A0A1C1CGK0_9EURO	Uncharacterized protein	CLCR_03458	Cladophialophora carrionii	524	
A0A1C1CUK8	A0A1C1CUK8	unreviewed	A0A1C1CUK8_9EURO	Target of rapamycin complex subunit LST8	CLCR_08540	Cladophialophora carrionii	413	TORC1 complex [GO:0031931]; TORC2 complex [GO:0031932]; TOR signaling [GO:0031929]
A0A1C1C9I6	A0A1C1C9I6	unreviewed	A0A1C1C9I6_9EURO	Putative major facilitator superfamily transporter	CLCR_05617	Cladophialophora carrionii	611	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
A0A1C1CNH2	A0A1C1CNH2	unreviewed	A0A1C1CNH2_9EURO	Versicolorin reductase	stcU CLCR_07295	Cladophialophora carrionii	387	oxidoreductase activity [GO:0016491]; cellular biosynthetic process [GO:0044249]; organic substance biosynthetic process [GO:1901576]
A0A1C1CZY9	A0A1C1CZY9	unreviewed	A0A1C1CZY9_9EURO	3-hydroxybenzoate 6-hydroxylase	mhbM CLCR_00173	Cladophialophora carrionii	547	FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]; biosynthetic process [GO:0009058]
A0A1C1CSI7	A0A1C1CSI7	unreviewed	A0A1C1CSI7_9EURO	Clr5 domain-containing protein	CLCR_08076	Cladophialophora carrionii	777	
A0A1C1CWE9	A0A1C1CWE9	unreviewed	A0A1C1CWE9_9EURO	Farnesyl pyrophosphate synthase	fpp CLCR_10426	Cladophialophora carrionii	347	dimethylallyltranstransferase activity [GO:0004161]; geranyltranstransferase activity [GO:0004337]; alcohol biosynthetic process [GO:0046165]; isoprenoid biosynthetic process [GO:0008299]; ketone biosynthetic process [GO:0042181]; mycotoxin biosynthetic process [GO:0043386]; organic cyclic compound biosynthetic process [GO:1901362]
A0A1C1CP49	A0A1C1CP49	unreviewed	A0A1C1CP49_9EURO	Uncharacterized protein	CLCR_07816	Cladophialophora carrionii	86	
A0A1C1CYJ6	A0A1C1CYJ6	unreviewed	A0A1C1CYJ6_9EURO	Uncharacterized protein	CLCR_11019	Cladophialophora carrionii	73	
A0A1C1C7C4	A0A1C1C7C4	unreviewed	A0A1C1C7C4_9EURO	Enoyl-CoA hydratase	CLCR_06362	Cladophialophora carrionii	177	
A0A1C1CCA6	A0A1C1CCA6	unreviewed	A0A1C1CCA6_9EURO	Uncharacterized protein	CLCR_01262	Cladophialophora carrionii	283	
A0A1C1CIT3	A0A1C1CIT3	unreviewed	A0A1C1CIT3_9EURO	Glutathione S-transferase	gstA CLCR_04312	Cladophialophora carrionii	273	transferase activity [GO:0016740]
A0A1C1D036	A0A1C1D036	unreviewed	A0A1C1D036_9EURO	Endoribonuclease l-psp	CLCR_10888	Cladophialophora carrionii	126	
A0A1C1CW47	A0A1C1CW47	unreviewed	A0A1C1CW47_9EURO	Putative chromatin assembly factor 1 subunit A	CLCR_09849	Cladophialophora carrionii	612	nucleus [GO:0005634]
A0A1C1CKR3	A0A1C1CKR3	unreviewed	A0A1C1CKR3_9EURO	Ring-like domain-containing protein	CLCR_04905	Cladophialophora carrionii	413	membrane [GO:0016020]
